Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
latência,devices-7aad6dee-7ab7-47cf-a46e-2683bf19b12c,199,0,12,11.804071673359248,9.443025999644306,23.649511000257917,256.0,0.26106624286974084,0.0,12,12,13,13,13,13,14,14,24,24,24
Round Trip Time,devices-7b1d1621-8e25-444a-8fec-a38ee2e19b47,199,0,23,23.397651040178616,20.998613000301702,37.21724299975904,256.0,0.26106624286974084,0.0,23,24,24,25,25,25,25,31,37,37,37
latência,devices-7b1d1621-8e25-444a-8fec-a38ee2e19b47,199,0,11,11.729991773818393,9.37494199934008,25.577061000149115,256.0,0.26106624286974084,0.0,11,12,13,13,13,14,14,21,26,26,26
Round Trip Time,devices-80881175-0369-434a-8f26-848f016d29e6,199,0,24,23.90759584929798,21.696875000088767,29.652326999894285,256.0,0.26106624286974084,0.0,24,25,25,25,26,26,26,26,30,30,30
latência,devices-80881175-0369-434a-8f26-848f016d29e6,199,0,12,12.28145241710346,10.085494000122708,29.090216000440705,256.0,0.26106624286974084,0.0,12,13,13,14,14,14,14,14,29,29,29
Round Trip Time,devices-80bc0406-51b1-49d8-bd3c-b3c93e2e04e2,199,0,24,24.058191392013118,21.658719999322784,36.24938599932648,256.0,0.26106624286974084,0.0,24,25,25,25,25,26,26,28,36,36,36
latência,devices-80bc0406-51b1-49d8-bd3c-b3c93e2e04e2,199,0,12,12.33928867842868,9.90238899976248,24.493805999554752,256.0,0.26106624286974084,0.0,12,13,13,13,14,14,14,14,24,24,24
Round Trip Time,devices-81cbe8e8-bd88-427c-9bde-54d22e3c0ecd,199,0,24,23.847393663395703,21.718787000281736,30.636274999778834,256.0,0.26106624286974084,0.0,24,25,25,25,25,26,26,26,31,31,31
latência,devices-81cbe8e8-bd88-427c-9bde-54d22e3c0ecd,199,0,12,12.212721376903088,10.020394000093802,30.0769389996276,256.0,0.26106624286974084,0.0,12,13,13,13,14,14,14,14,30,30,30
Round Trip Time,devices-8472e0fb-09cf-4e7e-a4d2-835e966d6974,199,0,23,23.42987371858228,21.175973000026715,37.475370999345614,256.0,0.26106624286974084,0.0,23,24,24,25,25,25,26,27,37,37,37
latência,devices-8472e0fb-09cf-4e7e-a4d2-835e966d6974,199,0,12,11.76066184424183,9.531845999845245,26.231306999761728,256.0,0.26106624286974084,0.0,12,12,13,13,13,14,14,16,26,26,26
Round Trip Time,devices-8c14d8a4-1347-4596-8b68-ce93af2be9ee,199,0,24,23.84303963314856,21.52079900042736,29.985928000314743,256.0,0.26106624286974084,0.0,24,25,25,25,25,26,26,30,30,30,30
latência,devices-8c14d8a4-1347-4596-8b68-ce93af2be9ee,199,0,12,12.231514492453988,9.838150999712525,29.356078000091657,256.0,0.26106624286974084,0.0,12,13,13,13,14,14,14,18,29,29,29
Round Trip Time,devices-8dddfae1-5d69-4d13-b8c0-d2fa944d4ecb,199,0,24,24.001922552773767,21.595338999759406,37.685176999730174,256.0,0.26106624286974084,0.0,24,25,25,25,26,26,26,26,38,38,38
latência,devices-8dddfae1-5d69-4d13-b8c0-d2fa944d4ecb,199,0,12,12.285936216093017,9.728946999530308,26.15467199939303,256.0,0.26106624286974084,0.0,12,13,13,13,14,14,14,14,26,26,26
Round Trip Time,devices-90d97fd7-a482-4468-806d-280e24e57936,199,0,24,23.63733157288143,21.350050999899395,38.458887999695435,256.0,0.26106624286974084,0.0,24,24,24,25,25,25,26,26,38,38,38
latência,devices-90d97fd7-a482-4468-806d-280e24e57936,199,0,12,11.978820326631515,9.796156000447809,26.834495999537467,256.0,0.26106624286974084,0.0,12,12,13,13,13,14,14,14,27,27,27
Round Trip Time,devices-9244af09-39f0-4bad-ac48-7c11cceddb6c,199,0,24,23.947671557789135,21.58391800003301,28.710118000162765,256.0,0.26106624286974084,0.0,24,25,25,25,25,26,26,26,29,29,29
latência,devices-9244af09-39f0-4bad-ac48-7c11cceddb6c,199,0,12,12.30547549248193,10.119991999999911,28.14424899952428,256.0,0.26106624286974084,0.0,12,13,13,14,14,14,14,14,28,28,28
Round Trip Time,devices-925f5062-d3cd-4c1f-bd13-86334f3307a8,199,0,23,23.307446231087145,21.21727599933365,37.61014499923476,256.0,0.26106624286974084,0.0,23,24,24,24,25,25,25,30,38,38,38
latência,devices-925f5062-d3cd-4c1f-bd13-86334f3307a8,199,0,12,11.629658572796208,9.500145999481902,25.89491199978511,256.0,0.26106624286974084,0.0,12,12,12,13,13,13,14,21,26,26,26
Round Trip Time,devices-978f3101-7d10-439e-8e56-7f25fcb5b325,199,0,24,23.90482802509988,21.363900999858743,38.49991599963687,256.0,0.26106624286974084,0.0,24,25,25,25,25,26,26,28,38,38,38
latência,devices-978f3101-7d10-439e-8e56-7f25fcb5b325,199,0,12,12.21979106534189,10.01620599981834,26.91529799994896,256.0,0.26106624286974084,0.0,12,13,13,13,14,14,14,18,27,27,27
Round Trip Time,devices-9bf169cb-ff23-4f34-940c-480eb42bc183,199,0,23,23.371142080317046,21.26485999997385,39.30284199941525,256.0,0.26106624286974084,0.0,23,24,24,24,25,25,25,25,39,39,39
latência,devices-9bf169cb-ff23-4f34-940c-480eb42bc183,199,0,12,11.690681708487821,9.41681000040262,27.655866999339196,256.0,0.26106624286974084,0.0,12,12,12,13,13,14,14,14,28,28,28
Round Trip Time,devices-9f20e60a-ec14-4c61-a44e-73b66a5674ed,199,0,24,23.984675376883917,21.487021000211826,38.28922800039436,256.0,0.26106624286974084,0.0,24,25,25,25,25,26,26,26,38,38,38
latência,devices-9f20e60a-ec14-4c61-a44e-73b66a5674ed,199,0,12,12.314384487467006,9.90750900018611,26.598471000397694,256.0,0.26106624286974084,0.0,12,13,13,13,14,14,14,14,27,27,27
Round Trip Time,devices-a3a5b97c-2b39-471a-9eac-a0e027f22909,199,0,23,23.57078124118035,21.026317999712774,36.46942099931039,256.0,0.26106624286974084,0.0,23,24,25,25,25,25,25,26,36,36,36
latência,devices-a3a5b97c-2b39-471a-9eac-a0e027f22909,199,0,12,11.896618482399449,9.631908000301337,24.72803799992107,256.0,0.26106624286974084,0.0,12,12,13,13,13,14,14,16,25,25,25
Round Trip Time,devices-a76c2517-5401-4fbc-ae0b-c8c717226f6f,199,0,23,23.42165251256252,21.276547999150353,39.04371299995546,256.0,0.26106624286974084,0.0,23,24,24,24,25,25,25,25,39,39,39
latência,devices-a76c2517-5401-4fbc-ae0b-c8c717226f6f,199,0,12,11.776594738675062,9.618702999432571,27.431062999312417,256.0,0.26106624286974084,0.0,12,12,13,13,13,13,14,16,27,27,27
Round Trip Time,devices-aae7d4cf-fbeb-4fdc-be7a-52e0604580b1,199,0,24,23.51803902008703,21.140230000128213,37.37582299982023,256.0,0.26106624286974084,0.0,24,24,24,25,25,25,26,27,37,37,37
latência,devices-aae7d4cf-fbeb-4fdc-be7a-52e0604580b1,199,0,12,11.800494894455209,9.595112000170047,25.988838999182917,256.0,0.26106624286974084,0.0,12,12,13,13,13,14,14,14,26,26,26
Round Trip Time,devices-b0437611-a1fd-4743-ae42-51c2335b224f,199,0,23,23.779895452253413,21.42986600028962,73.57722600045236,256.0,0.26106624286974084,0.0,23,24,24,24,25,25,25,42,74,74,74
latência,devices-b0437611-a1fd-4743-ae42-51c2335b224f,199,0,12,11.948943959793892,9.752223000759841,36.65053700024146,256.0,0.26106624286974084,0.0,12,12,13,13,13,14,14,30,37,37,37
Round Trip Time,devices-b2d93c42-4d59-4c4e-a7fe-7e5ffb7b3d2f,199,0,23,23.50509790455851,21.291809000103967,38.13965500012273,256.0,0.26106624286974084,0.0,23,24,24,25,25,25,25,26,38,38,38
latência,devices-b2d93c42-4d59-4c4e-a7fe-7e5ffb7b3d2f,199,0,12,11.813390512534124,9.473428999626776,26.39180000005581,256.0,0.26106624286974084,0.0,12,12,13,13,13,14,14,14,26,26,26
Round Trip Time,devices-b413246f-b9c7-4806-8ce8-518c1ff25ef0,199,0,24,23.985611989952652,21.67007600019133,68.32497699906526,256.0,0.26106624286974084,0.0,24,24,25,25,25,25,26,39,68,68,68
latência,devices-b413246f-b9c7-4806-8ce8-518c1ff25ef0,199,0,12,12.089941371811788,9.878187000140315,28.213950999997905,256.0,0.26106624286974084,0.0,12,13,13,13,14,14,14,14,28,28,28
Round Trip Time,devices-b645fb24-10f2-4c73-9bda-040e5073f1c4,199,0,23,23.52347948740385,21.244331999696442,40.46852299961756,256.0,0.26106624286974084,0.0,23,24,24,25,25,25,25,26,40,40,40
latência,devices-b645fb24-10f2-4c73-9bda-040e5073f1c4,199,0,12,11.829749402018916,9.676775000116322,28.87589100009791,256.0,0.26106624286974084,0.0,12,12,13,13,13,13,14,14,29,29,29
Round Trip Time,devices-b674e1ae-7f4a-4123-b4c6-16f78efeed5a,199,0,23,23.35969754276265,21.267277000333706,38.24504499971226,256.0,0.26106624286974084,0.0,23,24,24,24,25,25,25,32,38,38,38
latência,devices-b674e1ae-7f4a-4123-b4c6-16f78efeed5a,199,0,11,11.655552728695314,9.446508000110043,26.68282000013278,256.0,0.26106624286974084,0.0,11,12,13,13,13,14,14,14,27,27,27
Round Trip Time,devices-c0c58d44-0f0e-4422-bbfc-a89eec3fd33a,199,0,24,23.534321402082274,21.399111001301208,29.0815289999955,256.0,0.26106624286974084,0.0,24,24,25,25,25,25,25,26,29,29,29
latência,devices-c0c58d44-0f0e-4422-bbfc-a89eec3fd33a,199,0,12,11.906221371865472,9.62379299926397,28.91275999991194,256.0,0.26106624286974084,0.0,12,13,13,13,13,14,14,14,29,29,29
Round Trip Time,devices-c32d51ea-815f-4b3c-a96a-1da17ea50d8f,199,0,24,24.73089105527623,21.9959200003359,81.73030499983724,256.0,0.26106624286974084,0.0,24,25,25,26,26,26,27,34,82,82,82
latência,devices-c32d51ea-815f-4b3c-a96a-1da17ea50d8f,199,0,13,12.871032783916244,10.504849000426475,29.65474200027529,256.0,0.26106624286974084,0.0,13,13,14,14,15,15,15,23,30,30,30
Round Trip Time,devices-daa92231-ba28-41ba-af19-68a72644d5a4,199,0,25,24.46107597987422,21.9808310002918,40.07723500035354,256.0,0.26106624286974084,0.0,25,25,25,26,26,26,26,27,40,40,40
latência,devices-daa92231-ba28-41ba-af19-68a72644d5a4,199,0,13,12.79043180403191,10.444161000123131,28.704246999950556,256.0,0.26106624286974084,0.0,13,13,14,14,14,15,15,15,29,29,29
Round Trip Time,devices-e436d180-b5c8-4ba8-bc2a-ffbfe04409f6,199,0,24,23.646211768863026,21.241297000415216,38.03476699977182,256.0,0.26106624286974084,0.0,24,24,25,25,25,25,26,26,38,38,38
latência,devices-e436d180-b5c8-4ba8-bc2a-ffbfe04409f6,199,0,12,11.959110914587892,9.64854700032447,26.364158000433235,256.0,0.26106624286974084,0.0,12,13,13,13,14,14,14,14,26,26,26
Round Trip Time,devices-e4bd4dc3-8f8d-4029-825b-f7eba337253a,199,0,24,23.924649507530354,21.60409600037383,69.30942700091691,256.0,0.26106624286974084,0.0,24,24,25,25,25,26,26,27,69,69,69
latência,devices-e4bd4dc3-8f8d-4029-825b-f7eba337253a,199,0,12,12.09093759800782,9.982427999602805,26.884830999733822,256.0,0.26106624286974084,0.0,12,13,13,13,14,14,14,14,27,27,27
Round Trip Time,devices-e6989e48-e525-4f77-960a-17aeb0d3f817,199,0,24,24.771726341745463,22.154618999593367,66.78966100025718,256.0,0.26106624286974084,0.0,24,25,25,26,26,26,29,37,67,67,67
latência,devices-e6989e48-e525-4f77-960a-17aeb0d3f817,199,0,13,12.869795060337013,10.451335000652762,25.991143000283046,256.0,0.26106624286974084,0.0,13,13,14,14,14,15,16,25,26,26,26
Round Trip Time,devices-eac0ae64-a3ac-415f-b8d9-23b62948a738,199,0,24,24.307210929609525,21.98655099982716,27.362722999896505,256.0,0.26106624286974084,0.0,24,25,25,26,26,26,26,27,27,27,27
latência,devices-eac0ae64-a3ac-415f-b8d9-23b62948a738,199,0,13,12.691045663279565,10.53730999956315,27.114022999739973,256.0,0.26106624286974084,0.0,13,13,13,14,14,14,15,16,27,27,27
Round Trip Time,devices-ed73da4e-224c-439b-b4f1-60d4456c11b7,199,0,24,23.554654592995785,21.329094999600784,37.93050000058429,256.0,0.26106624286974084,0.0,24,24,25,25,25,25,25,26,38,38,38
latência,devices-ed73da4e-224c-439b-b4f1-60d4456c11b7,199,0,12,11.858360854251318,9.791141000278003,26.166384000134713,256.0,0.26106624286974084,0.0,12,12,13,13,13,14,14,14,26,26,26
Round Trip Time,devices-f0cff5bc-0684-4c46-b3dd-d6c90f658a8f,199,0,24,24.604888467351817,22.23589400000492,66.83927300036885,256.0,0.26106624286974084,0.0,24,25,25,26,26,26,30,41,67,67,67
latência,devices-f0cff5bc-0684-4c46-b3dd-d6c90f658a8f,199,0,13,12.766272809076053,10.391532999165065,29.479381000783178,256.0,0.26106624286974084,0.0,13,13,14,14,14,15,16,28,29,29,29
Round Trip Time,devices-f39037c3-ae3f-4dd9-a857-aedab6993bf9,199,0,24,23.975889995030293,21.787800999845786,38.64659299961204,256.0,0.26106624286974084,0.0,24,25,25,25,25,26,26,27,39,39,39
latência,devices-f39037c3-ae3f-4dd9-a857-aedab6993bf9,199,0,12,12.284342939760128,10.062690999802726,27.752529999816034,256.0,0.26106624286974084,0.0,12,13,13,13,14,14,14,16,28,28,28
Round Trip Time,devices-fcd43f85-1ff2-4caf-aab3-ad554f8f7cbe,199,0,24,23.520881934672246,20.95201699921745,38.790533999417676,256.0,0.26106624286974084,0.0,24,24,24,25,25,25,25,26,39,39,39
latência,devices-fcd43f85-1ff2-4caf-aab3-ad554f8f7cbe,199,0,12,11.821326979875792,9.582487000443507,26.70098299950041,256.0,0.26106624286974084,0.0,12,12,13,13,13,14,14,14,27,27,27
,Aggregated,19900,0,21,17.956212383314387,9.37494199934008,81.73030499983724,256.0,26.106624286974082,0.0,21,23,24,24,25,25,26,26,39,80,82
