"No.","Time","Source","Destination","Protocol","Length","Source Port","Message Identifier","Destination Port","Info"
"205","15.186059608","130.185.238.170","192.168.15.8","MQTT","70","1883","","35699","Connect Ack"
"206","15.186095684","192.168.15.8","130.185.238.170","MQTT","103","35699","1,2","1883","Subscribe Request (id=1) [devices-5], Publish Message (id=2) [devices-5]"
"208","15.220387571","130.185.238.170","192.168.15.8","MQTT","85","1883","","45027","Publish Message [devices-3]"
"213","15.269499105","130.185.238.170","192.168.15.8","MQTT","71","1883","1","35699","Subscribe Ack (id=1)"
"215","15.300347797","130.185.238.170","192.168.15.8","MQTT","70","1883","3","45027","Publish Ack (id=3)"
"218","15.353404011","130.185.238.170","192.168.15.8","MQTT","89","1883","2","35699","Publish Message [devices-5], Publish Ack (id=2)"
"226","15.968856785","192.168.15.8","130.185.238.170","MQTT","87","47491","3","1883","Publish Message (id=3) [devices-2]"
"228","16.048738690","130.185.238.170","192.168.15.8","MQTT","85","1883","","47491","Publish Message [devices-2]"
"232","16.104481141","192.168.15.8","130.185.238.170","MQTT","89","35631","","1883","Connect Command"
"233","16.130644076","130.185.238.170","192.168.15.8","MQTT","70","1883","3","47491","Publish Ack (id=3)"
"236","16.188258834","130.185.238.170","192.168.15.8","MQTT","70","1883","","35631","Connect Ack"
"237","16.188291802","192.168.15.8","130.185.238.170","MQTT","103","35631","1,2","1883","Subscribe Request (id=1) [devices-6], Publish Message (id=2) [devices-6]"
"242","16.267431256","130.185.238.170","192.168.15.8","MQTT","71","1883","1","35631","Subscribe Ack (id=1)"
"245","16.347314402","130.185.238.170","192.168.15.8","MQTT","89","1883","2","35631","Publish Message [devices-6], Publish Ack (id=2)"
"251","17.100768241","192.168.15.8","130.185.238.170","MQTT","89","49673","","1883","Connect Command"
"253","17.180617185","130.185.238.170","192.168.15.8","MQTT","70","1883","","49673","Connect Ack"
"254","17.180651078","192.168.15.8","130.185.238.170","MQTT","103","49673","1,2","1883","Subscribe Request (id=1) [devices-7], Publish Message (id=2) [devices-7]"
"256","17.253359134","192.168.15.8","130.185.238.170","MQTT","87","35699","3","1883","Publish Message (id=3) [devices-5]"
"257","17.255945414","130.185.238.170","192.168.15.8","MQTT","71","1883","1","49673","Subscribe Ack (id=1)"
"263","17.331736833","130.185.238.170","192.168.15.8","MQTT","89","1883","2","49673","Publish Message [devices-7], Publish Ack (id=2)"
"265","17.333564719","130.185.238.170","192.168.15.8","MQTT","85","1883","","35699","Publish Message [devices-5]"
"269","17.417340591","130.185.238.170","192.168.15.8","MQTT","70","1883","3","35699","Publish Ack (id=3)"
"275","18.104551676","192.168.15.8","130.185.238.170","MQTT","89","39113","","1883","Connect Command"
"277","18.184335525","130.185.238.170","192.168.15.8","MQTT","70","1883","","39113","Connect Ack"
"278","18.184372024","192.168.15.8","130.185.238.170","MQTT","103","39113","1,2","1883","Subscribe Request (id=1) [devices-8], Publish Message (id=2) [devices-8]"
"283","18.263632871","130.185.238.170","192.168.15.8","MQTT","71","1883","1","39113","Subscribe Ack (id=1)"
"286","18.343651857","130.185.238.170","192.168.15.8","MQTT","89","1883","2","39113","Publish Message [devices-8], Publish Ack (id=2)"
"307","19.103979870","192.168.15.8","130.185.238.170","MQTT","89","38795","","1883","Connect Command"
"311","19.179878690","130.185.238.170","192.168.15.8","MQTT","70","1883","","38795","Connect Ack"
"312","19.179912219","192.168.15.8","130.185.238.170","MQTT","103","38795","1,2","1883","Subscribe Request (id=1) [devices-9], Publish Message (id=2) [devices-9]"
"314","19.255395945","130.185.238.170","192.168.15.8","MQTT","71","1883","1","38795","Subscribe Ack (id=1)"
"319","19.331178226","130.185.238.170","192.168.15.8","MQTT","89","1883","2","38795","Publish Message [devices-9], Publish Ack (id=2)"
"326","19.445329742","192.168.15.8","130.185.238.170","MQTT","87","35631","3","1883","Publish Message (id=3) [devices-6]"
"327","19.527852848","130.185.238.170","192.168.15.8","MQTT","85","1883","","35631","Publish Message [devices-6]"
"329","19.607445365","130.185.238.170","192.168.15.8","MQTT","70","1883","3","35631","Publish Ack (id=3)"
"335","19.667231866","192.168.15.8","130.185.238.170","MQTT","87","58781","4","1883","Publish Message (id=4) [devices-1]"
"343","19.743187870","130.185.238.170","192.168.15.8","MQTT","85","1883","","58781","Publish Message [devices-1]"
"345","19.819205304","130.185.238.170","192.168.15.8","MQTT","70","1883","4","58781","Publish Ack (id=4)"
"350","20.030923738","192.168.15.8","130.185.238.170","MQTT","87","44381","3","1883","Publish Message (id=3) [devices-4]"
"355","20.107474067","192.168.15.8","130.185.238.170","MQTT","90","43947","","1883","Connect Command"
"356","20.107733682","130.185.238.170","192.168.15.8","MQTT","85","1883","","44381","Publish Message [devices-4]"
"358","20.134681496","192.168.15.8","130.185.238.170","MQTT","87","49673","3","1883","Publish Message (id=3) [devices-7]"
"359","20.184008996","130.185.238.170","192.168.15.8","MQTT","70","1883","3","44381","Publish Ack (id=3)"
"362","20.187414671","130.185.238.170","192.168.15.8","MQTT","70","1883","","43947","Connect Ack"
"363","20.187444027","192.168.15.8","130.185.238.170","MQTT","105","43947","1,2","1883","Subscribe Request (id=1) [devices-10], Publish Message (id=2) [devices-10]"
"365","20.211735707","130.185.238.170","192.168.15.8","MQTT","85","1883","","49673","Publish Message [devices-7]"
"370","20.266738368","130.185.238.170","192.168.15.8","MQTT","71","1883","1","43947","Subscribe Ack (id=1)"
"372","20.287527212","130.185.238.170","192.168.15.8","MQTT","70","1883","3","49673","Publish Ack (id=3)"
"374","20.346856523","130.185.238.170","192.168.15.8","MQTT","90","1883","2","43947","Publish Message [devices-10], Publish Ack (id=2)"
"385","20.871781993","192.168.15.8","130.185.238.170","MQTT","87","58781","5","1883","Publish Message (id=5) [devices-1]"
"386","20.947413794","130.185.238.170","192.168.15.8","MQTT","85","1883","","58781","Publish Message [devices-1]"
"388","21.023294785","130.185.238.170","192.168.15.8","MQTT","70","1883","5","58781","Publish Ack (id=5)"
"393","21.105571251","192.168.15.8","130.185.238.170","MQTT","90","57205","","1883","Connect Command"
"395","21.186267714","130.185.238.170","192.168.15.8","MQTT","70","1883","","57205","Connect Ack"
"396","21.186310477","192.168.15.8","130.185.238.170","MQTT","105","57205","1,2","1883","Subscribe Request (id=1) [devices-11], Publish Message (id=2) [devices-11]"
"398","21.189020407","192.168.15.8","130.185.238.170","MQTT","87","45027","4","1883","Publish Message (id=4) [devices-3]"
"402","21.264688670","130.185.238.170","192.168.15.8","MQTT","71","1883","1","57205","Subscribe Ack (id=1)"
"404","21.268153781","130.185.238.170","192.168.15.8","MQTT","85","1883","","45027","Publish Message [devices-3]"
"408","21.340976160","130.185.238.170","192.168.15.8","MQTT","90","1883","2","57205","Publish Message [devices-11], Publish Ack (id=2)"
"411","21.348149843","130.185.238.170","192.168.15.8","MQTT","70","1883","4","45027","Publish Ack (id=4)"
"413","21.361215506","192.168.15.8","130.185.238.170","MQTT","87","35631","4","1883","Publish Message (id=4) [devices-6]"
"416","21.441267664","130.185.238.170","192.168.15.8","MQTT","85","1883","","35631","Publish Message [devices-6]"
"418","21.519388957","130.185.238.170","192.168.15.8","MQTT","70","1883","4","35631","Publish Ack (id=4)"
"420","21.558323546","192.168.15.8","130.185.238.170","MQTT","87","47491","4","1883","Publish Message (id=4) [devices-2]"
"421","21.640765490","130.185.238.170","192.168.15.8","MQTT","85","1883","","47491","Publish Message [devices-2]"
"423","21.720650588","130.185.238.170","192.168.15.8","MQTT","70","1883","4","47491","Publish Ack (id=4)"
"432","22.006177366","192.168.15.8","130.185.238.170","MQTT","87","39113","3","1883","Publish Message (id=3) [devices-8]"
"433","22.010703139","192.168.15.8","130.185.238.170","MQTT","87","38795","3","1883","Publish Message (id=3) [devices-9]"
"435","22.087232785","130.185.238.170","192.168.15.8","MQTT","85","1883","","38795","Publish Message [devices-9]"
"437","22.087787960","130.185.238.170","192.168.15.8","MQTT","85","1883","","39113","Publish Message [devices-8]"
"441","22.103267355","192.168.15.8","130.185.238.170","MQTT","90","44171","","1883","Connect Command"
"442","22.163353012","130.185.238.170","192.168.15.8","MQTT","70","1883","3","38795","Publish Ack (id=3)"
"444","22.167670008","130.185.238.170","192.168.15.8","MQTT","70","1883","3","39113","Publish Ack (id=3)"
"447","22.179560970","130.185.238.170","192.168.15.8","MQTT","70","1883","","44171","Connect Ack"
"448","22.179596425","192.168.15.8","130.185.238.170","MQTT","105","44171","1,2","1883","Subscribe Request (id=1) [devices-12], Publish Message (id=2) [devices-12]"
"453","22.254879969","130.185.238.170","192.168.15.8","MQTT","71","1883","1","44171","Subscribe Ack (id=1)"
"458","22.296683378","192.168.15.8","130.185.238.170","MQTT","87","49673","4","1883","Publish Message (id=4) [devices-7]"
"459","22.330490245","130.185.238.170","192.168.15.8","MQTT","90","1883","2","44171","Publish Message [devices-12], Publish Ack (id=2)"
"464","22.371938249","130.185.238.170","192.168.15.8","MQTT","85","1883","","49673","Publish Message [devices-7]"
"470","22.447826846","130.185.238.170","192.168.15.8","MQTT","70","1883","4","49673","Publish Ack (id=4)"
"472","22.535140777","192.168.15.8","130.185.238.170","MQTT","87","58781","6","1883","Publish Message (id=6) [devices-1]"
"478","22.611475693","130.185.238.170","192.168.15.8","MQTT","85","1883","","58781","Publish Message [devices-1]"
"480","22.687397262","130.185.238.170","192.168.15.8","MQTT","70","1883","6","58781","Publish Ack (id=6)"
"483","22.705159788","192.168.15.8","130.185.238.170","MQTT","87","35699","4","1883","Publish Message (id=4) [devices-5]"
"484","22.777143555","192.168.15.8","130.185.238.170","MQTT","87","35631","5","1883","Publish Message (id=5) [devices-6]"
"485","22.786133736","130.185.238.170","192.168.15.8","MQTT","85","1883","","35699","Publish Message [devices-5]"
"487","22.855666818","130.185.238.170","192.168.15.8","MQTT","85","1883","","35631","Publish Message [devices-6]"
"489","22.869198359","130.185.238.170","192.168.15.8","MQTT","70","1883","4","35699","Publish Ack (id=4)"
"496","22.935513632","130.185.238.170","192.168.15.8","MQTT","70","1883","5","35631","Publish Ack (id=5)"
"501","23.108225080","192.168.15.8","130.185.238.170","MQTT","90","40245","","1883","Connect Command"
"503","23.188373040","130.185.238.170","192.168.15.8","MQTT","70","1883","","40245","Connect Ack"
"504","23.188410172","192.168.15.8","130.185.238.170","MQTT","105","40245","1,2","1883","Subscribe Request (id=1) [devices-13], Publish Message (id=2) [devices-13]"
"509","23.267735505","130.185.238.170","192.168.15.8","MQTT","71","1883","1","40245","Subscribe Ack (id=1)"
"513","23.347688361","130.185.238.170","192.168.15.8","MQTT","90","1883","2","40245","Publish Message [devices-13], Publish Ack (id=2)"
"518","23.436127307","192.168.15.8","130.185.238.170","MQTT","87","44381","4","1883","Publish Message (id=4) [devices-4]"
"519","23.453953284","192.168.15.8","130.185.238.170","MQTT","87","39113","4","1883","Publish Message (id=4) [devices-8]"
"521","23.512245515","130.185.238.170","192.168.15.8","MQTT","85","1883","","44381","Publish Message [devices-4]"
"523","23.535849926","130.185.238.170","192.168.15.8","MQTT","85","1883","","39113","Publish Message [devices-8]"
"526","23.588179542","130.185.238.170","192.168.15.8","MQTT","70","1883","4","44381","Publish Ack (id=4)"
"528","23.617550643","130.185.238.170","192.168.15.8","MQTT","70","1883","4","39113","Publish Ack (id=4)"
"532","23.848998753","192.168.15.8","130.185.238.170","MQTT","88","43947","3","1883","Publish Message (id=3) [devices-10]"
"533","23.907878027","192.168.15.8","130.185.238.170","MQTT","87","38795","4","1883","Publish Message (id=4) [devices-9]"
"534","23.926759414","130.185.238.170","192.168.15.8","MQTT","86","1883","","43947","Publish Message [devices-10]"
"540","23.982985705","130.185.238.170","192.168.15.8","MQTT","85","1883","","38795","Publish Message [devices-9]"
"544","24.088951299","130.185.238.170","192.168.15.8","MQTT","70","1883","4","38795","Publish Ack (id=4)"
"546","24.091226497","130.185.238.170","192.168.15.8","MQTT","70","1883","3","43947","Publish Ack (id=3)"
"550","24.108472785","192.168.15.8","130.185.238.170","MQTT","90","55683","","1883","Connect Command"
"552","24.184446196","130.185.238.170","192.168.15.8","MQTT","70","1883","","55683","Connect Ack"
"553","24.184500769","192.168.15.8","130.185.238.170","MQTT","105","55683","1,2","1883","Subscribe Request (id=1) [devices-14], Publish Message (id=2) [devices-14]"
"555","24.259835287","130.185.238.170","192.168.15.8","MQTT","71","1883","1","55683","Subscribe Ack (id=1)"
"560","24.335831060","130.185.238.170","192.168.15.8","MQTT","90","1883","2","55683","Publish Message [devices-14], Publish Ack (id=2)"
"574","25.107647051","192.168.15.8","130.185.238.170","MQTT","90","51311","","1883","Connect Command"
"576","25.183556219","130.185.238.170","192.168.15.8","MQTT","70","1883","","51311","Connect Ack"
"577","25.183592562","192.168.15.8","130.185.238.170","MQTT","105","51311","1,2","1883","Subscribe Request (id=1) [devices-15], Publish Message (id=2) [devices-15]"
"579","25.258780459","130.185.238.170","192.168.15.8","MQTT","71","1883","1","51311","Subscribe Ack (id=1)"
"584","25.334952791","130.185.238.170","192.168.15.8","MQTT","90","1883","2","51311","Publish Message [devices-15], Publish Ack (id=2)"
"588","25.746742243","192.168.15.8","130.185.238.170","MQTT","88","43947","4","1883","Publish Message (id=4) [devices-10]"
"589","25.826907006","130.185.238.170","192.168.15.8","MQTT","86","1883","","43947","Publish Message [devices-10]"
"591","25.906632070","130.185.238.170","192.168.15.8","MQTT","70","1883","4","43947","Publish Ack (id=4)"
"593","25.942624869","192.168.15.8","130.185.238.170","MQTT","87","35699","5","1883","Publish Message (id=5) [devices-5]"
"594","26.025362354","130.185.238.170","192.168.15.8","MQTT","85","1883","","35699","Publish Message [devices-5]"
"600","26.105491595","130.185.238.170","192.168.15.8","MQTT","70","1883","5","35699","Publish Ack (id=5)"
"605","26.113367851","192.168.15.8","130.185.238.170","MQTT","90","36417","","1883","Connect Command"
"608","26.197354999","130.185.238.170","192.168.15.8","MQTT","70","1883","","36417","Connect Ack"
"609","26.197393606","192.168.15.8","130.185.238.170","MQTT","105","36417","1,2","1883","Subscribe Request (id=1) [devices-16], Publish Message (id=2) [devices-16]"
"611","26.234237268","192.168.15.8","130.185.238.170","MQTT","88","40245","3","1883","Publish Message (id=3) [devices-13]"
"612","26.249760314","192.168.15.8","130.185.238.170","MQTT","87","38795","5","1883","Publish Message (id=5) [devices-9]"
"616","26.279749331","130.185.238.170","192.168.15.8","MQTT","71","1883","1","36417","Subscribe Ack (id=1)"
"618","26.315814816","130.185.238.170","192.168.15.8","MQTT","86","1883","","40245","Publish Message [devices-13]"
"620","26.327374993","130.185.238.170","192.168.15.8","MQTT","85","1883","","38795","Publish Message [devices-9]"
"623","26.359517062","130.185.238.170","192.168.15.8","MQTT","90","1883","2","36417","Publish Message [devices-16], Publish Ack (id=2)"
"625","26.395762009","130.185.238.170","192.168.15.8","MQTT","70","1883","3","40245","Publish Ack (id=3)"
"628","26.403159264","130.185.238.170","192.168.15.8","MQTT","70","1883","5","38795","Publish Ack (id=5)"
"630","26.786444648","192.168.15.8","130.185.238.170","MQTT","88","57205","3","1883","Publish Message (id=3) [devices-11]"
"631","26.864931471","130.185.238.170","192.168.15.8","MQTT","86","1883","","57205","Publish Message [devices-11]"
"633","26.940776022","130.185.238.170","192.168.15.8","MQTT","70","1883","3","57205","Publish Ack (id=3)"
"636","27.042116844","192.168.15.8","130.185.238.170","MQTT","87","47491","5","1883","Publish Message (id=5) [devices-2]"
"637","27.043638545","192.168.15.8","130.185.238.170","MQTT","88","43947","5","1883","Publish Message (id=5) [devices-10]"
"640","27.109674424","192.168.15.8","130.185.238.170","MQTT","90","54087","","1883","Connect Command"
"643","27.122765864","130.185.238.170","192.168.15.8","MQTT","86","1883","","43947","Publish Message [devices-10]"
"645","27.124598001","130.185.238.170","192.168.15.8","MQTT","85","1883","","47491","Publish Message [devices-2]"
"651","27.189566111","130.185.238.170","192.168.15.8","MQTT","70","1883","","54087","Connect Ack"
"652","27.189601525","192.168.15.8","130.185.238.170","MQTT","105","54087","1,2","1883","Subscribe Request (id=1) [devices-17], Publish Message (id=2) [devices-17]"
"656","27.202437153","130.185.238.170","192.168.15.8","MQTT","70","1883","5","43947","Publish Ack (id=5)"
"658","27.204624617","130.185.238.170","192.168.15.8","MQTT","70","1883","5","47491","Publish Ack (id=5)"
"660","27.208407240","192.168.15.8","130.185.238.170","MQTT","88","44171","3","1883","Publish Message (id=3) [devices-12]"
"663","27.268400966","130.185.238.170","192.168.15.8","MQTT","71","1883","1","54087","Subscribe Ack (id=1)"
"666","27.282619196","130.185.238.170","192.168.15.8","MQTT","86","1883","","44171","Publish Message [devices-12]"
"668","27.304450886","192.168.15.8","130.185.238.170","MQTT","87","45027","5","1883","Publish Message (id=5) [devices-3]"
"669","27.344533162","130.185.238.170","192.168.15.8","MQTT","90","1883","2","54087","Publish Message [devices-17], Publish Ack (id=2)"
"672","27.358596457","130.185.238.170","192.168.15.8","MQTT","70","1883","3","44171","Publish Ack (id=3)"
"674","27.384584041","130.185.238.170","192.168.15.8","MQTT","85","1883","","45027","Publish Message [devices-3]"
"677","27.464417977","130.185.238.170","192.168.15.8","MQTT","70","1883","5","45027","Publish Ack (id=5)"
"679","27.487342352","192.168.15.8","130.185.238.170","MQTT","87","49673","5","1883","Publish Message (id=5) [devices-7]"
"680","27.563898018","130.185.238.170","192.168.15.8","MQTT","85","1883","","49673","Publish Message [devices-7]"
"682","27.570638259","192.168.15.8","130.185.238.170","MQTT","87","35631","6","1883","Publish Message (id=6) [devices-6]"
"683","27.574289760","192.168.15.8","130.185.238.170","MQTT","87","44381","5","1883","Publish Message (id=5) [devices-4]"
"684","27.593747478","192.168.15.8","130.185.238.170","MQTT","87","35699","6","1883","Publish Message (id=6) [devices-5]"
"685","27.639858545","130.185.238.170","192.168.15.8","MQTT","70","1883","5","49673","Publish Ack (id=5)"
"687","27.651541474","130.185.238.170","192.168.15.8","MQTT","85","1883","","35631","Publish Message [devices-6]"
"689","27.651956485","130.185.238.170","192.168.15.8","MQTT","85","1883","","44381","Publish Message [devices-4]"
"691","27.677447450","130.185.238.170","192.168.15.8","MQTT","85","1883","","35699","Publish Message [devices-5]"
"693","27.694651413","192.168.15.8","130.185.238.170","MQTT","87","58781","7","1883","Publish Message (id=7) [devices-1]"
"694","27.727896557","130.185.238.170","192.168.15.8","MQTT","70","1883","5","44381","Publish Ack (id=5)"
"696","27.731367881","130.185.238.170","192.168.15.8","MQTT","70","1883","6","35631","Publish Ack (id=6)"
"698","27.761305194","130.185.238.170","192.168.15.8","MQTT","70","1883","6","35699","Publish Ack (id=6)"
"700","27.772029906","130.185.238.170","192.168.15.8","MQTT","85","1883","","58781","Publish Message [devices-1]"
"702","27.847225896","130.185.238.170","192.168.15.8","MQTT","70","1883","7","58781","Publish Ack (id=7)"
"707","28.109059213","192.168.15.8","130.185.238.170","MQTT","90","55395","","1883","Connect Command"
"709","28.185038868","130.185.238.170","192.168.15.8","MQTT","70","1883","","55395","Connect Ack"
"710","28.185075140","192.168.15.8","130.185.238.170","MQTT","105","55395","1,2","1883","Subscribe Request (id=1) [devices-18], Publish Message (id=2) [devices-18]"
"712","28.260816892","130.185.238.170","192.168.15.8","MQTT","71","1883","1","55395","Subscribe Ack (id=1)"
"721","28.328019931","192.168.15.8","130.185.238.170","MQTT","87","39113","5","1883","Publish Message (id=5) [devices-8]"
"723","28.336397336","130.185.238.170","192.168.15.8","MQTT","90","1883","2","55395","Publish Message [devices-18], Publish Ack (id=2)"
"729","28.407783583","130.185.238.170","192.168.15.8","MQTT","85","1883","","39113","Publish Message [devices-8]"
"732","28.487662871","130.185.238.170","192.168.15.8","MQTT","70","1883","5","39113","Publish Ack (id=5)"
"736","28.773259339","192.168.15.8","130.185.238.170","MQTT","87","49673","6","1883","Publish Message (id=6) [devices-7]"
"739","28.847917721","130.185.238.170","192.168.15.8","MQTT","85","1883","","49673","Publish Message [devices-7]"
"741","28.895829469","192.168.15.8","130.185.238.170","MQTT","87","45027","6","1883","Publish Message (id=6) [devices-3]"
"742","28.925575161","130.185.238.170","192.168.15.8","MQTT","70","1883","6","49673","Publish Ack (id=6)"
"746","28.976487697","130.185.238.170","192.168.15.8","MQTT","85","1883","","45027","Publish Message [devices-3]"
"748","29.009243419","192.168.15.8","130.185.238.170","MQTT","87","35631","7","1883","Publish Message (id=7) [devices-6]"
"750","29.060033319","130.185.238.170","192.168.15.8","MQTT","70","1883","6","45027","Publish Ack (id=6)"
"752","29.087685601","130.185.238.170","192.168.15.8","MQTT","85","1883","","35631","Publish Message [devices-6]"
"756","29.116780416","192.168.15.8","130.185.238.170","MQTT","90","35209","","1883","Connect Command"
"759","29.155698316","192.168.15.8","130.185.238.170","MQTT","87","38795","6","1883","Publish Message (id=6) [devices-9]"
"760","29.167509065","130.185.238.170","192.168.15.8","MQTT","70","1883","7","35631","Publish Ack (id=7)"
"763","29.198613826","130.185.238.170","192.168.15.8","MQTT","70","1883","","35209","Connect Ack"
"764","29.198649051","192.168.15.8","130.185.238.170","MQTT","105","35209","1,2","1883","Subscribe Request (id=1) [devices-19], Publish Message (id=2) [devices-19]"
"766","29.231407927","130.185.238.170","192.168.15.8","MQTT","85","1883","","38795","Publish Message [devices-9]"
"768","29.257125066","192.168.15.8","130.185.238.170","MQTT","88","51311","3","1883","Publish Message (id=3) [devices-15]"
"772","29.280277615","130.185.238.170","192.168.15.8","MQTT","71","1883","1","35209","Subscribe Ack (id=1)"
"774","29.307339075","130.185.238.170","192.168.15.8","MQTT","70","1883","6","38795","Publish Ack (id=6)"
"776","29.328173527","192.168.15.8","130.185.238.170","MQTT","88","36417","3","1883","Publish Message (id=3) [devices-16]"
"777","29.330966364","130.185.238.170","192.168.15.8","MQTT","86","1883","","51311","Publish Message [devices-15]"
"780","29.358152512","192.168.15.8","130.185.238.170","MQTT","88","55683","3","1883","Publish Message (id=3) [devices-14]"
"782","29.360057538","130.185.238.170","192.168.15.8","MQTT","90","1883","2","35209","Publish Message [devices-19], Publish Ack (id=2)"
"785","29.406801867","130.185.238.170","192.168.15.8","MQTT","70","1883","3","51311","Publish Ack (id=3)"
"787","29.407373573","130.185.238.170","192.168.15.8","MQTT","86","1883","","36417","Publish Message [devices-16]"
"789","29.436953012","130.185.238.170","192.168.15.8","MQTT","86","1883","","55683","Publish Message [devices-14]"
"791","29.487617367","130.185.238.170","192.168.15.8","MQTT","70","1883","3","36417","Publish Ack (id=3)"
"795","29.511885332","130.185.238.170","192.168.15.8","MQTT","70","1883","3","55683","Publish Ack (id=3)"
"798","29.633901724","192.168.15.8","130.185.238.170","MQTT","88","55395","3","1883","Publish Message (id=3) [devices-18]"
"799","29.712306021","130.185.238.170","192.168.15.8","MQTT","86","1883","","55395","Publish Message [devices-18]"
"801","29.788456221","130.185.238.170","192.168.15.8","MQTT","70","1883","3","55395","Publish Ack (id=3)"
"804","29.930866717","192.168.15.8","130.185.238.170","MQTT","88","40245","4","1883","Publish Message (id=4) [devices-13]"
"805","30.011869117","130.185.238.170","192.168.15.8","MQTT","86","1883","","40245","Publish Message [devices-13]"
"810","30.091730320","130.185.238.170","192.168.15.8","MQTT","70","1883","4","40245","Publish Ack (id=4)"
"814","30.113419584","192.168.15.8","130.185.238.170","MQTT","90","58841","","1883","Connect Command"
"815","30.177786773","192.168.15.8","130.185.238.170","MQTT","88","57205","4","1883","Publish Message (id=4) [devices-11]"
"817","30.193103309","130.185.238.170","192.168.15.8","MQTT","70","1883","","58841","Connect Ack"
"818","30.193139041","192.168.15.8","130.185.238.170","MQTT","105","58841","1,2","1883","Subscribe Request (id=1) [devices-20], Publish Message (id=2) [devices-20]"
"820","30.201872614","192.168.15.8","130.185.238.170","MQTT","87","58781","8","1883","Publish Message (id=8) [devices-1]"
"821","30.257017894","130.185.238.170","192.168.15.8","MQTT","86","1883","","57205","Publish Message [devices-11]"
"823","30.270516309","130.185.238.170","192.168.15.8","MQTT","71","1883","1","58841","Subscribe Ack (id=1)"
"828","30.279451474","130.185.238.170","192.168.15.8","MQTT","85","1883","","58781","Publish Message [devices-1]"
"830","30.333014824","130.185.238.170","192.168.15.8","MQTT","70","1883","4","57205","Publish Ack (id=4)"
"832","30.348385669","130.185.238.170","192.168.15.8","MQTT","90","1883","2","58841","Publish Message [devices-20], Publish Ack (id=2)"
"834","30.355104797","130.185.238.170","192.168.15.8","MQTT","70","1883","8","58781","Publish Ack (id=8)"
"839","30.608635499","192.168.15.8","130.185.238.170","MQTT","87","44381","6","1883","Publish Message (id=6) [devices-4]"
"840","30.684357381","130.185.238.170","192.168.15.8","MQTT","85","1883","","44381","Publish Message [devices-4]"
"842","30.760026620","130.185.238.170","192.168.15.8","MQTT","70","1883","6","44381","Publish Ack (id=6)"
"844","30.860819797","192.168.15.8","130.185.238.170","MQTT","88","55395","4","1883","Publish Message (id=4) [devices-18]"
"845","30.893543880","192.168.15.8","130.185.238.170","MQTT","88","36417","4","1883","Publish Message (id=4) [devices-16]"
