Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
Round Trip Time,devices-6666a102-3c15-4593-8e43-29da54ecaf5d,199,0,24,24.029441537671268,21.525969999856898,36.03237000061199,256.0,0.27023818699275104,0.0,24,24,25,25,26,26,27,31,36,36,36
latência,devices-6666a102-3c15-4593-8e43-29da54ecaf5d,199,0,12,12.362864824084243,10.030018000179552,24.397664999924018,256.0,0.27023818699275104,0.0,12,13,13,13,14,14,15,17,24,24,24
Round Trip Time,devices-701f10f1-66bb-4698-a97d-375e124239a6,199,0,24,23.92652935173627,21.126556000126584,69.479534000493,256.0,0.27023818699275104,0.0,24,24,25,25,25,25,30,36,69,69,69
latência,devices-701f10f1-66bb-4698-a97d-375e124239a6,199,0,12,12.037039010022056,9.630954000385827,24.50891300031799,256.0,0.27023818699275104,0.0,12,13,13,13,14,14,14,18,25,25,25
Round Trip Time,devices-8952d681-da58-4a00-973c-951f3ae4bedd,199,0,24,23.74203369352051,21.456995000335155,36.004597999635735,256.0,0.27023818699275104,0.0,24,24,25,25,25,26,26,26,36,36,36
latência,devices-8952d681-da58-4a00-973c-951f3ae4bedd,199,0,12,12.102003567862317,10.035738999249588,24.135564000062004,256.0,0.27023818699275104,0.0,12,13,13,13,14,14,14,15,24,24,24
Round Trip Time,devices-8bd0e222-d45b-416e-b826-e9e7529bf76e,199,0,23,23.462235623106725,20.997056999476627,36.368631000186724,256.0,0.27023818699275104,0.0,23,24,24,25,25,25,26,27,36,36,36
latência,devices-8bd0e222-d45b-416e-b826-e9e7529bf76e,199,0,12,11.812843814057752,9.560645000419754,25.173027999699116,256.0,0.27023818699275104,0.0,12,12,13,13,13,14,14,16,25,25,25
Round Trip Time,devices-a2a7d957-7a48-4a1e-9941-22ba5af231e4,199,0,24,23.816237849251277,21.409957999821927,36.38575200056948,256.0,0.27023818699275104,0.0,24,24,25,25,25,26,26,26,36,36,36
latência,devices-a2a7d957-7a48-4a1e-9941-22ba5af231e4,199,0,12,12.116516788917387,9.791125999981887,24.391122000452015,256.0,0.27023818699275104,0.0,12,13,13,13,14,14,14,14,24,24,24
Round Trip Time,devices-a996a1c2-8a0c-4cfb-99b7-2a36f1efa713,199,0,23,23.73237688948736,21.20951300003071,63.49730399961118,256.0,0.27023818699275104,0.0,23,24,25,25,25,25,26,36,63,63,63
latência,devices-a996a1c2-8a0c-4cfb-99b7-2a36f1efa713,199,0,12,11.874984728646309,9.697288000097615,24.309440000251925,256.0,0.27023818699275104,0.0,12,12,13,13,14,14,14,15,24,24,24
Round Trip Time,devices-ad5538cd-dbc2-4c7c-996e-da11fddaf230,199,0,25,24.738061015071725,22.21006799936731,67.69072199949733,256.0,0.27023818699275104,0.0,25,25,25,26,26,26,28,37,68,68,68
latência,devices-ad5538cd-dbc2-4c7c-996e-da11fddaf230,199,0,13,12.83376173870608,10.689284000363841,23.963790999914636,256.0,0.27023818699275104,0.0,13,13,14,14,14,15,15,24,24,24,24
Round Trip Time,devices-bdfe31c6-ff82-4f8f-8ce4-d1e90dd15f01,199,0,24,24.410234763829852,22.092662999966706,35.5856030000723,256.0,0.27023818699275104,0.0,24,25,25,26,26,26,28,32,36,36,36
latência,devices-bdfe31c6-ff82-4f8f-8ce4-d1e90dd15f01,199,0,13,12.722713366864484,10.599787000501237,23.76523000020825,256.0,0.27023818699275104,0.0,13,13,14,14,14,15,15,17,24,24,24
Round Trip Time,devices-cb39e3cb-d687-4656-ba9f-3f40f6533a9f,199,0,24,23.9894778492294,21.53152000028058,62.114659999679134,256.0,0.27023818699275104,0.0,24,24,25,25,25,26,27,35,62,62,62
latência,devices-cb39e3cb-d687-4656-ba9f-3f40f6533a9f,199,0,12,12.116126753750708,9.96798999949533,23.32369200030371,256.0,0.27023818699275104,0.0,12,13,13,13,14,14,15,15,23,23,23
Round Trip Time,devices-ccd2a504-87ed-40b9-bdca-fec119ef77c4,199,0,24,24.0436504723746,21.803696999995736,40.00412999994296,256.0,0.27023818699275104,0.0,24,25,25,25,26,26,27,36,40,40,40
latência,devices-ccd2a504-87ed-40b9-bdca-fec119ef77c4,199,0,12,12.356627336711467,9.994200000619458,24.17944599983457,256.0,0.27023818699275104,0.0,12,13,13,14,14,14,15,22,24,24,24
Round Trip Time,devices-ec1bef3a-9531-44e5-bd99-0e7620408571,199,0,24,24.231822497432088,21.41029399990657,66.57142299991392,256.0,0.27023818699275104,0.0,24,25,25,25,26,26,27,36,67,67,67
latência,devices-ec1bef3a-9531-44e5-bd99-0e7620408571,199,0,12,12.343691517581926,10.019640999416879,24.380081000344944,256.0,0.27023818699275104,0.0,12,13,13,13,14,14,14,19,24,24,24
Round Trip Time,devices-f42e5a3a-5d4f-4956-bb58-763b73646f9e,199,0,24,23.836254768811795,21.47188700018887,35.36046000044735,256.0,0.27023818699275104,0.0,24,24,25,25,25,25,26,35,35,35,35
latência,devices-f42e5a3a-5d4f-4956-bb58-763b73646f9e,199,0,12,12.120658844221579,9.80064899977151,24.1911169996456,256.0,0.27023818699275104,0.0,12,13,13,13,14,14,14,19,24,24,24
,Aggregated,7960,0,21,18.070968611176287,9.519330000330228,69.479534000493,256.0,10.809527479710042,0.0,21,23,24,24,25,25,26,26,40,69,69
