Time_publish,Time_ack,Size_Payload,RTT
45.320299873,45.352267581,246.0,31.967707999996264
50.984157378,51.01637927,246.0,32.22189200000258
56.246715532,56.276583123,246.0,29.867590999998583
57.585797914,57.616545699,246.0,30.747785000002636
59.050394366,59.080730916,246.0,30.33655000000124
60.646319213,60.67666969,246.0,30.350476999998932
63.442345568,63.473007511,246.0,30.66194299999836
66.859726551,66.89299562,246.0,33.26906899999926
68.921361916,68.953151636,246.0,31.789720000006128
71.179358115,71.213132144,246.0,33.77402899999993
74.773403315,74.805460938,246.0,32.057623000000035
75.881174884,75.913414719,246.0,32.23983499999861
80.265413695,80.297668906,246.0,32.255210999991846
82.921387432,82.953376613,246.0,31.989181000000144
88.117440365,88.149539476,246.0,32.09911100000795
90.54851496,90.581576697,246.0,33.06173699999704
94.521280795,94.553672925,246.0,32.39213000000518
97.187758651,97.217986744,246.0,30.228093000005174
102.264628516,102.297860226,246.0,33.23170999999547
106.143606009,106.173935513,246.0,30.329504000008
110.989007774,111.02206838,246.0,33.060605999992276
116.68922289,116.722188346,246.0,32.96545599999945
119.90768698,119.938188944,246.0,30.501964000009707
125.603124989,125.63435742,246.0,31.2324310000065
128.944992509,128.974510178,246.0,29.517669000000524
134.174948299,134.206491145,246.0,31.542846000007785
135.769446168,135.802626456,246.0,33.18028800001116
139.88129551,139.914656634,246.0,33.36112400000957
141.791639478,141.82286697,246.0,31.2274919999993
143.663939039,143.694930928,246.0,30.991888999977846
145.464243644,145.494832688,246.0,30.589044000009835
150.947974406,150.979150561,246.0,31.176155000025574
154.94241813,154.975344403,246.0,32.92627300001527
158.047342368,158.079258349,246.0,31.915981000025795
163.975471098,164.007556245,246.0,32.08514699997522
167.65806774,167.691566157,246.0,33.49841700000411
173.31790537,173.347626002,246.0,29.720631999992975
175.295473831,175.3253293,246.0,29.85546899998326
179.194652027,179.225467322,246.0,30.815294999996468
181.167110958,181.197494266,246.0,30.383308000011766
183.989442209,184.021523238,246.0,32.081028999982664
187.411887295,187.443284242,246.0,31.396946999990405
192.381327581,192.413594026,246.0,32.26644500000475
197.272153333,197.302058777,246.0,29.90544400000772
200.564352718,200.598075542,246.0,33.72282399999449
202.588530411,202.61822733,246.0,29.69691900000271
204.988818633,205.022453055,246.0,33.63442200000577
206.495026912,206.52623642,246.0,31.20950800001765
211.565602353,211.595801163,246.0,30.198810000001686
214.111444021,214.143838211,246.0,32.394189999990886
220.003218318,220.035397496,246.0,32.179178000006914
223.0757947,223.107206499,246.0,31.411799000011342
226.962933134,226.992819323,246.0,29.88618899999551
228.303287829,228.336886865,246.0,33.59903599999825
231.396742545,231.428785958,246.0,32.04341299999669
234.706344282,234.736846732,246.0,30.50245000000018
237.911035477,237.941830481,246.0,30.795003999998016
242.019121596,242.052043583,246.0,32.92198700000881
246.174392539,246.204142758,246.0,29.750218999993194
249.429403938,249.460401186,246.0,30.997248000005584
251.469448742,251.500638276,246.0,31.189533999992136
254.943785118,254.975730922,246.0,31.94580400000291
258.305616276,258.339180817,246.0,33.564540999975634
259.956090837,259.98716148,246.0,31.070643000020937
262.869822944,262.903141339,246.0,33.31839499998068
263.911540094,263.943249162,246.0,31.709067999997842
265.533633909,265.563318708,246.0,29.684798999994655
266.96097768,266.99122908,246.0,30.251399999997375
270.571684906,270.603331434,246.0,31.64652800001022
271.914972027,271.947474059,246.0,32.50203200002488
275.236702586,275.267513364,246.0,30.810778000045502
279.231509455,279.263526697,246.0,32.017241999994894
281.26994738,281.299575324,246.0,29.627943999969375
284.025534748,284.055850375,246.0,30.31562699999313
285.989116525,286.019614654,246.0,30.4981290000228
288.658777282,288.691790318,246.0,33.01303599999983
291.550552045,291.583970336,246.0,33.4182909999754
292.585813268,292.616023411,246.0,30.21014300003344
297.306096455,297.337962674,246.0,31.86621899999409
301.555559117,301.58895318,246.0,33.394063000002916
305.915442661,305.946008974,246.0,30.56631300000845
307.739179716,307.769960551,246.0,30.780834999973194
312.241055545,312.270869991,246.0,29.814445999988948
314.992791669,315.023606317,246.0,30.81464799998912
318.173995813,318.203719514,246.0,29.723701000023084
320.36839386,320.399723721,246.0,31.3298609999606
322.777754156,322.807662242,246.0,29.90808599997763
325.251227733,325.281501452,246.0,30.273718999978882
327.061424105,327.093679248,246.0,32.25514299998622
329.075933364,329.105711484,246.0,29.778120000003128
331.425680081,331.674667578,246.0,248.9874970000301
332.832468933,332.866691056,246.0,34.22212300000638
335.303512877,335.333971371,246.0,30.458494000015435
338.444148484,338.474779297,246.0,30.630813000016133
339.978396692,340.009802669,246.0,31.405977000019902
342.309166194,342.341304407,246.0,32.138212999996085
346.082503478,346.113780996,246.0,31.27751800002443
349.566662531,349.598892579,246.0,32.230047999973976
354.881162587,354.915059502,246.0,33.896915000013905
357.787716308,357.818677145,246.0,30.960837000009178
362.745426128,362.777976236,246.0,32.550107999952616
363.929963749,363.962283893,246.0,32.320143999982065
366.036144091,366.070020878,246.0,33.876786999996966
368.924535633,368.958369958,246.0,33.83432499998662
374.246314088,374.278257922,246.0,31.943834000003335
379.479606523,379.514163128,246.0,34.556605000034324
381.132001946,381.166127912,246.0,34.125965999976415
384.797109146,384.830213538,246.0,33.10439199998427
388.75259032,388.785577739,246.0,32.987418999994134
390.85996447,390.894055216,246.0,34.090746000003946
393.877665346,393.910310081,246.0,32.644734999962566
396.494144677,396.526502134,246.0,32.357456999989154
399.978485965,400.009914232,246.0,31.42826700002388
405.233845618,405.266377829,246.0,32.53221100004566
407.605126681,407.638613368,246.0,33.4866869999928
408.947925745,408.97757022,246.0,29.644474999997783
412.407711876,412.662915099,246.0,255.20322299996678
418.135275817,418.167383864,246.0,32.108047000008355
421.917819254,421.951306795,246.0,33.48754099999951
425.167472048,425.199619512,246.0,32.14746400004742
427.525999776,427.559678069,246.0,33.67829299997993
433.282126931,433.315761772,246.0,33.63484099998004
437.844479984,437.87556799,246.0,31.088006000004498
438.967815736,438.999478835,246.0,31.663099000013517
443.796514372,443.828877517,246.0,32.363145000033455
446.092798821,446.125019924,246.0,32.22110300004033
447.414826457,447.446586288,246.0,31.759830999988026
450.968492868,451.00268396,246.0,34.19109200001458
454.935702421,454.966748038,246.0,31.045617000017955
460.466862195,460.49887307,246.0,32.01087500002586
465.176982234,465.210901013,246.0,33.91877900003237
466.468805192,466.739013266,246.0,270.2080739999815
472.169194163,472.202941507,246.0,33.74734400000534
473.948582011,473.982901683,246.0,34.319672000037826
478.585253389,478.619582243,246.0,34.32885400002306
483.826780116,483.859658085,246.0,32.8779689999692
486.789010994,486.819781328,246.0,30.770333999953436
488.26088645,488.515704729,246.0,254.81827900000553
493.702817085,493.734139769,246.0,31.32268400003113
497.084499929,497.320168855,246.0,235.66892600001665
498.914936004,498.946203872,246.0,31.267867999986265
504.337831864,504.370123295,246.0,32.291430999976
506.788228201,507.04605039,246.0,257.8221890000236
509.562596648,509.594038799,246.0,31.442150999964724
513.426086198,513.458256438,246.0,32.17024000002766
516.933709554,516.966232795,246.0,32.52324100003534
521.833585177,522.090371749,246.0,256.78657200001
523.799426907,523.830379439,246.0,30.9525320000148
525.087795803,525.122478392,246.0,34.6825889999991
530.790785294,530.822420041,246.0,31.634746999998242
532.323851942,532.358274684,246.0,34.42274199994699
537.539535682,537.57046517,246.0,30.92948800008344
538.737263021,538.77029335,246.0,33.030328999984704
543.355139387,543.386440417,246.0,31.301030000008723
546.360171616,546.394492071,246.0,34.32045499994274
547.523296188,547.554535779,246.0,31.239591000030487
552.111073938,552.142541109,246.0,31.467171000031158
556.437241994,556.470660239,246.0,33.41824500000712
558.829244848,558.862691495,246.0,33.446647000005214
560.569953118,560.602696975,246.0,32.74385700001403
563.9391455,564.190684583,246.0,251.5390830000115
569.551571117,569.582808321,246.0,31.23720400003549
570.969018189,571.002843733,246.0,33.825543999910224
573.277303762,573.310915439,246.0,33.611677000067175
577.32285326,577.354876437,246.0,32.02317700004187
579.930239844,579.962783773,246.0,32.54392899998493
583.994911568,584.02692927,246.0,32.0177019999619
588.676987981,588.710962726,246.0,33.97474500002318
594.030765202,594.06330279,246.0,32.53758799996831
597.455264329,597.487071992,246.0,31.807662999995046
602.406406303,602.439171119,246.0,32.764815999939856
607.882045503,607.915167479,246.0,33.12197600007494
610.883971279,610.915185706,246.0,31.214427000008982
616.138423455,616.171691633,246.0,33.2681780000712
621.847967013,621.879675924,246.0,31.70891100000972
622.989677019,623.023327131,246.0,33.65011199991841
626.942689679,626.975432609,246.0,32.74293000004036
628.250975925,628.282521667,246.0,31.545741999934762
632.198341497,632.231415173,246.0,33.07367599995814
636.281924651,636.314123417,246.0,32.19876599996496
641.844217725,641.874531262,246.0,30.313536999983626
646.830321886,646.862726586,246.0,32.40470000002915
651.82794679,651.858979711,246.0,31.0329209999054
656.195699734,656.226963129,246.0,31.263394999996308
657.346781477,657.378915704,246.0,32.13422699991497
658.495809477,658.526792733,246.0,30.98325600001317
660.765656794,660.798784695,246.0,33.12790099994345
666.400053347,666.430822817,246.0,30.769469999995636
670.575463086,670.60688024,246.0,31.417153999996117
675.204506451,675.237856745,246.0,33.35029400000167
680.691150075,680.724924568,246.0,33.7744930000099
683.793323833,683.824820672,246.0,31.496838999942156
689.703190903,689.732800505,246.0,29.609602000050472
691.584335266,691.616696684,246.0,32.36141799993675
696.819339141,696.852775986,246.0,33.436844999982895
702.58845264,702.620818579,246.0,32.36593899998752
707.702206845,707.733165466,246.0,30.958620999967934
709.466068779,709.497222698,246.0,31.153918999962116
714.549919537,714.580042936,246.0,30.12339899999006
,43.668186312,,
,43.684124497,,
47.114845566,47.149619481,246.0,34.773915000002376
51.549609705,51.581636831,246.0,32.027125999995576
57.463864792,57.49772526,246.0,33.86046800000031
58.79124951,58.825953428,246.0,34.70391799999817
63.930224865,63.962124338,246.0,31.899473000002843
66.689167811,66.722322734,246.0,33.15492299999789
72.24939162,72.282328562,246.0,32.9369420000063
74.0729547,74.106542636,246.0,33.58793600000354
78.62821967,78.662552923,246.0,34.333253000014
82.091020713,82.122579801,246.0,31.559087999994517
83.224671864,83.258677942,246.0,34.006078000004436
85.984016697,86.018692199,246.0,34.675501999998914
87.349442658,87.382879821,246.0,33.4371630000021
92.693758061,92.726899125,246.0,33.14106400000583
97.669424727,97.70319214,246.0,33.76741299999253
100.214344944,100.247309932,246.0,32.96498799998915
103.239993286,103.271158332,246.0,31.165045999998142
108.320756913,108.355347921,246.0,34.591008000006696
113.288611982,113.319435855,246.0,30.823872999988566
117.105285062,117.139752564,246.0,34.46750200001247
123.015763612,123.047611325,246.0,31.847713000004774
124.443998299,124.475647798,246.0,31.649498999996695
