"No.","Time","Source","Destination","Protocol","Length","Source Port","Message Identifier","Destination Port","Info"
"2404","121.236644927","130.185.238.170","192.168.15.8","MQTT","70","1883","32","45035","Publish Ack (id=32)"
"2406","121.254366775","130.185.238.170","192.168.15.8","MQTT","336","1883","","58693","Publish Message [devices-2]"
"2411","121.330181183","130.185.238.170","192.168.15.8","MQTT","70","1883","31","58693","Publish Ack (id=31)"
"2420","122.031921969","192.168.15.8","130.185.238.170","MQTT","338","55897","31","1883","Publish Message (id=31) [devices-1]"
"2421","122.111587757","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"2423","122.192749821","130.185.238.170","192.168.15.8","MQTT","70","1883","31","55897","Publish Ack (id=31)"
"2432","122.673295814","192.168.15.8","130.185.238.170","MQTT","338","55567","29","1883","Publish Message (id=29) [devices-5]"
"2433","122.748741895","130.185.238.170","192.168.15.8","MQTT","336","1883","","55567","Publish Message [devices-5]"
"2436","122.824679375","130.185.238.170","192.168.15.8","MQTT","70","1883","29","55567","Publish Ack (id=29)"
"2450","123.681159800","192.168.15.8","130.185.238.170","MQTT","338","55897","32","1883","Publish Message (id=32) [devices-1]"
"2453","123.759756611","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"2455","123.839661904","130.185.238.170","192.168.15.8","MQTT","70","1883","32","55897","Publish Ack (id=32)"
"2457","124.437111977","192.168.15.8","130.185.238.170","MQTT","338","58693","32","1883","Publish Message (id=32) [devices-2]"
"2458","124.510369471","130.185.238.170","192.168.15.8","MQTT","336","1883","","58693","Publish Message [devices-2]"
"2465","124.586158575","130.185.238.170","192.168.15.8","MQTT","70","1883","32","58693","Publish Ack (id=32)"
"2467","124.766524430","192.168.15.8","130.185.238.170","MQTT","338","59943","34","1883","Publish Message (id=34) [devices-4]"
"2472","125.414427776","192.168.15.8","130.185.238.170","MQTT","338","55567","30","1883","Publish Message (id=30) [devices-5]"
"2476","125.449742777","192.168.15.8","130.185.238.170","MQTT","338","45035","33","1883","Publish Message (id=33) [devices-3]"
"2477","125.493876052","130.185.238.170","192.168.15.8","MQTT","336","1883","","55567","Publish Message [devices-5]"
"2479","125.530059910","130.185.238.170","192.168.15.8","MQTT","336","1883","","45035","Publish Message [devices-3]"
"2481","125.573749726","130.185.238.170","192.168.15.8","MQTT","70","1883","30","55567","Publish Ack (id=30)"
"2488","125.609728807","130.185.238.170","192.168.15.8","MQTT","70","1883","33","45035","Publish Ack (id=33)"
"2494","126.666302663","192.168.15.8","130.185.238.170","MQTT","338","58693","33","1883","Publish Message (id=33) [devices-2]"
"2498","126.745314271","130.185.238.170","192.168.15.8","MQTT","336","1883","","58693","Publish Message [devices-2]"
"2500","126.821404697","130.185.238.170","192.168.15.8","MQTT","70","1883","33","58693","Publish Ack (id=33)"
"2504","127.407631522","192.168.15.8","130.185.238.170","MQTT","338","45035","34","1883","Publish Message (id=34) [devices-3]"
"2505","127.487746847","130.185.238.170","192.168.15.8","MQTT","336","1883","","45035","Publish Message [devices-3]"
"2507","127.568419935","130.185.238.170","192.168.15.8","MQTT","70","1883","34","45035","Publish Ack (id=34)"
"2521","128.017553336","192.168.15.8","130.185.238.170","MQTT","338","55567","31","1883","Publish Message (id=31) [devices-5]"
"2523","128.095930442","130.185.238.170","192.168.15.8","MQTT","336","1883","","55567","Publish Message [devices-5]"
"2525","128.175515642","130.185.238.170","192.168.15.8","MQTT","70","1883","31","55567","Publish Ack (id=31)"
"2527","128.619540399","192.168.15.8","130.185.238.170","MQTT","338","55897","33","1883","Publish Message (id=33) [devices-1]"
"2529","128.702641050","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"2531","128.704218642","192.168.15.8","130.185.238.170","MQTT","338","59943","35","1883","Publish Message (id=35) [devices-4]"
"2536","128.784140941","130.185.238.170","192.168.15.8","MQTT","336","1883","","59943","Publish Message [devices-4]"
"2539","128.789328634","130.185.238.170","192.168.15.8","MQTT","70","1883","33","55897","Publish Ack (id=33)"
"2546","128.863645684","130.185.238.170","192.168.15.8","MQTT","70","1883","35","59943","Publish Ack (id=35)"
"2563","130.021186318","192.168.15.8","130.185.238.170","MQTT","338","55567","32","1883","Publish Message (id=32) [devices-5]"
"2564","130.099689839","130.185.238.170","192.168.15.8","MQTT","336","1883","","55567","Publish Message [devices-5]"
"2566","130.179633815","130.185.238.170","192.168.15.8","MQTT","70","1883","32","55567","Publish Ack (id=32)"
"2568","130.424716397","192.168.15.8","130.185.238.170","MQTT","338","45035","35","1883","Publish Message (id=35) [devices-3]"
"2569","130.503762731","130.185.238.170","192.168.15.8","MQTT","336","1883","","45035","Publish Message [devices-3]"
"2572","130.583646961","130.185.238.170","192.168.15.8","MQTT","70","1883","35","45035","Publish Ack (id=35)"
"2574","130.604302031","192.168.15.8","130.185.238.170","MQTT","338","55897","34","1883","Publish Message (id=34) [devices-1]"
"2575","130.686623936","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"2578","130.775059407","130.185.238.170","192.168.15.8","MQTT","70","1883","34","55897","Publish Ack (id=34)"
"2595","131.905507340","192.168.15.8","130.185.238.170","MQTT","338","55897","35","1883","Publish Message (id=35) [devices-1]"
"2596","131.989760700","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"2598","132.074427435","130.185.238.170","192.168.15.8","MQTT","70","1883","35","55897","Publish Ack (id=35)"
"2600","132.422378680","192.168.15.8","130.185.238.170","MQTT","338","58693","34","1883","Publish Message (id=34) [devices-2]"
"2601","132.501510442","130.185.238.170","192.168.15.8","MQTT","336","1883","","58693","Publish Message [devices-2]"
"2603","132.577385326","130.185.238.170","192.168.15.8","MQTT","70","1883","34","58693","Publish Ack (id=34)"
"2612","133.241335739","192.168.15.8","130.185.238.170","MQTT","338","55567","33","1883","Publish Message (id=33) [devices-5]"
"2614","133.319666736","130.185.238.170","192.168.15.8","MQTT","336","1883","","55567","Publish Message [devices-5]"
"2616","133.399553987","130.185.238.170","192.168.15.8","MQTT","70","1883","33","55567","Publish Ack (id=33)"
"2636","134.283609522","192.168.15.8","130.185.238.170","MQTT","338","59943","36","1883","Publish Message (id=36) [devices-4]"
"2637","134.363773095","130.185.238.170","192.168.15.8","MQTT","336","1883","","59943","Publish Message [devices-4]"
"2639","134.426613504","192.168.15.8","130.185.238.170","MQTT","338","45035","36","1883","Publish Message (id=36) [devices-3]"
"2640","134.443567465","130.185.238.170","192.168.15.8","MQTT","70","1883","36","59943","Publish Ack (id=36)"
"2642","134.507719207","130.185.238.170","192.168.15.8","MQTT","336","1883","","45035","Publish Message [devices-3]"
"2644","134.587620604","130.185.238.170","192.168.15.8","MQTT","70","1883","36","45035","Publish Ack (id=36)"
"2654","135.627611181","192.168.15.8","130.185.238.170","MQTT","338","58693","35","1883","Publish Message (id=35) [devices-2]"
"2655","135.705880456","130.185.238.170","192.168.15.8","MQTT","336","1883","","58693","Publish Message [devices-2]"
"2657","135.785102766","130.185.238.170","192.168.15.8","MQTT","70","1883","35","58693","Publish Ack (id=35)"
"2664","136.695012088","192.168.15.8","130.185.238.170","MQTT","338","55567","34","1883","Publish Message (id=34) [devices-5]"
"2665","136.746399559","192.168.15.8","130.185.238.170","MQTT","338","55897","36","1883","Publish Message (id=36) [devices-1]"
"2666","136.775776615","130.185.238.170","192.168.15.8","MQTT","336","1883","","55567","Publish Message [devices-5]"
"2668","136.830819486","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"2670","136.855539850","130.185.238.170","192.168.15.8","MQTT","70","1883","34","55567","Publish Ack (id=34)"
"2672","136.917107582","130.185.238.170","192.168.15.8","MQTT","70","1883","36","55897","Publish Ack (id=36)"
"2688","138.080534340","192.168.15.8","130.185.238.170","MQTT","338","55897","37","1883","Publish Message (id=37) [devices-1]"
"2693","138.162686916","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"2695","138.246647820","130.185.238.170","192.168.15.8","MQTT","70","1883","37","55897","Publish Ack (id=37)"
"2701","138.855194342","192.168.15.8","130.185.238.170","MQTT","338","59943","37","1883","Publish Message (id=37) [devices-4]"
"2702","138.935696397","130.185.238.170","192.168.15.8","MQTT","336","1883","","59943","Publish Message [devices-4]"
"2706","139.015337837","130.185.238.170","192.168.15.8","MQTT","70","1883","37","59943","Publish Ack (id=37)"
"2715","139.275939642","192.168.15.8","130.185.238.170","MQTT","338","58693","36","1883","Publish Message (id=36) [devices-2]"
"2716","139.353344463","130.185.238.170","192.168.15.8","MQTT","336","1883","","58693","Publish Message [devices-2]"
"2719","139.429378441","130.185.238.170","192.168.15.8","MQTT","70","1883","36","58693","Publish Ack (id=36)"
"2722","139.804065402","192.168.15.8","130.185.238.170","MQTT","338","55567","35","1883","Publish Message (id=35) [devices-5]"
"2723","139.855626654","192.168.15.8","130.185.238.170","MQTT","338","55897","38","1883","Publish Message (id=38) [devices-1]"
"2724","139.883735831","130.185.238.170","192.168.15.8","MQTT","336","1883","","55567","Publish Message [devices-5]"
"2726","139.938689115","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"2727","139.938708106","192.168.15.8","130.185.238.170","MQTT","68","55897","","1883","Ping Request"
"2728","139.963592201","130.185.238.170","192.168.15.8","MQTT","70","1883","35","55567","Publish Ack (id=35)"
"2730","140.022495978","130.185.238.170","192.168.15.8","MQTT","70","1883","38","55897","Publish Ack (id=38)"
"2732","140.146535243","130.185.238.170","192.168.15.8","MQTT","68","1883","","55897","Ping Response"
"2739","140.430715333","192.168.15.8","130.185.238.170","MQTT","68","58693","","1883","Ping Request"
"2740","140.509297676","130.185.238.170","192.168.15.8","MQTT","68","1883","","58693","Ping Response"
"2742","140.519866862","192.168.15.8","130.185.238.170","MQTT","338","45035","37","1883","Publish Message (id=37) [devices-3]"
"2743","140.599682991","130.185.238.170","192.168.15.8","MQTT","336","1883","","45035","Publish Message [devices-3]"
"2753","140.679507772","130.185.238.170","192.168.15.8","MQTT","70","1883","37","45035","Publish Ack (id=37)"
"2768","141.680491190","192.168.15.8","130.185.238.170","MQTT","68","45035","","1883","Ping Request"
"2769","141.759740246","130.185.238.170","192.168.15.8","MQTT","68","1883","","45035","Ping Response"
"2786","143.018225202","192.168.15.8","130.185.238.170","MQTT","68","59943","","1883","Ping Request"
"2788","143.099649501","130.185.238.170","192.168.15.8","MQTT","68","1883","","59943","Ping Response"
"2805","143.873284875","192.168.15.8","130.185.238.170","MQTT","338","45035","38","1883","Publish Message (id=38) [devices-3]"
"2806","143.954099620","130.185.238.170","192.168.15.8","MQTT","336","1883","","45035","Publish Message [devices-3]"
"2808","143.967156593","192.168.15.8","130.185.238.170","MQTT","68","55567","","1883","Ping Request"
"2809","144.035629798","130.185.238.170","192.168.15.8","MQTT","70","1883","38","45035","Publish Ack (id=38)"
"2811","144.047459027","130.185.238.170","192.168.15.8","MQTT","68","1883","","55567","Ping Response"
"2813","144.099183788","192.168.15.8","130.185.238.170","MQTT","338","55567","36","1883","Publish Message (id=36) [devices-5]"
"2814","144.179609237","130.185.238.170","192.168.15.8","MQTT","336","1883","","55567","Publish Message [devices-5]"
"2816","144.259511285","130.185.238.170","192.168.15.8","MQTT","70","1883","36","55567","Publish Ack (id=36)"
"2818","144.278484186","192.168.15.8","130.185.238.170","MQTT","338","58693","37","1883","Publish Message (id=37) [devices-2]"
"2819","144.357352108","130.185.238.170","192.168.15.8","MQTT","336","1883","","58693","Publish Message [devices-2]"
"2821","144.432962773","130.185.238.170","192.168.15.8","MQTT","70","1883","37","58693","Publish Ack (id=37)"
"2823","144.900629351","192.168.15.8","130.185.238.170","MQTT","338","55897","39","1883","Publish Message (id=39) [devices-1]"
"2824","144.979206160","192.168.15.8","130.185.238.170","MQTT","338","59943","38","1883","Publish Message (id=38) [devices-4]"
"2825","144.982608760","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"2827","145.059829878","130.185.238.170","192.168.15.8","MQTT","336","1883","","59943","Publish Message [devices-4]"
"2829","145.066515495","130.185.238.170","192.168.15.8","MQTT","70","1883","39","55897","Publish Ack (id=39)"
"2831","145.139539696","130.185.238.170","192.168.15.8","MQTT","70","1883","38","59943","Publish Ack (id=38)"
"2846","146.307729574","192.168.15.8","130.185.238.170","MQTT","338","55897","40","1883","Publish Message (id=40) [devices-1]"
"2847","146.390585487","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"2854","146.474508881","130.185.238.170","192.168.15.8","MQTT","70","1883","40","55897","Publish Ack (id=40)"
"2879","148.128792681","192.168.15.8","130.185.238.170","MQTT","338","58693","38","1883","Publish Message (id=38) [devices-2]"
"2880","148.205292707","130.185.238.170","192.168.15.8","MQTT","336","1883","","58693","Publish Message [devices-2]"
"2882","148.216255240","192.168.15.8","130.185.238.170","MQTT","338","45035","39","1883","Publish Message (id=39) [devices-3]"
"2883","148.285211430","130.185.238.170","192.168.15.8","MQTT","70","1883","38","58693","Publish Ack (id=38)"
"2885","148.295646775","130.185.238.170","192.168.15.8","MQTT","336","1883","","45035","Publish Message [devices-3]"
"2887","148.298580635","192.168.15.8","130.185.238.170","MQTT","338","55897","41","1883","Publish Message (id=41) [devices-1]"
"2893","148.375797315","130.185.238.170","192.168.15.8","MQTT","70","1883","39","45035","Publish Ack (id=39)"
"2895","148.382659036","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"2897","148.466500744","130.185.238.170","192.168.15.8","MQTT","70","1883","41","55897","Publish Ack (id=41)"
"2908","149.032668667","192.168.15.8","130.185.238.170","MQTT","338","55567","37","1883","Publish Message (id=37) [devices-5]"
"2909","149.111723277","130.185.238.170","192.168.15.8","MQTT","336","1883","","55567","Publish Message [devices-5]"
"2911","149.191584307","130.185.238.170","192.168.15.8","MQTT","70","1883","37","55567","Publish Ack (id=37)"
"2921","149.523309507","192.168.15.8","130.185.238.170","MQTT","338","58693","39","1883","Publish Message (id=39) [devices-2]"
"2922","149.601215769","130.185.238.170","192.168.15.8","MQTT","336","1883","","58693","Publish Message [devices-2]"
"2925","149.677141537","130.185.238.170","192.168.15.8","MQTT","70","1883","39","58693","Publish Ack (id=39)"
"2935","150.350875067","192.168.15.8","130.185.238.170","MQTT","338","45035","40","1883","Publish Message (id=40) [devices-3]"
"2936","150.404473222","192.168.15.8","130.185.238.170","MQTT","338","59943","39","1883","Publish Message (id=39) [devices-4]"
"2937","150.431696207","130.185.238.170","192.168.15.8","MQTT","336","1883","","45035","Publish Message [devices-3]"
"2940","150.484243343","130.185.238.170","192.168.15.8","MQTT","336","1883","","59943","Publish Message [devices-4]"
"2945","150.511512665","130.185.238.170","192.168.15.8","MQTT","70","1883","40","45035","Publish Ack (id=40)"
"2948","150.563449486","130.185.238.170","192.168.15.8","MQTT","70","1883","39","59943","Publish Ack (id=39)"
"2950","151.159372505","192.168.15.8","130.185.238.170","MQTT","338","58693","40","1883","Publish Message (id=40) [devices-2]"
"2951","151.237300350","130.185.238.170","192.168.15.8","MQTT","336","1883","","58693","Publish Message [devices-2]"
"2955","151.314665596","130.185.238.170","192.168.15.8","MQTT","70","1883","40","58693","Publish Ack (id=40)"
"2965","151.672582901","192.168.15.8","130.185.238.170","MQTT","338","55897","42","1883","Publish Message (id=42) [devices-1]"
"2966","151.754778775","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"2968","151.838796005","130.185.238.170","192.168.15.8","MQTT","70","1883","42","55897","Publish Ack (id=42)"
"2984","153.670216628","192.168.15.8","130.185.238.170","MQTT","338","55897","43","1883","Publish Message (id=43) [devices-1]"
"2992","153.754633214","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"2994","153.776446617","192.168.15.8","130.185.238.170","MQTT","338","55567","38","1883","Publish Message (id=38) [devices-5]"
"2995","153.838564122","130.185.238.170","192.168.15.8","MQTT","70","1883","43","55897","Publish Ack (id=43)"
"2997","153.855677586","130.185.238.170","192.168.15.8","MQTT","336","1883","","55567","Publish Message [devices-5]"
"2999","153.939637871","130.185.238.170","192.168.15.8","MQTT","70","1883","38","55567","Publish Ack (id=38)"
"3006","154.685915180","192.168.15.8","130.185.238.170","MQTT","338","59943","40","1883","Publish Message (id=40) [devices-4]"
"3009","154.767546651","130.185.238.170","192.168.15.8","MQTT","336","1883","","59943","Publish Message [devices-4]"
"3014","154.847453857","130.185.238.170","192.168.15.8","MQTT","70","1883","40","59943","Publish Ack (id=40)"
"3018","155.750137781","192.168.15.8","130.185.238.170","MQTT","338","58693","41","1883","Publish Message (id=41) [devices-2]"
"3020","155.829360379","130.185.238.170","192.168.15.8","MQTT","336","1883","","58693","Publish Message [devices-2]"
"3022","155.905263189","130.185.238.170","192.168.15.8","MQTT","70","1883","41","58693","Publish Ack (id=41)"
"3031","156.482462356","192.168.15.8","130.185.238.170","MQTT","338","45035","41","1883","Publish Message (id=41) [devices-3]"
"3032","156.563636797","130.185.238.170","192.168.15.8","MQTT","336","1883","","45035","Publish Message [devices-3]"
"3034","156.643545589","130.185.238.170","192.168.15.8","MQTT","70","1883","41","45035","Publish Ack (id=41)"
"3036","156.952357217","192.168.15.8","130.185.238.170","MQTT","338","55897","44","1883","Publish Message (id=44) [devices-1]"
"3037","157.034702736","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"3039","157.118442478","130.185.238.170","192.168.15.8","MQTT","70","1883","44","55897","Publish Ack (id=44)"
"3041","157.311428244","192.168.15.8","130.185.238.170","MQTT","338","55567","39","1883","Publish Message (id=39) [devices-5]"
"3042","157.395612289","130.185.238.170","192.168.15.8","MQTT","336","1883","","55567","Publish Message [devices-5]"
"3044","157.475518059","130.185.238.170","192.168.15.8","MQTT","70","1883","39","55567","Publish Ack (id=39)"
"3061","158.593557487","192.168.15.8","130.185.238.170","MQTT","338","55567","40","1883","Publish Message (id=40) [devices-5]"
"3062","158.675761727","130.185.238.170","192.168.15.8","MQTT","336","1883","","55567","Publish Message [devices-5]"
"3066","158.755631256","130.185.238.170","192.168.15.8","MQTT","70","1883","40","55567","Publish Ack (id=40)"
"3074","160.405379901","192.168.15.8","130.185.238.170","MQTT","338","59943","41","1883","Publish Message (id=41) [devices-4]"
"3075","160.434011206","192.168.15.8","130.185.238.170","MQTT","338","55897","45","1883","Publish Message (id=45) [devices-1]"
"3076","160.483529681","130.185.238.170","192.168.15.8","MQTT","336","1883","","59943","Publish Message [devices-4]"
"3078","160.518569044","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"3080","160.563518388","130.185.238.170","192.168.15.8","MQTT","70","1883","41","59943","Publish Ack (id=41)"
"3082","160.602484324","130.185.238.170","192.168.15.8","MQTT","70","1883","45","55897","Publish Ack (id=45)"
"3084","160.627516657","192.168.15.8","130.185.238.170","MQTT","338","58693","42","1883","Publish Message (id=42) [devices-2]"
"3086","160.705292333","130.185.238.170","192.168.15.8","MQTT","336","1883","","58693","Publish Message [devices-2]"
"3093","160.780882161","130.185.238.170","192.168.15.8","MQTT","70","1883","42","58693","Publish Ack (id=42)"
"3101","160.932221598","192.168.15.8","130.185.238.170","MQTT","338","55567","41","1883","Publish Message (id=41) [devices-5]"
"3102","161.011775474","130.185.238.170","192.168.15.8","MQTT","336","1883","","55567","Publish Message [devices-5]"
"3104","161.091601397","130.185.238.170","192.168.15.8","MQTT","70","1883","41","55567","Publish Ack (id=41)"
"3108","161.788440544","192.168.15.8","130.185.238.170","MQTT","338","45035","42","1883","Publish Message (id=42) [devices-3]"
"3112","161.867479600","130.185.238.170","192.168.15.8","MQTT","336","1883","","45035","Publish Message [devices-3]"
"3114","161.947814188","130.185.238.170","192.168.15.8","MQTT","70","1883","42","45035","Publish Ack (id=42)"
"3126","163.331709912","192.168.15.8","130.185.238.170","MQTT","338","58693","43","1883","Publish Message (id=43) [devices-2]"
"3128","163.409164588","130.185.238.170","192.168.15.8","MQTT","336","1883","","58693","Publish Message [devices-2]"
"3130","163.485104637","130.185.238.170","192.168.15.8","MQTT","70","1883","43","58693","Publish Ack (id=43)"
"3159","164.285221176","192.168.15.8","130.185.238.170","MQTT","338","59943","42","1883","Publish Message (id=42) [devices-4]"
"3161","164.363606918","130.185.238.170","192.168.15.8","MQTT","336","1883","","59943","Publish Message [devices-4]"
"3164","164.443169814","130.185.238.170","192.168.15.8","MQTT","70","1883","42","59943","Publish Ack (id=42)"
"3171","165.129071334","192.168.15.8","130.185.238.170","MQTT","338","58693","44","1883","Publish Message (id=44) [devices-2]"
"3172","165.205491381","130.185.238.170","192.168.15.8","MQTT","336","1883","","58693","Publish Message [devices-2]"
"3174","165.281102372","130.185.238.170","192.168.15.8","MQTT","70","1883","44","58693","Publish Ack (id=44)"
"3176","165.323122755","192.168.15.8","130.185.238.170","MQTT","338","55897","46","1883","Publish Message (id=46) [devices-1]"
"3177","165.406599259","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"3179","165.490515874","130.185.238.170","192.168.15.8","MQTT","70","1883","46","55897","Publish Ack (id=46)"
"3182","165.746975297","192.168.15.8","130.185.238.170","MQTT","338","55567","42","1883","Publish Message (id=42) [devices-5]"
"3185","165.827683614","130.185.238.170","192.168.15.8","MQTT","336","1883","","55567","Publish Message [devices-5]"
"3187","165.907548428","130.185.238.170","192.168.15.8","MQTT","70","1883","42","55567","Publish Ack (id=42)"
"3192","165.942571331","192.168.15.8","130.185.238.170","MQTT","338","59943","43","1883","Publish Message (id=43) [devices-4]"
"3194","166.023611836","130.185.238.170","192.168.15.8","MQTT","336","1883","","59943","Publish Message [devices-4]"
"3201","166.103457680","130.185.238.170","192.168.15.8","MQTT","70","1883","43","59943","Publish Ack (id=43)"
"3203","166.654286908","192.168.15.8","130.185.238.170","MQTT","338","55897","47","1883","Publish Message (id=47) [devices-1]"
"3205","166.740777340","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"3207","166.822469498","130.185.238.170","192.168.15.8","MQTT","70","1883","47","55897","Publish Ack (id=47)"
"3218","167.380389823","192.168.15.8","130.185.238.170","MQTT","338","58693","45","1883","Publish Message (id=45) [devices-2]"
"3219","167.457279768","130.185.238.170","192.168.15.8","MQTT","336","1883","","58693","Publish Message [devices-2]"
"3221","167.459039041","192.168.15.8","130.185.238.170","MQTT","338","45035","43","1883","Publish Message (id=43) [devices-3]"
"3222","167.533144727","130.185.238.170","192.168.15.8","MQTT","70","1883","45","58693","Publish Ack (id=45)"
"3224","167.539603592","130.185.238.170","192.168.15.8","MQTT","336","1883","","45035","Publish Message [devices-3]"
"3237","167.619388806","130.185.238.170","192.168.15.8","MQTT","70","1883","43","45035","Publish Ack (id=43)"
"3260","168.328164723","192.168.15.8","130.185.238.170","MQTT","338","55567","43","1883","Publish Message (id=43) [devices-5]"
"3263","168.407607325","130.185.238.170","192.168.15.8","MQTT","336","1883","","55567","Publish Message [devices-5]"
"3265","168.487494521","130.185.238.170","192.168.15.8","MQTT","70","1883","43","55567","Publish Ack (id=43)"
"3277","169.405032753","192.168.15.8","130.185.238.170","MQTT","338","59943","44","1883","Publish Message (id=44) [devices-4]"
"3278","169.483430683","130.185.238.170","192.168.15.8","MQTT","336","1883","","59943","Publish Message [devices-4]"
"3280","169.563460283","130.185.238.170","192.168.15.8","MQTT","70","1883","44","59943","Publish Ack (id=44)"
"3293","171.112470497","192.168.15.8","130.185.238.170","MQTT","338","45035","44","1883","Publish Message (id=44) [devices-3]"
"3298","171.191607453","130.185.238.170","192.168.15.8","MQTT","336","1883","","45035","Publish Message [devices-3]"
"3300","171.271440329","130.185.238.170","192.168.15.8","MQTT","70","1883","44","45035","Publish Ack (id=44)"
"3309","172.036196982","192.168.15.8","130.185.238.170","MQTT","338","58693","46","1883","Publish Message (id=46) [devices-2]"
"3311","172.113201683","130.185.238.170","192.168.15.8","MQTT","336","1883","","58693","Publish Message [devices-2]"
"3316","172.189141915","130.185.238.170","192.168.15.8","MQTT","70","1883","46","58693","Publish Ack (id=46)"
"3319","172.229166056","192.168.15.8","130.185.238.170","MQTT","338","59943","45","1883","Publish Message (id=45) [devices-4]"
"3322","172.307714620","130.185.238.170","192.168.15.8","MQTT","336","1883","","59943","Publish Message [devices-4]"
"3324","172.387537155","130.185.238.170","192.168.15.8","MQTT","70","1883","45","59943","Publish Ack (id=45)"
"3326","172.614834301","192.168.15.8","130.185.238.170","MQTT","338","55897","48","1883","Publish Message (id=48) [devices-1]"
"3327","172.629364555","192.168.15.8","130.185.238.170","MQTT","338","55567","44","1883","Publish Message (id=44) [devices-5]"
"3328","172.698634672","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"3330","172.707788551","130.185.238.170","192.168.15.8","MQTT","336","1883","","55567","Publish Message [devices-5]"
"3332","172.782539539","130.185.238.170","192.168.15.8","MQTT","70","1883","48","55897","Publish Ack (id=48)"
"3334","172.787455590","130.185.238.170","192.168.15.8","MQTT","70","1883","44","55567","Publish Ack (id=44)"
"3367","173.909380477","192.168.15.8","130.185.238.170","MQTT","338","59943","46","1883","Publish Message (id=46) [devices-4]"
"3384","173.987043863","192.168.15.8","130.185.238.170","MQTT","338","55897","49","1883","Publish Message (id=49) [devices-1]"
"3385","173.987598087","130.185.238.170","192.168.15.8","MQTT","336","1883","","59943","Publish Message [devices-4]"
"3387","174.067455572","130.185.238.170","192.168.15.8","MQTT","70","1883","46","59943","Publish Ack (id=46)"
"3389","174.070530428","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"3391","174.154485182","130.185.238.170","192.168.15.8","MQTT","70","1883","49","55897","Publish Ack (id=49)"
"3407","174.987012950","192.168.15.8","130.185.238.170","MQTT","338","55567","45","1883","Publish Message (id=45) [devices-5]"
"3409","175.067610765","130.185.238.170","192.168.15.8","MQTT","336","1883","","55567","Publish Message [devices-5]"
"3411","175.147540648","130.185.238.170","192.168.15.8","MQTT","70","1883","45","55567","Publish Ack (id=45)"
"3433","175.537264847","192.168.15.8","130.185.238.170","MQTT","338","55897","50","1883","Publish Message (id=50) [devices-1]"
"3434","175.618612394","130.185.238.170","192.168.15.8","MQTT","336","1883","","55897","Publish Message [devices-1]"
"3436","175.672576617","192.168.15.8","130.185.238.170","MQTT","338","45035","45","1883","Publish Message (id=45) [devices-3]"
"3437","175.702429297","130.185.238.170","192.168.15.8","MQTT","70","1883","50","55897","Publish Ack (id=50)"
"3439","175.751584862","130.185.238.170","192.168.15.8","MQTT","336","1883","","45035","Publish Message [devices-3]"
"3441","175.831561147","130.185.238.170","192.168.15.8","MQTT","70","1883","45","45035","Publish Ack (id=45)"
"3443","175.916648668","192.168.15.8","130.185.238.170","MQTT","338","58693","47","1883","Publish Message (id=47) [devices-2]"
"3444","175.993264059","130.185.238.170","192.168.15.8","MQTT","336","1883","","58693","Publish Message [devices-2]"
"3446","176.069080922","130.185.238.170","192.168.15.8","MQTT","70","1883","47","58693","Publish Ack (id=47)"
"3448","176.096826992","192.168.15.8","130.185.238.170","MQTT","338","59943","47","1883","Publish Message (id=47) [devices-4]"
"3449","176.175516514","130.185.238.170","192.168.15.8","MQTT","336","1883","","59943","Publish Message [devices-4]"
"3451","176.255497870","130.185.238.170","192.168.15.8","MQTT","70","1883","47","59943","Publish Ack (id=47)"
"3461","176.938917179","192.168.15.8","130.185.238.170","MQTT","338","45035","46","1883","Publish Message (id=46) [devices-3]"
"3465","177.019559744","130.185.238.170","192.168.15.8","MQTT","336","1883","","45035","Publish Message [devices-3]"
