"No.","Time","Source","Destination","Protocol","Length","Source Port","Message Identifier","Destination Port","Info"
"254","14.900835061","192.168.15.8","130.185.238.170","MQTT","87","59039","4","1883","Publish Message (id=4) [devices-4]"
"256","14.977135753","130.185.238.170","192.168.15.8","MQTT","85","1883","","59039","Publish Message [devices-4]"
"258","15.053229439","130.185.238.170","192.168.15.8","MQTT","70","1883","4","59039","Publish Ack (id=4)"
"266","16.436886537","192.168.15.8","130.185.238.170","MQTT","87","59595","6","1883","Publish Message (id=6) [devices-1]"
"269","16.515646458","130.185.238.170","192.168.15.8","MQTT","85","1883","","59595","Publish Message [devices-1]"
"271","16.549567716","192.168.15.8","130.185.238.170","MQTT","87","59039","5","1883","Publish Message (id=5) [devices-4]"
"272","16.595605399","130.185.238.170","192.168.15.8","MQTT","70","1883","6","59595","Publish Ack (id=6)"
"274","16.625247617","130.185.238.170","192.168.15.8","MQTT","85","1883","","59039","Publish Message [devices-4]"
"276","16.700955141","130.185.238.170","192.168.15.8","MQTT","70","1883","5","59039","Publish Ack (id=5)"
"285","17.756989711","192.168.15.8","130.185.238.170","MQTT","87","44115","4","1883","Publish Message (id=4) [devices-5]"
"287","17.836119479","130.185.238.170","192.168.15.8","MQTT","85","1883","","44115","Publish Message [devices-5]"
"291","17.916063224","130.185.238.170","192.168.15.8","MQTT","70","1883","4","44115","Publish Ack (id=4)"
"301","18.234161634","192.168.15.8","130.185.238.170","MQTT","87","32823","6","1883","Publish Message (id=6) [devices-3]"
"302","18.315345800","130.185.238.170","192.168.15.8","MQTT","85","1883","","32823","Publish Message [devices-3]"
"304","18.398615281","130.185.238.170","192.168.15.8","MQTT","70","1883","6","32823","Publish Ack (id=6)"
"308","18.903662904","192.168.15.8","130.185.238.170","MQTT","87","39995","6","1883","Publish Message (id=6) [devices-2]"
"309","18.981618554","130.185.238.170","192.168.15.8","MQTT","85","1883","","39995","Publish Message [devices-2]"
"311","19.078117748","130.185.238.170","192.168.15.8","MQTT","70","1883","6","39995","Publish Ack (id=6)"
"313","19.173878313","192.168.15.8","130.185.238.170","MQTT","87","59595","7","1883","Publish Message (id=7) [devices-1]"
"314","19.251763314","130.185.238.170","192.168.15.8","MQTT","85","1883","","59595","Publish Message [devices-1]"
"316","19.331562494","130.185.238.170","192.168.15.8","MQTT","70","1883","7","59595","Publish Ack (id=7)"
"343","21.864621701","192.168.15.8","130.185.238.170","MQTT","87","44115","5","1883","Publish Message (id=5) [devices-5]"
"351","21.944185202","130.185.238.170","192.168.15.8","MQTT","85","1883","","44115","Publish Message [devices-5]"
"353","21.946924356","192.168.15.8","130.185.238.170","MQTT","87","39995","7","1883","Publish Message (id=7) [devices-2]"
"359","22.024036551","130.185.238.170","192.168.15.8","MQTT","70","1883","5","44115","Publish Ack (id=5)"
"361","22.024036862","130.185.238.170","192.168.15.8","MQTT","85","1883","","39995","Publish Message [devices-2]"
"363","22.101416443","130.185.238.170","192.168.15.8","MQTT","70","1883","7","39995","Publish Ack (id=7)"
"372","22.371301776","192.168.15.8","130.185.238.170","MQTT","87","59039","6","1883","Publish Message (id=6) [devices-4]"
"373","22.449322732","130.185.238.170","192.168.15.8","MQTT","85","1883","","59039","Publish Message [devices-4]"
"375","22.525346625","130.185.238.170","192.168.15.8","MQTT","70","1883","6","59039","Publish Ack (id=6)"
"377","22.839662585","192.168.15.8","130.185.238.170","MQTT","87","32823","7","1883","Publish Message (id=7) [devices-3]"
"378","22.922712993","130.185.238.170","192.168.15.8","MQTT","85","1883","","32823","Publish Message [devices-3]"
"384","23.002624718","130.185.238.170","192.168.15.8","MQTT","70","1883","7","32823","Publish Ack (id=7)"
"387","23.021800058","192.168.15.8","130.185.238.170","MQTT","87","59595","8","1883","Publish Message (id=8) [devices-1]"
"395","23.099597436","130.185.238.170","192.168.15.8","MQTT","85","1883","","59595","Publish Message [devices-1]"
"406","23.179579129","130.185.238.170","192.168.15.8","MQTT","70","1883","8","59595","Publish Ack (id=8)"
"415","24.919703853","192.168.15.8","130.185.238.170","MQTT","87","32823","8","1883","Publish Message (id=8) [devices-3]"
"416","24.982430606","192.168.15.8","130.185.238.170","MQTT","87","59595","9","1883","Publish Message (id=9) [devices-1]"
"417","25.002848449","130.185.238.170","192.168.15.8","MQTT","85","1883","","32823","Publish Message [devices-3]"
"419","25.059881746","130.185.238.170","192.168.15.8","MQTT","85","1883","","59595","Publish Message [devices-1]"
"421","25.082442329","130.185.238.170","192.168.15.8","MQTT","70","1883","8","32823","Publish Ack (id=8)"
"427","25.139447261","130.185.238.170","192.168.15.8","MQTT","70","1883","9","59595","Publish Ack (id=9)"
"430","25.853919523","192.168.15.8","130.185.238.170","MQTT","87","59039","7","1883","Publish Message (id=7) [devices-4]"
"451","25.929130375","130.185.238.170","192.168.15.8","MQTT","85","1883","","59039","Publish Message [devices-4]"
"490","26.005237031","130.185.238.170","192.168.15.8","MQTT","70","1883","7","59039","Publish Ack (id=7)"
"788","26.418152261","192.168.15.8","130.185.238.170","MQTT","87","44115","6","1883","Publish Message (id=6) [devices-5]"
"795","26.496036820","130.185.238.170","192.168.15.8","MQTT","85","1883","","44115","Publish Message [devices-5]"
"798","26.576219482","130.185.238.170","192.168.15.8","MQTT","70","1883","6","44115","Publish Ack (id=6)"
"874","27.095991827","192.168.15.8","130.185.238.170","MQTT","87","39995","8","1883","Publish Message (id=8) [devices-2]"
"875","27.173538858","130.185.238.170","192.168.15.8","MQTT","85","1883","","39995","Publish Message [devices-2]"
"880","27.249364813","130.185.238.170","192.168.15.8","MQTT","70","1883","8","39995","Publish Ack (id=8)"
"884","27.372506966","192.168.15.8","130.185.238.170","MQTT","87","59039","8","1883","Publish Message (id=8) [devices-4]"
"885","27.415128414","192.168.15.8","130.185.238.170","MQTT","87","59595","10","1883","Publish Message (id=10) [devices-1]"
"886","27.449316934","130.185.238.170","192.168.15.8","MQTT","85","1883","","59039","Publish Message [devices-4]"
"903","27.496042674","130.185.238.170","192.168.15.8","MQTT","85","1883","","59595","Publish Message [devices-1]"
"908","27.527461587","130.185.238.170","192.168.15.8","MQTT","70","1883","8","59039","Publish Ack (id=8)"
"919","27.575480663","130.185.238.170","192.168.15.8","MQTT","70","1883","10","59595","Publish Ack (id=10)"
"943","29.586640630","192.168.15.8","130.185.238.170","MQTT","87","39995","9","1883","Publish Message (id=9) [devices-2]"
"944","29.661658535","130.185.238.170","192.168.15.8","MQTT","85","1883","","39995","Publish Message [devices-2]"
"946","29.704462093","192.168.15.8","130.185.238.170","MQTT","87","59595","11","1883","Publish Message (id=11) [devices-1]"
"947","29.737516699","130.185.238.170","192.168.15.8","MQTT","70","1883","9","39995","Publish Ack (id=9)"
"949","29.783780918","130.185.238.170","192.168.15.8","MQTT","85","1883","","59595","Publish Message [devices-1]"
"951","29.863642403","130.185.238.170","192.168.15.8","MQTT","70","1883","11","59595","Publish Ack (id=11)"
"953","30.220837692","192.168.15.8","130.185.238.170","MQTT","87","59039","9","1883","Publish Message (id=9) [devices-4]"
"954","30.297397425","130.185.238.170","192.168.15.8","MQTT","85","1883","","59039","Publish Message [devices-4]"
"956","30.305110987","192.168.15.8","130.185.238.170","MQTT","87","32823","9","1883","Publish Message (id=9) [devices-3]"
"957","30.373179172","130.185.238.170","192.168.15.8","MQTT","70","1883","9","59039","Publish Ack (id=9)"
"959","30.386692523","130.185.238.170","192.168.15.8","MQTT","85","1883","","32823","Publish Message [devices-3]"
"961","30.466603460","130.185.238.170","192.168.15.8","MQTT","70","1883","9","32823","Publish Ack (id=9)"
"976","31.774878847","192.168.15.8","130.185.238.170","MQTT","87","44115","7","1883","Publish Message (id=7) [devices-5]"
"977","31.852267520","130.185.238.170","192.168.15.8","MQTT","85","1883","","44115","Publish Message [devices-5]"
"979","31.932175821","130.185.238.170","192.168.15.8","MQTT","70","1883","7","44115","Publish Ack (id=7)"
"981","32.080303669","192.168.15.8","130.185.238.170","MQTT","87","59039","10","1883","Publish Message (id=10) [devices-4]"
"982","32.157322593","130.185.238.170","192.168.15.8","MQTT","85","1883","","59039","Publish Message [devices-4]"
"984","32.233188706","130.185.238.170","192.168.15.8","MQTT","70","1883","10","59039","Publish Ack (id=10)"
"1031","34.117349286","192.168.15.8","130.185.238.170","MQTT","87","59595","12","1883","Publish Message (id=12) [devices-1]"
"1032","34.196453432","130.185.238.170","192.168.15.8","MQTT","85","1883","","59595","Publish Message [devices-1]"
"1034","34.267769414","192.168.15.8","130.185.238.170","MQTT","87","32823","10","1883","Publish Message (id=10) [devices-3]"
"1035","34.275645567","130.185.238.170","192.168.15.8","MQTT","70","1883","12","59595","Publish Ack (id=12)"
"1037","34.350821522","130.185.238.170","192.168.15.8","MQTT","85","1883","","32823","Publish Message [devices-3]"
"1042","34.430707596","130.185.238.170","192.168.15.8","MQTT","70","1883","10","32823","Publish Ack (id=10)"
"1048","34.584655707","192.168.15.8","130.185.238.170","MQTT","87","44115","8","1883","Publish Message (id=8) [devices-5]"
"1049","34.638490162","192.168.15.8","130.185.238.170","MQTT","87","39995","10","1883","Publish Message (id=10) [devices-2]"
"1050","34.664170407","130.185.238.170","192.168.15.8","MQTT","85","1883","","44115","Publish Message [devices-5]"
"1052","34.713717334","130.185.238.170","192.168.15.8","MQTT","85","1883","","39995","Publish Message [devices-2]"
"1054","34.744050979","130.185.238.170","192.168.15.8","MQTT","70","1883","8","44115","Publish Ack (id=8)"
"1056","34.789496603","130.185.238.170","192.168.15.8","MQTT","70","1883","10","39995","Publish Ack (id=10)"
"1063","36.074636489","192.168.15.8","130.185.238.170","MQTT","87","39995","11","1883","Publish Message (id=11) [devices-2]"
"1064","36.149712503","130.185.238.170","192.168.15.8","MQTT","85","1883","","39995","Publish Message [devices-2]"
"1066","36.225532767","130.185.238.170","192.168.15.8","MQTT","70","1883","11","39995","Publish Ack (id=11)"
"1073","36.539588175","192.168.15.8","130.185.238.170","MQTT","87","59039","11","1883","Publish Message (id=11) [devices-4]"
"1078","36.618159792","130.185.238.170","192.168.15.8","MQTT","85","1883","","59039","Publish Message [devices-4]"
"1080","36.693183942","130.185.238.170","192.168.15.8","MQTT","70","1883","11","59039","Publish Ack (id=11)"
"1093","37.655895186","192.168.15.8","130.185.238.170","MQTT","87","59595","13","1883","Publish Message (id=13) [devices-1]"
"1096","37.735606434","130.185.238.170","192.168.15.8","MQTT","85","1883","","59595","Publish Message [devices-1]"
"1098","37.815584203","130.185.238.170","192.168.15.8","MQTT","70","1883","13","59595","Publish Ack (id=13)"
"1100","37.847474407","192.168.15.8","130.185.238.170","MQTT","87","32823","11","1883","Publish Message (id=11) [devices-3]"
"1101","37.930583899","130.185.238.170","192.168.15.8","MQTT","85","1883","","32823","Publish Message [devices-3]"
"1103","38.011121904","130.185.238.170","192.168.15.8","MQTT","70","1883","11","32823","Publish Ack (id=11)"
"1110","38.851022960","192.168.15.8","130.185.238.170","MQTT","87","44115","9","1883","Publish Message (id=9) [devices-5]"
"1111","38.932216566","130.185.238.170","192.168.15.8","MQTT","85","1883","","44115","Publish Message [devices-5]"
"1113","38.943931091","192.168.15.8","130.185.238.170","MQTT","87","59039","12","1883","Publish Message (id=12) [devices-4]"
"1114","39.012042928","130.185.238.170","192.168.15.8","MQTT","70","1883","9","44115","Publish Ack (id=9)"
"1116","39.021514838","130.185.238.170","192.168.15.8","MQTT","85","1883","","59039","Publish Message [devices-4]"
"1118","39.097115292","130.185.238.170","192.168.15.8","MQTT","70","1883","12","59039","Publish Ack (id=12)"
"1123","39.778563103","192.168.15.8","130.185.238.170","MQTT","87","39995","12","1883","Publish Message (id=12) [devices-2]"
"1126","39.853616152","130.185.238.170","192.168.15.8","MQTT","85","1883","","39995","Publish Message [devices-2]"
"1128","39.929486115","130.185.238.170","192.168.15.8","MQTT","70","1883","12","39995","Publish Ack (id=12)"
"1136","41.468189217","192.168.15.8","130.185.238.170","MQTT","87","59595","14","1883","Publish Message (id=14) [devices-1]"
"1137","41.547748164","130.185.238.170","192.168.15.8","MQTT","85","1883","","59595","Publish Message [devices-1]"
"1139","41.627524118","130.185.238.170","192.168.15.8","MQTT","70","1883","14","59595","Publish Ack (id=14)"
"1141","41.844764850","192.168.15.8","130.185.238.170","MQTT","87","32823","12","1883","Publish Message (id=12) [devices-3]"
"1147","41.926703655","130.185.238.170","192.168.15.8","MQTT","85","1883","","32823","Publish Message [devices-3]"
"1150","42.006647360","130.185.238.170","192.168.15.8","MQTT","70","1883","12","32823","Publish Ack (id=12)"
"1171","43.601716993","192.168.15.8","130.185.238.170","MQTT","87","59595","15","1883","Publish Message (id=15) [devices-1]"
"1172","43.679832581","130.185.238.170","192.168.15.8","MQTT","85","1883","","59595","Publish Message [devices-1]"
"1174","43.759714081","130.185.238.170","192.168.15.8","MQTT","70","1883","15","59595","Publish Ack (id=15)"
"1176","44.261876653","192.168.15.8","130.185.238.170","MQTT","87","44115","10","1883","Publish Message (id=10) [devices-5]"
"1180","44.340088556","130.185.238.170","192.168.15.8","MQTT","85","1883","","44115","Publish Message [devices-5]"
"1182","44.344160296","192.168.15.8","130.185.238.170","MQTT","87","32823","13","1883","Publish Message (id=13) [devices-3]"
"1183","44.372624189","192.168.15.8","130.185.238.170","MQTT","87","39995","13","1883","Publish Message (id=13) [devices-2]"
"1184","44.420081573","130.185.238.170","192.168.15.8","MQTT","70","1883","10","44115","Publish Ack (id=10)"
"1186","44.426787566","130.185.238.170","192.168.15.8","MQTT","85","1883","","32823","Publish Message [devices-3]"
"1188","44.438648704","192.168.15.8","130.185.238.170","MQTT","87","59039","13","1883","Publish Message (id=13) [devices-4]"
"1189","44.449749747","130.185.238.170","192.168.15.8","MQTT","85","1883","","39995","Publish Message [devices-2]"
"1191","44.506667673","130.185.238.170","192.168.15.8","MQTT","70","1883","13","32823","Publish Ack (id=13)"
"1193","44.513364304","130.185.238.170","192.168.15.8","MQTT","85","1883","","59039","Publish Message [devices-4]"
"1195","44.525543423","130.185.238.170","192.168.15.8","MQTT","70","1883","13","39995","Publish Ack (id=13)"
"1197","44.589284948","130.185.238.170","192.168.15.8","MQTT","70","1883","13","59039","Publish Ack (id=13)"
"1208","46.710831150","192.168.15.8","130.185.238.170","MQTT","87","59039","14","1883","Publish Message (id=14) [devices-4]"
"1211","46.785300526","130.185.238.170","192.168.15.8","MQTT","85","1883","","59039","Publish Message [devices-4]"
"1216","46.861228851","130.185.238.170","192.168.15.8","MQTT","70","1883","14","59039","Publish Ack (id=14)"
"1218","47.074374876","192.168.15.8","130.185.238.170","MQTT","87","44115","11","1883","Publish Message (id=11) [devices-5]"
"1219","47.152004628","130.185.238.170","192.168.15.8","MQTT","85","1883","","44115","Publish Message [devices-5]"
"1221","47.231914888","130.185.238.170","192.168.15.8","MQTT","70","1883","11","44115","Publish Ack (id=11)"
"1228","48.512871299","192.168.15.8","130.185.238.170","MQTT","87","32823","14","1883","Publish Message (id=14) [devices-3]"
"1229","48.594578348","130.185.238.170","192.168.15.8","MQTT","85","1883","","32823","Publish Message [devices-3]"
"1231","48.674579893","130.185.238.170","192.168.15.8","MQTT","70","1883","14","32823","Publish Ack (id=14)"
"1238","49.191184761","192.168.15.8","130.185.238.170","MQTT","87","59595","16","1883","Publish Message (id=16) [devices-1]"
"1239","49.267935065","130.185.238.170","192.168.15.8","MQTT","85","1883","","59595","Publish Message [devices-1]"
"1243","49.347786184","130.185.238.170","192.168.15.8","MQTT","70","1883","16","59595","Publish Ack (id=16)"
"1245","49.609621429","192.168.15.8","130.185.238.170","MQTT","87","39995","14","1883","Publish Message (id=14) [devices-2]"
"1246","49.685751598","130.185.238.170","192.168.15.8","MQTT","85","1883","","39995","Publish Message [devices-2]"
"1248","49.761614085","130.185.238.170","192.168.15.8","MQTT","70","1883","14","39995","Publish Ack (id=14)"
"1255","50.067210386","192.168.15.8","130.185.238.170","MQTT","87","59039","15","1883","Publish Message (id=15) [devices-4]"
"1257","50.145460118","130.185.238.170","192.168.15.8","MQTT","85","1883","","59039","Publish Message [devices-4]"
"1259","50.221487345","130.185.238.170","192.168.15.8","MQTT","70","1883","15","59039","Publish Ack (id=15)"
"1269","51.168540405","192.168.15.8","130.185.238.170","MQTT","87","44115","12","1883","Publish Message (id=12) [devices-5]"
"1270","51.248315647","130.185.238.170","192.168.15.8","MQTT","85","1883","","44115","Publish Message [devices-5]"
"1272","51.328036134","130.185.238.170","192.168.15.8","MQTT","70","1883","12","44115","Publish Ack (id=12)"
"1275","51.760955929","192.168.15.8","130.185.238.170","MQTT","87","59039","16","1883","Publish Message (id=16) [devices-4]"
"1276","51.837410001","130.185.238.170","192.168.15.8","MQTT","85","1883","","59039","Publish Message [devices-4]"
"1278","51.913097233","130.185.238.170","192.168.15.8","MQTT","70","1883","16","59039","Publish Ack (id=16)"
"1288","52.745189076","192.168.15.8","130.185.238.170","MQTT","87","39995","15","1883","Publish Message (id=15) [devices-2]"
"1289","52.821721946","130.185.238.170","192.168.15.8","MQTT","85","1883","","39995","Publish Message [devices-2]"
"1291","52.897446630","130.185.238.170","192.168.15.8","MQTT","70","1883","15","39995","Publish Ack (id=15)"
"1293","53.143976988","192.168.15.8","130.185.238.170","MQTT","87","59595","17","1883","Publish Message (id=17) [devices-1]"
"1297","53.195456731","192.168.15.8","130.185.238.170","MQTT","87","44115","13","1883","Publish Message (id=13) [devices-5]"
"1298","53.223603594","130.185.238.170","192.168.15.8","MQTT","85","1883","","59595","Publish Message [devices-1]"
"1300","53.276271437","130.185.238.170","192.168.15.8","MQTT","85","1883","","44115","Publish Message [devices-5]"
"1302","53.303691237","130.185.238.170","192.168.15.8","MQTT","70","1883","17","59595","Publish Ack (id=17)"
"1304","53.356105265","130.185.238.170","192.168.15.8","MQTT","70","1883","13","44115","Publish Ack (id=13)"
"1309","53.647091330","192.168.15.8","130.185.238.170","MQTT","87","32823","15","1883","Publish Message (id=15) [devices-3]"
"1310","53.730925980","130.185.238.170","192.168.15.8","MQTT","85","1883","","32823","Publish Message [devices-3]"
"1312","53.810822096","130.185.238.170","192.168.15.8","MQTT","70","1883","15","32823","Publish Ack (id=15)"
"1316","54.449142175","192.168.15.8","130.185.238.170","MQTT","87","59595","18","1883","Publish Message (id=18) [devices-1]"
"1317","54.527838949","130.185.238.170","192.168.15.8","MQTT","85","1883","","59595","Publish Message [devices-1]"
"1319","54.607775691","130.185.238.170","192.168.15.8","MQTT","70","1883","18","59595","Publish Ack (id=18)"
"1321","55.096126360","192.168.15.8","130.185.238.170","MQTT","87","39995","16","1883","Publish Message (id=16) [devices-2]"
"1322","55.174877964","130.185.238.170","192.168.15.8","MQTT","85","1883","","39995","Publish Message [devices-2]"
"1324","55.249535099","130.185.238.170","192.168.15.8","MQTT","70","1883","16","39995","Publish Ack (id=16)"
"1328","55.320534808","192.168.15.8","130.185.238.170","MQTT","87","59039","17","1883","Publish Message (id=17) [devices-4]"
"1333","55.397394564","130.185.238.170","192.168.15.8","MQTT","85","1883","","59039","Publish Message [devices-4]"
"1335","55.473193545","130.185.238.170","192.168.15.8","MQTT","70","1883","17","59039","Publish Ack (id=17)"
"1369","56.237928655","192.168.15.8","130.185.238.170","MQTT","87","44115","14","1883","Publish Message (id=14) [devices-5]"
"1371","56.316109268","130.185.238.170","192.168.15.8","MQTT","85","1883","","44115","Publish Message [devices-5]"
"1374","56.395980792","130.185.238.170","192.168.15.8","MQTT","70","1883","14","44115","Publish Ack (id=14)"
"1377","56.831443419","192.168.15.8","130.185.238.170","MQTT","87","59595","19","1883","Publish Message (id=19) [devices-1]"
"1378","56.911788031","130.185.238.170","192.168.15.8","MQTT","85","1883","","59595","Publish Message [devices-1]"
"1380","56.991675131","130.185.238.170","192.168.15.8","MQTT","70","1883","19","59595","Publish Ack (id=19)"
"1410","57.348286281","192.168.15.8","130.185.238.170","MQTT","87","59039","18","1883","Publish Message (id=18) [devices-4]"
"1419","57.425353703","130.185.238.170","192.168.15.8","MQTT","85","1883","","59039","Publish Message [devices-4]"
"1421","57.501179450","130.185.238.170","192.168.15.8","MQTT","70","1883","18","59039","Publish Ack (id=18)"
"1425","58.201224924","192.168.15.8","130.185.238.170","MQTT","87","39995","17","1883","Publish Message (id=17) [devices-2]"
"1432","58.277699041","130.185.238.170","192.168.15.8","MQTT","85","1883","","39995","Publish Message [devices-2]"
"1434","58.354062280","130.185.238.170","192.168.15.8","MQTT","70","1883","17","39995","Publish Ack (id=17)"
"1436","58.709256146","192.168.15.8","130.185.238.170","MQTT","87","32823","16","1883","Publish Message (id=16) [devices-3]"
"1437","58.790884868","130.185.238.170","192.168.15.8","MQTT","85","1883","","32823","Publish Message [devices-3]"
"1439","58.870648409","130.185.238.170","192.168.15.8","MQTT","70","1883","16","32823","Publish Ack (id=16)"
"1485","59.992265284","192.168.15.8","130.185.238.170","MQTT","87","59039","19","1883","Publish Message (id=19) [devices-4]"
"1486","60.066170211","192.168.15.8","130.185.238.170","MQTT","87","44115","15","1883","Publish Message (id=15) [devices-5]"
"1487","60.069354182","130.185.238.170","192.168.15.8","MQTT","85","1883","","59039","Publish Message [devices-4]"
"1489","60.144199230","130.185.238.170","192.168.15.8","MQTT","85","1883","","44115","Publish Message [devices-5]"
"1491","60.145129666","130.185.238.170","192.168.15.8","MQTT","70","1883","19","59039","Publish Ack (id=19)"
