"No.","Time","Source","Destination","Protocol","Length","Source Port","Message Identifier","Destination Port","Info"
"577","44.201498255","192.168.15.8","130.185.238.170","MQTT","87","42707","3","1883","Publish Message (id=3) [devices-2]"
"579","44.283203293","130.185.238.170","192.168.15.8","MQTT","85","1883","","42707","Publish Message [devices-2]"
"581","44.363307281","130.185.238.170","192.168.15.8","MQTT","70","1883","3","42707","Publish Ack (id=3)"
"593","44.560329568","192.168.15.8","130.185.238.170","MQTT","89","59573","","1883","Connect Command"
"596","44.635850973","192.168.15.8","130.185.238.170","MQTT","103","59573","1,2","1883","Subscribe Request (id=1) [devices-7], Publish Message (id=2) [devices-7]"
"597","44.635818141","130.185.238.170","192.168.15.8","MQTT","70","1883","","59573","Connect Ack"
"600","44.699511793","192.168.15.8","130.185.238.170","MQTT","87","39557","3","1883","Publish Message (id=3) [devices-3]"
"602","44.711323778","130.185.238.170","192.168.15.8","MQTT","71","1883","1","59573","Subscribe Ack (id=1)"
"605","44.775243911","130.185.238.170","192.168.15.8","MQTT","85","1883","","39557","Publish Message [devices-3]"
"607","44.789549045","130.185.238.170","192.168.15.8","MQTT","89","1883","2","59573","Publish Message [devices-7], Publish Ack (id=2)"
"609","44.851333939","130.185.238.170","192.168.15.8","MQTT","70","1883","3","39557","Publish Ack (id=3)"
"621","45.560437262","192.168.15.8","130.185.238.170","MQTT","89","46129","","1883","Connect Command"
"623","45.639826502","192.168.15.8","130.185.238.170","MQTT","103","46129","1,2","1883","Subscribe Request (id=1) [devices-8], Publish Message (id=2) [devices-8]"
"624","45.639794043","130.185.238.170","192.168.15.8","MQTT","70","1883","","46129","Connect Ack"
"627","45.715215215","130.185.238.170","192.168.15.8","MQTT","71","1883","1","46129","Subscribe Ack (id=1)"
"629","45.791236504","130.185.238.170","192.168.15.8","MQTT","89","1883","2","46129","Publish Message [devices-8], Publish Ack (id=2)"
"631","45.864854309","192.168.15.8","130.185.238.170","MQTT","87","59573","3","1883","Publish Message (id=3) [devices-7]"
"633","45.940487161","130.185.238.170","192.168.15.8","MQTT","85","1883","","59573","Publish Message [devices-7]"
"635","46.015161388","130.185.238.170","192.168.15.8","MQTT","70","1883","3","59573","Publish Ack (id=3)"
"640","46.560378326","192.168.15.8","130.185.238.170","MQTT","89","35447","","1883","Connect Command"
"642","46.636305337","192.168.15.8","130.185.238.170","MQTT","103","35447","1,2","1883","Subscribe Request (id=1) [devices-9], Publish Message (id=2) [devices-9]"
"643","46.636265052","130.185.238.170","192.168.15.8","MQTT","70","1883","","35447","Connect Ack"
"647","46.711558491","130.185.238.170","192.168.15.8","MQTT","71","1883","1","35447","Subscribe Ack (id=1)"
"650","46.753489560","192.168.15.8","130.185.238.170","MQTT","87","39557","4","1883","Publish Message (id=4) [devices-3]"
"652","46.787501385","130.185.238.170","192.168.15.8","MQTT","89","1883","2","35447","Publish Message [devices-9], Publish Ack (id=2)"
"655","46.831659055","130.185.238.170","192.168.15.8","MQTT","85","1883","","39557","Publish Message [devices-3]"
"657","46.907245715","130.185.238.170","192.168.15.8","MQTT","70","1883","4","39557","Publish Ack (id=4)"
"659","47.034721942","192.168.15.8","130.185.238.170","MQTT","87","42337","3","1883","Publish Message (id=3) [devices-4]"
"661","47.114493624","130.185.238.170","192.168.15.8","MQTT","85","1883","","42337","Publish Message [devices-4]"
"664","47.194521690","130.185.238.170","192.168.15.8","MQTT","70","1883","3","42337","Publish Ack (id=3)"
"669","47.559316361","192.168.15.8","130.185.238.170","MQTT","90","54129","","1883","Connect Command"
"670","47.590310559","192.168.15.8","130.185.238.170","MQTT","87","59573","4","1883","Publish Message (id=4) [devices-7]"
"672","47.635281275","192.168.15.8","130.185.238.170","MQTT","105","54129","1,2","1883","Subscribe Request (id=1) [devices-10], Publish Message (id=2) [devices-10]"
"673","47.635251104","130.185.238.170","192.168.15.8","MQTT","70","1883","","54129","Connect Ack"
"675","47.664861833","192.168.15.8","130.185.238.170","MQTT","87","40831","3","1883","Publish Message (id=3) [devices-5]"
"677","47.668406174","130.185.238.170","192.168.15.8","MQTT","85","1883","","59573","Publish Message [devices-7]"
"680","47.710685630","130.185.238.170","192.168.15.8","MQTT","71","1883","1","54129","Subscribe Ack (id=1)"
"683","47.737344025","130.185.238.170","192.168.15.8","MQTT","85","1883","","40831","Publish Message [devices-5]"
"685","47.743150390","130.185.238.170","192.168.15.8","MQTT","70","1883","4","59573","Publish Ack (id=4)"
"687","47.786760935","130.185.238.170","192.168.15.8","MQTT","90","1883","2","54129","Publish Message [devices-10], Publish Ack (id=2)"
"689","47.813432640","130.185.238.170","192.168.15.8","MQTT","70","1883","3","40831","Publish Ack (id=3)"
"696","48.171476699","192.168.15.8","130.185.238.170","MQTT","87","45863","3","1883","Publish Message (id=3) [devices-6]"
"698","48.251222933","130.185.238.170","192.168.15.8","MQTT","85","1883","","45863","Publish Message [devices-6]"
"701","48.331217048","130.185.238.170","192.168.15.8","MQTT","70","1883","3","45863","Publish Ack (id=3)"
"703","48.481607470","192.168.15.8","130.185.238.170","MQTT","87","42707","4","1883","Publish Message (id=4) [devices-2]"
"706","48.563137689","130.185.238.170","192.168.15.8","MQTT","85","1883","","42707","Publish Message [devices-2]"
"710","48.564465828","192.168.15.8","130.185.238.170","MQTT","90","34463","","1883","Connect Command"
"711","48.643324671","130.185.238.170","192.168.15.8","MQTT","70","1883","4","42707","Publish Ack (id=4)"
"714","48.644606132","192.168.15.8","130.185.238.170","MQTT","105","34463","1,2","1883","Subscribe Request (id=1) [devices-11], Publish Message (id=2) [devices-11]"
"715","48.645157765","130.185.238.170","192.168.15.8","MQTT","70","1883","","34463","Connect Ack"
"718","48.727998588","130.185.238.170","192.168.15.8","MQTT","95","1883","1,2","34463","Subscribe Ack (id=1), Publish Message [devices-11], Publish Ack (id=2)"
"720","48.963909682","192.168.15.8","130.185.238.170","MQTT","87","40831","4","1883","Publish Message (id=4) [devices-5]"
"722","49.037299305","130.185.238.170","192.168.15.8","MQTT","85","1883","","40831","Publish Message [devices-5]"
"724","49.113779964","130.185.238.170","192.168.15.8","MQTT","70","1883","4","40831","Publish Ack (id=4)"
"732","49.535694529","192.168.15.8","130.185.238.170","MQTT","87","60295","4","1883","Publish Message (id=4) [devices-1]"
"735","49.567871883","192.168.15.8","130.185.238.170","MQTT","90","35461","","1883","Connect Command"
"736","49.611804428","130.185.238.170","192.168.15.8","MQTT","85","1883","","60295","Publish Message [devices-1]"
"739","49.647618744","192.168.15.8","130.185.238.170","MQTT","105","35461","1,2","1883","Subscribe Request (id=1) [devices-12], Publish Message (id=2) [devices-12]"
"740","49.647574664","130.185.238.170","192.168.15.8","MQTT","70","1883","","35461","Connect Ack"
"742","49.687724246","130.185.238.170","192.168.15.8","MQTT","70","1883","4","60295","Publish Ack (id=4)"
"745","49.727072121","130.185.238.170","192.168.15.8","MQTT","71","1883","1","35461","Subscribe Ack (id=1)"
"747","49.807154904","130.185.238.170","192.168.15.8","MQTT","90","1883","2","35461","Publish Message [devices-12], Publish Ack (id=2)"
"749","49.960675584","192.168.15.8","130.185.238.170","MQTT","87","42337","4","1883","Publish Message (id=4) [devices-4]"
"751","50.038487087","130.185.238.170","192.168.15.8","MQTT","85","1883","","42337","Publish Message [devices-4]"
"754","50.118830585","130.185.238.170","192.168.15.8","MQTT","70","1883","4","42337","Publish Ack (id=4)"
"765","50.560518088","192.168.15.8","130.185.238.170","MQTT","90","44627","","1883","Connect Command"
"767","50.636236812","192.168.15.8","130.185.238.170","MQTT","105","44627","1,2","1883","Subscribe Request (id=1) [devices-13], Publish Message (id=2) [devices-13]"
"768","50.636206044","130.185.238.170","192.168.15.8","MQTT","70","1883","","44627","Connect Ack"
"771","50.707793171","130.185.238.170","192.168.15.8","MQTT","71","1883","1","44627","Subscribe Ack (id=1)"
"773","50.779785071","130.185.238.170","192.168.15.8","MQTT","90","1883","2","44627","Publish Message [devices-13], Publish Ack (id=2)"
"775","50.816952552","192.168.15.8","130.185.238.170","MQTT","87","35447","3","1883","Publish Message (id=3) [devices-9]"
"777","50.895627764","130.185.238.170","192.168.15.8","MQTT","85","1883","","35447","Publish Message [devices-9]"
"781","50.950954063","192.168.15.8","130.185.238.170","MQTT","87","39557","5","1883","Publish Message (id=5) [devices-3]"
"782","50.971515604","192.168.15.8","130.185.238.170","MQTT","87","45863","4","1883","Publish Message (id=4) [devices-6]"
"783","50.971787573","130.185.238.170","192.168.15.8","MQTT","70","1883","3","35447","Publish Ack (id=3)"
"785","51.027546178","130.185.238.170","192.168.15.8","MQTT","85","1883","","39557","Publish Message [devices-3]"
"788","51.051177628","130.185.238.170","192.168.15.8","MQTT","85","1883","","45863","Publish Message [devices-6]"
"790","51.103487830","130.185.238.170","192.168.15.8","MQTT","70","1883","5","39557","Publish Ack (id=5)"
"792","51.131372218","130.185.238.170","192.168.15.8","MQTT","70","1883","4","45863","Publish Ack (id=4)"
"797","51.324475983","192.168.15.8","130.185.238.170","MQTT","87","60295","5","1883","Publish Message (id=5) [devices-1]"
"800","51.359097770","192.168.15.8","130.185.238.170","MQTT","87","46129","3","1883","Publish Message (id=3) [devices-8]"
"801","51.399786882","130.185.238.170","192.168.15.8","MQTT","85","1883","","60295","Publish Message [devices-1]"
"804","51.435058140","130.185.238.170","192.168.15.8","MQTT","85","1883","","46129","Publish Message [devices-8]"
"806","51.454782645","192.168.15.8","130.185.238.170","MQTT","87","42707","5","1883","Publish Message (id=5) [devices-2]"
"807","51.475579844","130.185.238.170","192.168.15.8","MQTT","70","1883","5","60295","Publish Ack (id=5)"
"810","51.510987987","130.185.238.170","192.168.15.8","MQTT","70","1883","3","46129","Publish Ack (id=3)"
"812","51.535190461","130.185.238.170","192.168.15.8","MQTT","85","1883","","42707","Publish Message [devices-2]"
"816","51.569336826","192.168.15.8","130.185.238.170","MQTT","90","51549","","1883","Connect Command"
"817","51.615274268","130.185.238.170","192.168.15.8","MQTT","70","1883","5","42707","Publish Ack (id=5)"
"820","51.653541379","192.168.15.8","130.185.238.170","MQTT","105","51549","1,2","1883","Subscribe Request (id=1) [devices-14], Publish Message (id=2) [devices-14]"
"821","51.653508594","130.185.238.170","192.168.15.8","MQTT","70","1883","","51549","Connect Ack"
"825","51.736349846","130.185.238.170","192.168.15.8","MQTT","71","1883","1","51549","Subscribe Ack (id=1)"
"827","51.816373635","130.185.238.170","192.168.15.8","MQTT","90","1883","2","51549","Publish Message [devices-14], Publish Ack (id=2)"
"830","51.975814697","192.168.15.8","130.185.238.170","MQTT","87","40831","5","1883","Publish Message (id=5) [devices-5]"
"831","52.049556013","130.185.238.170","192.168.15.8","MQTT","85","1883","","40831","Publish Message [devices-5]"
"833","52.125331828","130.185.238.170","192.168.15.8","MQTT","70","1883","5","40831","Publish Ack (id=5)"
"835","52.225789426","192.168.15.8","130.185.238.170","MQTT","87","59573","5","1883","Publish Message (id=5) [devices-7]"
"836","52.303361277","130.185.238.170","192.168.15.8","MQTT","85","1883","","59573","Publish Message [devices-7]"
"840","52.379114583","130.185.238.170","192.168.15.8","MQTT","70","1883","5","59573","Publish Ack (id=5)"
"846","52.548558298","192.168.15.8","130.185.238.170","MQTT","87","39557","6","1883","Publish Message (id=6) [devices-3]"
"849","52.560902554","192.168.15.8","130.185.238.170","MQTT","90","47077","","1883","Connect Command"
"850","52.623694152","130.185.238.170","192.168.15.8","MQTT","85","1883","","39557","Publish Message [devices-3]"
"853","52.636471680","192.168.15.8","130.185.238.170","MQTT","105","47077","1,2","1883","Subscribe Request (id=1) [devices-15], Publish Message (id=2) [devices-15]"
"854","52.636438540","130.185.238.170","192.168.15.8","MQTT","70","1883","","47077","Connect Ack"
"856","52.699417271","130.185.238.170","192.168.15.8","MQTT","70","1883","6","39557","Publish Ack (id=6)"
"859","52.707875159","130.185.238.170","192.168.15.8","MQTT","71","1883","1","47077","Subscribe Ack (id=1)"
"861","52.779854589","130.185.238.170","192.168.15.8","MQTT","90","1883","2","47077","Publish Message [devices-15], Publish Ack (id=2)"
"863","52.837627771","192.168.15.8","130.185.238.170","MQTT","88","44627","3","1883","Publish Message (id=3) [devices-13]"
"864","52.906056678","192.168.15.8","130.185.238.170","MQTT","88","54129","3","1883","Publish Message (id=3) [devices-10]"
"866","52.912922501","130.185.238.170","192.168.15.8","MQTT","86","1883","","44627","Publish Message [devices-13]"
"870","52.982728782","130.185.238.170","192.168.15.8","MQTT","86","1883","","54129","Publish Message [devices-10]"
"872","52.983515756","130.185.238.170","192.168.15.8","MQTT","70","1883","3","44627","Publish Ack (id=3)"
"874","53.050136291","192.168.15.8","130.185.238.170","MQTT","88","34463","3","1883","Publish Message (id=3) [devices-11]"
"875","53.058422004","130.185.238.170","192.168.15.8","MQTT","70","1883","3","54129","Publish Ack (id=3)"
"878","53.131994208","130.185.238.170","192.168.15.8","MQTT","86","1883","","34463","Publish Message [devices-11]"
"880","53.212071907","130.185.238.170","192.168.15.8","MQTT","70","1883","3","34463","Publish Ack (id=3)"
"883","53.293796295","192.168.15.8","130.185.238.170","MQTT","87","60295","6","1883","Publish Message (id=6) [devices-1]"
"884","53.331200882","192.168.15.8","130.185.238.170","MQTT","88","35461","3","1883","Publish Message (id=3) [devices-12]"
"885","53.355727360","192.168.15.8","130.185.238.170","MQTT","87","42337","5","1883","Publish Message (id=5) [devices-4]"
"886","53.371681231","130.185.238.170","192.168.15.8","MQTT","85","1883","","60295","Publish Message [devices-1]"
"889","53.410899884","130.185.238.170","192.168.15.8","MQTT","86","1883","","35461","Publish Message [devices-12]"
"893","53.434644717","130.185.238.170","192.168.15.8","MQTT","85","1883","","42337","Publish Message [devices-4]"
"896","53.447442093","130.185.238.170","192.168.15.8","MQTT","70","1883","6","60295","Publish Ack (id=6)"
"899","53.491358361","130.185.238.170","192.168.15.8","MQTT","70","1883","3","35461","Publish Ack (id=3)"
"901","53.501990072","192.168.15.8","130.185.238.170","MQTT","87","40831","6","1883","Publish Message (id=6) [devices-5]"
"902","53.514486666","130.185.238.170","192.168.15.8","MQTT","70","1883","5","42337","Publish Ack (id=5)"
"906","53.568104529","192.168.15.8","130.185.238.170","MQTT","90","41451","","1883","Connect Command"
"907","53.577501215","130.185.238.170","192.168.15.8","MQTT","85","1883","","40831","Publish Message [devices-5]"
"910","53.644241013","192.168.15.8","130.185.238.170","MQTT","105","41451","1,2","1883","Subscribe Request (id=1) [devices-16], Publish Message (id=2) [devices-16]"
"911","53.644207051","130.185.238.170","192.168.15.8","MQTT","70","1883","","41451","Connect Ack"
"913","53.653142479","130.185.238.170","192.168.15.8","MQTT","70","1883","6","40831","Publish Ack (id=6)"
"916","53.719407380","130.185.238.170","192.168.15.8","MQTT","71","1883","1","41451","Subscribe Ack (id=1)"
"918","53.795431770","130.185.238.170","192.168.15.8","MQTT","90","1883","2","41451","Publish Message [devices-16], Publish Ack (id=2)"
"920","54.034762094","192.168.15.8","130.185.238.170","MQTT","87","46129","4","1883","Publish Message (id=4) [devices-8]"
"921","54.102753969","192.168.15.8","130.185.238.170","MQTT","87","42707","6","1883","Publish Message (id=6) [devices-2]"
"922","54.111214705","130.185.238.170","192.168.15.8","MQTT","85","1883","","46129","Publish Message [devices-8]"
"924","54.183336180","130.185.238.170","192.168.15.8","MQTT","85","1883","","42707","Publish Message [devices-2]"
"926","54.187148959","130.185.238.170","192.168.15.8","MQTT","70","1883","4","46129","Publish Ack (id=4)"
"928","54.198093504","192.168.15.8","130.185.238.170","MQTT","87","39557","7","1883","Publish Message (id=7) [devices-3]"
"929","54.247820999","192.168.15.8","130.185.238.170","MQTT","87","35447","4","1883","Publish Message (id=4) [devices-9]"
"930","54.262989517","130.185.238.170","192.168.15.8","MQTT","70","1883","6","42707","Publish Ack (id=6)"
"932","54.275528763","130.185.238.170","192.168.15.8","MQTT","85","1883","","39557","Publish Message [devices-3]"
"935","54.326474439","130.185.238.170","192.168.15.8","MQTT","85","1883","","35447","Publish Message [devices-9]"
"937","54.351155355","130.185.238.170","192.168.15.8","MQTT","70","1883","7","39557","Publish Ack (id=7)"
"939","54.403409730","130.185.238.170","192.168.15.8","MQTT","70","1883","4","35447","Publish Ack (id=4)"
"945","54.564283443","192.168.15.8","130.185.238.170","MQTT","90","58855","","1883","Connect Command"
"947","54.636179055","192.168.15.8","130.185.238.170","MQTT","105","58855","1,2","1883","Subscribe Request (id=1) [devices-17], Publish Message (id=2) [devices-17]"
"948","54.636148506","130.185.238.170","192.168.15.8","MQTT","70","1883","","58855","Connect Ack"
"954","54.707511188","130.185.238.170","192.168.15.8","MQTT","71","1883","1","58855","Subscribe Ack (id=1)"
"956","54.779581622","130.185.238.170","192.168.15.8","MQTT","90","1883","2","58855","Publish Message [devices-17], Publish Ack (id=2)"
"963","55.253383231","192.168.15.8","130.185.238.170","MQTT","87","40831","7","1883","Publish Message (id=7) [devices-5]"
"964","55.329475558","130.185.238.170","192.168.15.8","MQTT","85","1883","","40831","Publish Message [devices-5]"
"967","55.405345910","130.185.238.170","192.168.15.8","MQTT","70","1883","7","40831","Publish Ack (id=7)"
"969","55.413012026","192.168.15.8","130.185.238.170","MQTT","87","42707","7","1883","Publish Message (id=7) [devices-2]"
"971","55.442463691","192.168.15.8","130.185.238.170","MQTT","88","41451","3","1883","Publish Message (id=3) [devices-16]"
"976","55.495150785","130.185.238.170","192.168.15.8","MQTT","85","1883","","42707","Publish Message [devices-2]"
"981","55.519395198","130.185.238.170","192.168.15.8","MQTT","86","1883","","41451","Publish Message [devices-16]"
"985","55.571342300","192.168.15.8","130.185.238.170","MQTT","90","51977","","1883","Connect Command"
"986","55.575232004","130.185.238.170","192.168.15.8","MQTT","70","1883","7","42707","Publish Ack (id=7)"
"988","55.595583076","130.185.238.170","192.168.15.8","MQTT","70","1883","3","41451","Publish Ack (id=3)"
"995","55.651276631","192.168.15.8","130.185.238.170","MQTT","105","51977","1,2","1883","Subscribe Request (id=1) [devices-18], Publish Message (id=2) [devices-18]"
"996","55.651244133","130.185.238.170","192.168.15.8","MQTT","70","1883","","51977","Connect Ack"
"999","55.731392737","130.185.238.170","192.168.15.8","MQTT","71","1883","1","51977","Subscribe Ack (id=1)"
"1001","55.757075332","192.168.15.8","130.185.238.170","MQTT","87","59573","6","1883","Publish Message (id=6) [devices-7]"
"1007","55.810419109","130.185.238.170","192.168.15.8","MQTT","90","1883","2","51977","Publish Message [devices-18], Publish Ack (id=2)"
"1009","55.811047538","192.168.15.8","130.185.238.170","MQTT","88","51549","3","1883","Publish Message (id=3) [devices-14]"
"1013","55.835275450","130.185.238.170","192.168.15.8","MQTT","85","1883","","59573","Publish Message [devices-7]"
"1016","55.892100209","130.185.238.170","192.168.15.8","MQTT","86","1883","","51549","Publish Message [devices-14]"
"1018","55.911287235","130.185.238.170","192.168.15.8","MQTT","70","1883","6","59573","Publish Ack (id=6)"
"1022","55.972351691","130.185.238.170","192.168.15.8","MQTT","70","1883","3","51549","Publish Ack (id=3)"
"1029","56.007442776","192.168.15.8","130.185.238.170","MQTT","88","34463","4","1883","Publish Message (id=4) [devices-11]"
"1031","56.088197624","130.185.238.170","192.168.15.8","MQTT","86","1883","","34463","Publish Message [devices-11]"
"1036","56.168180748","130.185.238.170","192.168.15.8","MQTT","70","1883","4","34463","Publish Ack (id=4)"
"1043","56.323341889","192.168.15.8","130.185.238.170","MQTT","87","45863","5","1883","Publish Message (id=5) [devices-6]"
"1044","56.351764513","192.168.15.8","130.185.238.170","MQTT","87","60295","7","1883","Publish Message (id=7) [devices-1]"
"1045","56.403382866","130.185.238.170","192.168.15.8","MQTT","85","1883","","45863","Publish Message [devices-6]"
"1047","56.427779536","130.185.238.170","192.168.15.8","MQTT","85","1883","","60295","Publish Message [devices-1]"
"1049","56.483266375","130.185.238.170","192.168.15.8","MQTT","70","1883","5","45863","Publish Ack (id=5)"
"1055","56.503757506","130.185.238.170","192.168.15.8","MQTT","70","1883","7","60295","Publish Ack (id=7)"
"1057","56.512514286","192.168.15.8","130.185.238.170","MQTT","88","44627","4","1883","Publish Message (id=4) [devices-13]"
"1067","56.567296149","192.168.15.8","130.185.238.170","MQTT","88","47077","3","1883","Publish Message (id=3) [devices-15]"
"1071","56.572128398","192.168.15.8","130.185.238.170","MQTT","90","55495","","1883","Connect Command"
"1074","56.583825669","130.185.238.170","192.168.15.8","MQTT","86","1883","","44627","Publish Message [devices-13]"
"1077","56.639823428","130.185.238.170","192.168.15.8","MQTT","86","1883","","47077","Publish Message [devices-15]"
"1080","56.652022035","192.168.15.8","130.185.238.170","MQTT","105","55495","1,2","1883","Subscribe Request (id=1) [devices-19], Publish Message (id=2) [devices-19]"
"1081","56.651987373","130.185.238.170","192.168.15.8","MQTT","70","1883","","55495","Connect Ack"
"1083","56.655540462","130.185.238.170","192.168.15.8","MQTT","70","1883","4","44627","Publish Ack (id=4)"
"1090","56.685370214","192.168.15.8","130.185.238.170","MQTT","88","54129","4","1883","Publish Message (id=4) [devices-10]"
"1092","56.711842533","130.185.238.170","192.168.15.8","MQTT","70","1883","3","47077","Publish Ack (id=3)"
"1095","56.731606662","130.185.238.170","192.168.15.8","MQTT","71","1883","1","55495","Subscribe Ack (id=1)"
"1098","56.762619247","130.185.238.170","192.168.15.8","MQTT","86","1883","","54129","Publish Message [devices-10]"
"1100","56.804150437","192.168.15.8","130.185.238.170","MQTT","87","46129","5","1883","Publish Message (id=5) [devices-8]"
"1101","56.811490519","130.185.238.170","192.168.15.8","MQTT","90","1883","2","55495","Publish Message [devices-19], Publish Ack (id=2)"
"1103","56.838638795","130.185.238.170","192.168.15.8","MQTT","70","1883","4","54129","Publish Ack (id=4)"
"1105","56.879301940","130.185.238.170","192.168.15.8","MQTT","85","1883","","46129","Publish Message [devices-8]"
"1107","56.955167408","130.185.238.170","192.168.15.8","MQTT","70","1883","5","46129","Publish Ack (id=5)"
"1110","56.991396414","192.168.15.8","130.185.238.170","MQTT","87","39557","8","1883","Publish Message (id=8) [devices-3]"
"1111","57.067499647","130.185.238.170","192.168.15.8","MQTT","85","1883","","39557","Publish Message [devices-3]"
"1113","57.143443782","130.185.238.170","192.168.15.8","MQTT","70","1883","8","39557","Publish Ack (id=8)"
"1118","57.235213432","192.168.15.8","130.185.238.170","MQTT","88","34463","5","1883","Publish Message (id=5) [devices-11]"
"1119","57.316247598","130.185.238.170","192.168.15.8","MQTT","86","1883","","34463","Publish Message [devices-11]"
"1127","57.396057384","130.185.238.170","192.168.15.8","MQTT","70","1883","5","34463","Publish Ack (id=5)"
"1136","57.568726910","192.168.15.8","130.185.238.170","MQTT","90","41609","","1883","Connect Command"
"1141","57.648466967","192.168.15.8","130.185.238.170","MQTT","105","41609","1,2","1883","Subscribe Request (id=1) [devices-20], Publish Message (id=2) [devices-20]"
"1142","57.648439368","130.185.238.170","192.168.15.8","MQTT","70","1883","","41609","Connect Ack"
"1158","57.723823244","130.185.238.170","192.168.15.8","MQTT","71","1883","1","41609","Subscribe Ack (id=1)"
"1164","57.762591442","192.168.15.8","130.185.238.170","MQTT","88","35461","4","1883","Publish Message (id=4) [devices-12]"
"1165","57.799781751","130.185.238.170","192.168.15.8","MQTT","90","1883","2","41609","Publish Message [devices-20], Publish Ack (id=2)"
"1168","57.844611046","130.185.238.170","192.168.15.8","MQTT","86","1883","","35461","Publish Message [devices-12]"
"1170","57.870499805","192.168.15.8","130.185.238.170","MQTT","87","42707","8","1883","Publish Message (id=8) [devices-2]"
"1172","57.923071668","130.185.238.170","192.168.15.8","MQTT","70","1883","4","35461","Publish Ack (id=4)"
"1175","57.951460097","130.185.238.170","192.168.15.8","MQTT","85","1883","","42707","Publish Message [devices-2]"
"1177","58.031018324","130.185.238.170","192.168.15.8","MQTT","70","1883","8","42707","Publish Ack (id=8)"
"1181","58.479320261","192.168.15.8","130.185.238.170","MQTT","88","34463","6","1883","Publish Message (id=6) [devices-11]"
"1182","58.560053368","130.185.238.170","192.168.15.8","MQTT","86","1883","","34463","Publish Message [devices-11]"
