"No.","Time","Source","Destination","Protocol","Length","Message Type","Destination Port","Source Port","Message","Message Identifier","Info"
"216","21.593103828","192.168.15.2","45.179.91.194","MQTT","124","Connect Command","1883","33099","","","Connect Command"
"217","21.593514875","192.168.15.2","45.179.91.194","MQTT","124","Connect Command","1883","36811","","","Connect Command"
"222","21.595936534","192.168.15.2","45.179.91.194","MQTT","124","Connect Command","1883","42327","","","Connect Command"
"223","21.596027195","192.168.15.2","45.179.91.194","MQTT","124","Connect Command","1883","49891","","","Connect Command"
"226","21.596181467","192.168.15.2","45.179.91.194","MQTT","124","Connect Command","1883","46033","","","Connect Command"
"229","21.596739873","192.168.15.2","45.179.91.194","MQTT","124","Connect Command","1883","59005","","","Connect Command"
"232","21.596900717","192.168.15.2","45.179.91.194","MQTT","124","Connect Command","1883","48975","","","Connect Command"
"235","21.597159316","192.168.15.2","45.179.91.194","MQTT","124","Connect Command","1883","48961","","","Connect Command"
"242","21.604536917","192.168.15.2","45.179.91.194","MQTT","124","Connect Command","1883","43243","","","Connect Command"
"243","21.604584276","45.179.91.194","192.168.15.2","MQTT","70","Connect Ack","33099","1883","","","Connect Ack"
"245","21.604642787","45.179.91.194","192.168.15.2","MQTT","70","Connect Ack","36811","1883","","","Connect Ack"
"247","21.605009110","192.168.15.2","45.179.91.194","MQTT","124","Connect Command","1883","39299","","","Connect Command"
"251","21.613467093","45.179.91.194","192.168.15.2","MQTT","70","Connect Ack","49891","1883","","","Connect Ack"
"253","21.613537065","45.179.91.194","192.168.15.2","MQTT","70","Connect Ack","42327","1883","","","Connect Ack"
"255","21.613595145","45.179.91.194","192.168.15.2","MQTT","70","Connect Ack","46033","1883","","","Connect Ack"
"259","21.613832664","45.179.91.194","192.168.15.2","MQTT","70","Connect Ack","59005","1883","","","Connect Ack"
"261","21.613933765","45.179.91.194","192.168.15.2","MQTT","70","Connect Ack","48975","1883","","","Connect Ack"
"264","21.614084881","45.179.91.194","192.168.15.2","MQTT","70","Connect Ack","48961","1883","","","Connect Ack"
"268","21.615785116","45.179.91.194","192.168.15.2","MQTT","70","Connect Ack","43243","1883","","","Connect Ack"
"270","21.615843457","45.179.91.194","192.168.15.2","MQTT","70","Connect Ack","39299","1883","","","Connect Ack"
"282","23.595414365","192.168.15.2","45.179.91.194","MQTT","117","Subscribe Request","1883","36811","","1","Subscribe Request (id=1) [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"283","23.595650001","192.168.15.2","45.179.91.194","MQTT","117","Subscribe Request","1883","33099","","1","Subscribe Request (id=1) [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"284","23.599236834","192.168.15.2","45.179.91.194","MQTT","117","Subscribe Request","1883","48975","","1","Subscribe Request (id=1) [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"285","23.599295264","192.168.15.2","45.179.91.194","MQTT","117","Subscribe Request","1883","48961","","1","Subscribe Request (id=1) [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"286","23.599363794","192.168.15.2","45.179.91.194","MQTT","117","Subscribe Request","1883","59005","","1","Subscribe Request (id=1) [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"287","23.599465907","192.168.15.2","45.179.91.194","MQTT","117","Subscribe Request","1883","49891","","1","Subscribe Request (id=1) [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
"288","23.599516853","192.168.15.2","45.179.91.194","MQTT","117","Subscribe Request","1883","42327","","1","Subscribe Request (id=1) [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"289","23.599581776","192.168.15.2","45.179.91.194","MQTT","117","Subscribe Request","1883","46033","","1","Subscribe Request (id=1) [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"291","23.607113769","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","33099","7b276d657373616765273a20275959685977393546447a4c7a397166337949784d6a6452â\200\246","2","Publish Message (id=2) [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"292","23.607158874","45.179.91.194","192.168.15.2","MQTT","71","Subscribe Ack","33099","1883","","1","Subscribe Ack (id=1)"
"295","23.607246510","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","36811","7b276d657373616765273a20276c7745327943675a78725847463734795044774a383953â\200\246","2","Publish Message (id=2) [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"296","23.607254034","45.179.91.194","192.168.15.2","MQTT","71","Subscribe Ack","36811","1883","","1","Subscribe Ack (id=1)"
"298","23.607381325","192.168.15.2","45.179.91.194","MQTT","117","Subscribe Request","1883","39299","","1","Subscribe Request (id=1) [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"299","23.607599457","192.168.15.2","45.179.91.194","MQTT","117","Subscribe Request","1883","43243","","1","Subscribe Request (id=1) [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"302","23.611107060","45.179.91.194","192.168.15.2","MQTT","71","Subscribe Ack","42327","1883","","1","Subscribe Ack (id=1)"
"304","23.611107311","45.179.91.194","192.168.15.2","MQTT","71","Subscribe Ack","49891","1883","","1","Subscribe Ack (id=1)"
"305","23.611292210","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","49891","7b276d657373616765273a202774687a5572756539577a7a594258314b5356414e43506câ\200\246","2","Publish Message (id=2) [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
"306","23.611309693","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","42327","7b276d657373616765273a202766666e30577061656b3979437067464d6a675a4f52746câ\200\246","2","Publish Message (id=2) [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"308","23.611337476","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","46033","7b276d657373616765273a20277a346d635a5a5048755a6f72326e524e4b45333437366aâ\200\246","2","Publish Message (id=2) [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"310","23.611367683","45.179.91.194","192.168.15.2","MQTT","71","Subscribe Ack","46033","1883","","1","Subscribe Ack (id=1)"
"313","23.611368104","45.179.91.194","192.168.15.2","MQTT","71","Subscribe Ack","59005","1883","","1","Subscribe Ack (id=1)"
"315","23.611491086","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","59005","7b276d657373616765273a20276249564b326e6931794c31496550614977644b44677255â\200\246","2","Publish Message (id=2) [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"316","23.611505413","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48975","7b276d657373616765273a2027356f326f337752705048464348694d6c6d64516632464bâ\200\246","2","Publish Message (id=2) [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"318","23.611528226","45.179.91.194","192.168.15.2","MQTT","71","Subscribe Ack","48975","1883","","1","Subscribe Ack (id=1)"
"321","23.611917963","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48961","7b276d657373616765273a20274a58685533746b536771304e3762357169693957794e46â\200\246","2","Publish Message (id=2) [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"322","23.611956957","45.179.91.194","192.168.15.2","MQTT","71","Subscribe Ack","48961","1883","","1","Subscribe Ack (id=1)"
"326","23.619105896","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","43243","7b276d657373616765273a202757665576314133454d7750344639674a3372336674366eâ\200\246","2","Publish Message (id=2) [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"328","23.619116155","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","33099","1883","7b276d657373616765273a20275959685977393546447a4c7a397166337949784d6a6452â\200\246","","Publish Message [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"329","23.619186318","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","39299","7b276d657373616765273a202747444e5642694c3675575971436b44776a6544336b3654â\200\246","2","Publish Message (id=2) [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"331","23.619213710","45.179.91.194","192.168.15.2","MQTT","71","Subscribe Ack","43243","1883","","1","Subscribe Ack (id=1)"
"333","23.619214040","45.179.91.194","192.168.15.2","MQTT","71","Subscribe Ack","39299","1883","","1","Subscribe Ack (id=1)"
"336","23.619395463","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","36811","1883","7b276d657373616765273a20276c7745327943675a78725847463734795044774a383953â\200\246","","Publish Message [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"340","23.623077777","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","49891","1883","7b276d657373616765273a202774687a5572756539577a7a594258314b5356414e43506câ\200\246","","Publish Message [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
"343","23.623186763","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","42327","1883","7b276d657373616765273a202766666e30577061656b3979437067464d6a675a4f52746câ\200\246","","Publish Message [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"345","23.623235164","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","46033","1883","7b276d657373616765273a20277a346d635a5a5048755a6f72326e524e4b45333437366aâ\200\246","","Publish Message [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"349","23.623471341","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","59005","1883","7b276d657373616765273a20276249564b326e6931794c31496550614977644b44677255â\200\246","","Publish Message [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"351","23.623591047","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48975","1883","7b276d657373616765273a2027356f326f337752705048464348694d6c6d64516632464bâ\200\246","","Publish Message [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"354","23.624065755","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48961","1883","7b276d657373616765273a20274a58685533746b536771304e3762357169693957794e46â\200\246","","Publish Message [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"357","23.630997903","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","33099","1883","","2","Publish Ack (id=2)"
"360","23.631101770","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","43243","1883","7b276d657373616765273a202757665576314133454d7750344639674a3372336674366eâ\200\246","","Publish Message [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"362","23.631207640","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","39299","1883","7b276d657373616765273a202747444e5642694c3675575971436b44776a6544336b3654â\200\246","","Publish Message [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"363","23.631207790","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","36811","1883","","2","Publish Ack (id=2)"
"366","23.634906735","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","42327","1883","","2","Publish Ack (id=2)"
"367","23.634907116","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","49891","1883","","2","Publish Ack (id=2)"
"370","23.635034226","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","46033","1883","","2","Publish Ack (id=2)"
"372","23.635373928","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","59005","1883","","2","Publish Ack (id=2)"
"374","23.635417040","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48975","1883","","2","Publish Ack (id=2)"
"376","23.635940860","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48961","1883","","2","Publish Ack (id=2)"
"378","23.642927061","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","39299","1883","","2","Publish Ack (id=2)"
"379","23.642927452","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","43243","1883","","2","Publish Ack (id=2)"
"398","24.900137505","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","36811","7b276d657373616765273a202772414263394d565450596e395879444755365330526130â\200\246","3","Publish Message (id=3) [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"400","24.911619046","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","36811","1883","7b276d657373616765273a202772414263394d565450596e395879444755365330526130â\200\246","","Publish Message [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"402","24.923509631","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","36811","1883","","3","Publish Ack (id=3)"
"415","25.165365055","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48975","7b276d657373616765273a2027345a336f50347267503374334a35774855446e76474457â\200\246","3","Publish Message (id=3) [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"417","25.175633442","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48975","1883","7b276d657373616765273a2027345a336f50347267503374334a35774855446e76474457â\200\246","","Publish Message [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"419","25.187744374","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48975","1883","","3","Publish Ack (id=3)"
"426","26.044954282","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","33099","7b276d657373616765273a2027634753386b5249783351445869366567755a564d486d6fâ\200\246","3","Publish Message (id=3) [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"428","26.055132930","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","33099","1883","7b276d657373616765273a2027634753386b5249783351445869366567755a564d486d6fâ\200\246","","Publish Message [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"430","26.066947882","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","33099","1883","","3","Publish Ack (id=3)"
"436","26.616919112","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","43243","7b276d657373616765273a202738466776675464346750654751654b62584378334c436fâ\200\246","3","Publish Message (id=3) [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"439","26.627281317","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","43243","1883","7b276d657373616765273a202738466776675464346750654751654b62584378334c436fâ\200\246","","Publish Message [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"442","26.639011288","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","43243","1883","","3","Publish Ack (id=3)"
"446","26.917644562","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48975","7b276d657373616765273a2027426934554d513955414b30395975556c4b48506c4c6968â\200\246","4","Publish Message (id=4) [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"447","26.927934440","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48975","1883","7b276d657373616765273a2027426934554d513955414b30395975556c4b48506c4c6968â\200\246","","Publish Message [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"449","26.939528144","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48975","1883","","4","Publish Ack (id=4)"
"451","27.004478205","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","59005","7b276d657373616765273a2027613078325172756e594a79327941496b3877685a4b6443â\200\246","3","Publish Message (id=3) [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"453","27.015729941","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","59005","1883","7b276d657373616765273a2027613078325172756e594a79327941496b3877685a4b6443â\200\246","","Publish Message [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"455","27.027475652","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","59005","1883","","3","Publish Ack (id=3)"
"459","27.449380296","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","33099","7b276d657373616765273a202755496350556a31365642327457386d6d4a306a43624758â\200\246","4","Publish Message (id=4) [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"460","27.459469484","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","33099","1883","7b276d657373616765273a202755496350556a31365642327457386d6d4a306a43624758â\200\246","","Publish Message [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"462","27.470972326","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","33099","1883","","4","Publish Ack (id=4)"
"464","27.510697496","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48961","7b276d657373616765273a202762313830737350506a426678636d704b5a4b4b42515332â\200\246","3","Publish Message (id=3) [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"466","27.524266796","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48961","1883","7b276d657373616765273a202762313830737350506a426678636d704b5a4b4b42515332â\200\246","","Publish Message [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"468","27.536234326","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48961","1883","","3","Publish Ack (id=3)"
"475","28.342437363","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","42327","7b276d657373616765273a202748414433385731667165757070464643654239426e6331â\200\246","3","Publish Message (id=3) [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"477","28.351368080","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","42327","1883","7b276d657373616765273a202748414433385731667165757070464643654239426e6331â\200\246","","Publish Message [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"479","28.362902913","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","42327","1883","","3","Publish Ack (id=3)"
"481","28.582786816","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","46033","7b276d657373616765273a202772654a49365868486e4d4d516b74305665593558326e43â\200\246","3","Publish Message (id=3) [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"482","28.582801033","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","39299","7b276d657373616765273a202751594c31336f785749463647706151664f445268543564â\200\246","3","Publish Message (id=3) [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"485","28.595295139","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","46033","1883","7b276d657373616765273a202772654a49365868486e4d4d516b74305665593558326e43â\200\246","","Publish Message [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"487","28.595354131","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","39299","1883","7b276d657373616765273a202751594c31336f785749463647706151664f445268543564â\200\246","","Publish Message [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"489","28.607948567","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","39299","1883","","3","Publish Ack (id=3)"
"490","28.607948947","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","46033","1883","","3","Publish Ack (id=3)"
"493","28.627733801","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48961","7b276d657373616765273a20275063346d6632514e614c46425835504e4c6a344a596e36â\200\246","4","Publish Message (id=4) [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"494","28.640623776","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48961","1883","7b276d657373616765273a20275063346d6632514e614c46425835504e4c6a344a596e36â\200\246","","Publish Message [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"496","28.652500846","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48961","1883","","4","Publish Ack (id=4)"
"500","28.744997598","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","49891","7b276d657373616765273a20277058613634317333776b73705a41684d4530306b307769â\200\246","3","Publish Message (id=3) [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
"503","28.755246499","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","49891","1883","7b276d657373616765273a20277058613634317333776b73705a41684d4530306b307769â\200\246","","Publish Message [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
"506","28.767263252","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","49891","1883","","3","Publish Ack (id=3)"
"509","29.092568391","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","33099","7b276d657373616765273a202767483372656c3448794c716874664a644c53346943366câ\200\246","5","Publish Message (id=5) [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"510","29.103317749","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","33099","1883","7b276d657373616765273a202767483372656c3448794c716874664a644c53346943366câ\200\246","","Publish Message [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"512","29.114980773","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","33099","1883","","5","Publish Ack (id=5)"
"514","29.475185128","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","36811","7b276d657373616765273a20273769656c743474474c6431426d473949337961544b7070â\200\246","4","Publish Message (id=4) [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"515","29.487655359","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","36811","1883","7b276d657373616765273a20273769656c743474474c6431426d473949337961544b7070â\200\246","","Publish Message [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"517","29.499375584","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","36811","1883","","4","Publish Ack (id=4)"
"519","29.568133726","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","43243","7b276d657373616765273a2027436b6e784d72636f6953614d3836427a455263564a3470â\200\246","4","Publish Message (id=4) [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"520","29.579444755","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","43243","1883","7b276d657373616765273a2027436b6e784d72636f6953614d3836427a455263564a3470â\200\246","","Publish Message [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"522","29.590990107","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","43243","1883","","4","Publish Ack (id=4)"
"524","29.647312725","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","39299","7b276d657373616765273a2027427343706e676c52384a357970786374694f4b6f4d7a4fâ\200\246","4","Publish Message (id=4) [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"525","29.659399281","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","39299","1883","7b276d657373616765273a2027427343706e676c52384a357970786374694f4b6f4d7a4fâ\200\246","","Publish Message [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"527","29.671054781","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","39299","1883","","4","Publish Ack (id=4)"
"534","30.342437348","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","59005","7b276d657373616765273a202734314430586e466a59356e525854426a72364b75486d41â\200\246","4","Publish Message (id=4) [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"535","30.356166339","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","59005","1883","7b276d657373616765273a202734314430586e466a59356e525854426a72364b75486d41â\200\246","","Publish Message [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"537","30.368499333","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","59005","1883","","4","Publish Ack (id=4)"
"539","30.646997984","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48975","7b276d657373616765273a20274e7761537366303078614c6b4f314334634143626f5064â\200\246","5","Publish Message (id=5) [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"540","30.659805323","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48975","1883","7b276d657373616765273a20274e7761537366303078614c6b4f314334634143626f5064â\200\246","","Publish Message [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"542","30.672153012","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48975","1883","","5","Publish Ack (id=5)"
"544","30.887145369","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","36811","7b276d657373616765273a2027476b5a6a42366448613555353572584575644659466168â\200\246","5","Publish Message (id=5) [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"545","30.899636801","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","36811","1883","7b276d657373616765273a2027476b5a6a42366448613555353572584575644659466168â\200\246","","Publish Message [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"547","30.911814880","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","36811","1883","","5","Publish Ack (id=5)"
"549","31.076612699","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","39299","7b276d657373616765273a20273333384d3473704248653665363130517544426e66654aâ\200\246","5","Publish Message (id=5) [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"550","31.087422702","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","39299","1883","7b276d657373616765273a20273333384d3473704248653665363130517544426e66654aâ\200\246","","Publish Message [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"552","31.099320351","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","39299","1883","","5","Publish Ack (id=5)"
"559","31.622107212","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","42327","7b276d657373616765273a20277153774a30386c706742614f7a5a4a735673355a763639â\200\246","4","Publish Message (id=4) [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"560","31.631552593","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","42327","1883","7b276d657373616765273a20277153774a30386c706742614f7a5a4a735673355a763639â\200\246","","Publish Message [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"562","31.643078320","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","42327","1883","","4","Publish Ack (id=4)"
"564","32.362987123","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","39299","7b276d657373616765273a20277469754539325a706e79774b6a337236384d3742354934â\200\246","6","Publish Message (id=6) [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"565","32.375308302","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","39299","1883","7b276d657373616765273a20277469754539325a706e79774b6a337236384d3742354934â\200\246","","Publish Message [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"567","32.387436718","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","39299","1883","","6","Publish Ack (id=6)"
"569","32.458968358","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","36811","7b276d657373616765273a202769374a45306e45484c4d586c556241333974556f364265â\200\246","6","Publish Message (id=6) [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"570","32.471944776","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","36811","1883","7b276d657373616765273a202769374a45306e45484c4d586c556241333974556f364265â\200\246","","Publish Message [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"573","32.483366456","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","36811","1883","","6","Publish Ack (id=6)"
"579","32.566858424","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","46033","7b276d657373616765273a20276d474b614f4e36687535425132583658704a6e36386a30â\200\246","4","Publish Message (id=4) [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"580","32.579661465","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","46033","1883","7b276d657373616765273a20276d474b614f4e36687535425132583658704a6e36386a30â\200\246","","Publish Message [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"582","32.591054901","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","46033","1883","","4","Publish Ack (id=4)"
"584","33.048303043","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","42327","7b276d657373616765273a202761374437394349394b4f4c665551634b50686b53397046â\200\246","5","Publish Message (id=5) [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"585","33.059331350","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","42327","1883","7b276d657373616765273a202761374437394349394b4f4c665551634b50686b53397046â\200\246","","Publish Message [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"587","33.070979557","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","42327","1883","","5","Publish Ack (id=5)"
"594","33.617035386","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","49891","7b276d657373616765273a202778724567687a6c46476e367333397530637a686b486842â\200\246","4","Publish Message (id=4) [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
