"No.","Time","Source","Destination","Protocol","Length","Message Type","Destination Port","Source Port","Message","Message Identifier","Info"
"936","50.775231059","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","49891","1883","7b276d657373616765273a20276a356f76554e564f393770626c6a43626e74615a464668â\200\246","","Publish Message [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
"938","50.787151353","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","49891","1883","","9","Publish Ack (id=9)"
"940","51.110915491","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","59005","7b276d657373616765273a202767514337716248526d7463454b59304b62534873324673â\200\246","9","Publish Message (id=9) [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"942","51.123646809","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","59005","1883","7b276d657373616765273a202767514337716248526d7463454b59304b62534873324673â\200\246","","Publish Message [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"944","51.135442978","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","59005","1883","","9","Publish Ack (id=9)"
"950","51.218819544","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","36811","7b276d657373616765273a20277557574b6873315a7338616175786e4451415445716d52â\200\246","12","Publish Message (id=12) [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"951","51.231613941","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","36811","1883","7b276d657373616765273a20277557574b6873315a7338616175786e4451415445716d52â\200\246","","Publish Message [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"953","51.243437763","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","36811","1883","","12","Publish Ack (id=12)"
"955","51.440938375","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48975","7b276d657373616765273a2027584f364675344e3053663436443635757266477a4a4366â\200\246","10","Publish Message (id=10) [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"956","51.452045602","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48975","1883","7b276d657373616765273a2027584f364675344e3053663436443635757266477a4a4366â\200\246","","Publish Message [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"958","51.463722827","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48975","1883","","10","Publish Ack (id=10)"
"960","51.923352138","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","42327","7b276d657373616765273a20273557344f6c793049614c546d5354554e4b637330765a56â\200\246","11","Publish Message (id=11) [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"961","51.935253006","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","42327","1883","7b276d657373616765273a20273557344f6c793049614c546d5354554e4b637330765a56â\200\246","","Publish Message [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"963","51.947028556","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","42327","1883","","11","Publish Ack (id=11)"
"965","51.991325904","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","33099","7b276d657373616765273a202758727a74494e59347046304b3534476436707334534b6câ\200\246","11","Publish Message (id=11) [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"966","52.003342861","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","33099","1883","7b276d657373616765273a202758727a74494e59347046304b3534476436707334534b6câ\200\246","","Publish Message [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"968","52.007700964","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","43243","7b276d657373616765273a2027523447716751785855476339614a494f4c4a4564546f57â\200\246","9","Publish Message (id=9) [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"969","52.014958710","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","33099","1883","","11","Publish Ack (id=11)"
"971","52.019097126","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","43243","1883","7b276d657373616765273a2027523447716751785855476339614a494f4c4a4564546f57â\200\246","","Publish Message [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"973","52.031065842","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","43243","1883","","9","Publish Ack (id=9)"
"980","52.652890099","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","39299","7b276d657373616765273a2027744d78333775677545553278683637354e673633716d42â\200\246","12","Publish Message (id=12) [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"981","52.663457405","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","39299","1883","7b276d657373616765273a2027744d78333775677545553278683637354e673633716d42â\200\246","","Publish Message [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"983","52.675109923","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","39299","1883","","12","Publish Ack (id=12)"
"985","53.061381665","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","46033","7b276d657373616765273a2027457051364e565a356e7a4c664167473233357370333366â\200\246","10","Publish Message (id=10) [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"986","53.071372670","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","46033","1883","7b276d657373616765273a2027457051364e565a356e7a4c664167473233357370333366â\200\246","","Publish Message [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"988","53.083216731","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","46033","1883","","10","Publish Ack (id=10)"
"990","53.209344892","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","33099","7b276d657373616765273a2027594839767835695a7744364f3654574a4476776a73434dâ\200\246","12","Publish Message (id=12) [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"991","53.219736975","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","33099","1883","7b276d657373616765273a2027594839767835695a7744364f3654574a4476776a73434dâ\200\246","","Publish Message [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"993","53.231474234","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","33099","1883","","12","Publish Ack (id=12)"
"995","53.368242110","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48961","7b276d657373616765273a202767374973587562466b645a7248537957377a3866734543â\200\246","11","Publish Message (id=11) [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"996","53.380346973","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48961","1883","7b276d657373616765273a202767374973587562466b645a7248537957377a3866734543â\200\246","","Publish Message [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"998","53.392067159","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48961","1883","","11","Publish Ack (id=11)"
"1005","53.883078605","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","39299","7b276d657373616765273a20276a6e6165456b6561675249623345317936334e78687548â\200\246","13","Publish Message (id=13) [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"1006","53.895405799","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","39299","1883","7b276d657373616765273a20276a6e6165456b6561675249623345317936334e78687548â\200\246","","Publish Message [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"1008","53.907127657","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","39299","1883","","13","Publish Ack (id=13)"
"1010","54.124881981","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","43243","7b276d657373616765273a20276f385870596943763568666e66457379506a6f6b455269â\200\246","10","Publish Message (id=10) [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"1011","54.135417788","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","43243","1883","7b276d657373616765273a20276f385870596943763568666e66457379506a6f6b455269â\200\246","","Publish Message [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"1013","54.147294720","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","43243","1883","","10","Publish Ack (id=10)"
"1015","54.157015936","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","59005","7b276d657373616765273a20274462554e6551453473324f774567346732323362313062â\200\246","10","Publish Message (id=10) [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"1016","54.167755617","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","59005","1883","7b276d657373616765273a20274462554e6551453473324f774567346732323362313062â\200\246","","Publish Message [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"1018","54.179462678","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","59005","1883","","10","Publish Ack (id=10)"
"1020","54.324376390","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","49891","7b276d657373616765273a20276d3163766232415248796f464a73546f6f666f6376555aâ\200\246","10","Publish Message (id=10) [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
"1021","54.335291294","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","49891","1883","7b276d657373616765273a20276d3163766232415248796f464a73546f6f666f6376555aâ\200\246","","Publish Message [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
"1023","54.346979920","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","49891","1883","","10","Publish Ack (id=10)"
"1025","54.682311355","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","33099","7b276d657373616765273a202774736f6b5151565737504b42567031557a746358734e77â\200\246","13","Publish Message (id=13) [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"1026","54.695416751","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","33099","1883","7b276d657373616765273a202774736f6b5151565737504b42567031557a746358734e77â\200\246","","Publish Message [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"1028","54.706996231","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","33099","1883","","13","Publish Ack (id=13)"
"1036","55.293009809","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48961","7b276d657373616765273a2027633875664f5852305a5354486a6a45746f76465563527aâ\200\246","12","Publish Message (id=12) [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"1037","55.304864240","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48961","1883","7b276d657373616765273a2027633875664f5852305a5354486a6a45746f76465563527aâ\200\246","","Publish Message [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"1039","55.315998687","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48961","1883","","12","Publish Ack (id=12)"
"1041","55.369777508","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","59005","7b276d657373616765273a202745423533423745524a68763147716470773231346e6466â\200\246","11","Publish Message (id=11) [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"1042","55.379796076","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","59005","1883","7b276d657373616765273a202745423533423745524a68763147716470773231346e6466â\200\246","","Publish Message [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"1044","55.391437874","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","59005","1883","","11","Publish Ack (id=11)"
"1051","56.062451055","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","46033","7b276d657373616765273a20276945476568486b396f4754726f4273374a324e76676267â\200\246","11","Publish Message (id=11) [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"1052","56.071929191","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","46033","1883","7b276d657373616765273a20276945476568486b396f4754726f4273374a324e76676267â\200\246","","Publish Message [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"1054","56.083075873","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","46033","1883","","11","Publish Ack (id=11)"
"1056","56.242894277","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","43243","7b276d657373616765273a2027375963706c72576d6d4e6d57544a786b4d446569424259â\200\246","11","Publish Message (id=11) [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"1057","56.255285823","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","43243","1883","7b276d657373616765273a2027375963706c72576d6d4e6d57544a786b4d446569424259â\200\246","","Publish Message [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"1059","56.267054692","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","43243","1883","","11","Publish Ack (id=11)"
"1061","56.477133012","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","36811","7b276d657373616765273a20276d645133556475646b687858544e435650794356524770â\200\246","13","Publish Message (id=13) [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"1062","56.488326682","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","36811","1883","7b276d657373616765273a20276d645133556475646b687858544e435650794356524770â\200\246","","Publish Message [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"1064","56.499627155","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","36811","1883","","13","Publish Ack (id=13)"
"1067","56.939832696","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","42327","7b276d657373616765273a20274f70654131724c4a56396b545a7254576f335736763635â\200\246","12","Publish Message (id=12) [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"1069","56.946547115","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48975","7b276d657373616765273a2027795231635154614133424637396132643142717364394eâ\200\246","11","Publish Message (id=11) [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"1070","56.951418789","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","42327","1883","7b276d657373616765273a20274f70654131724c4a56396b545a7254576f335736763635â\200\246","","Publish Message [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"1073","56.959741790","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48975","1883","7b276d657373616765273a2027795231635154614133424637396132643142717364394eâ\200\246","","Publish Message [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"1075","56.963002137","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","42327","1883","","12","Publish Ack (id=12)"
"1077","56.971749651","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48975","1883","","11","Publish Ack (id=11)"
"1083","57.882723412","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","39299","7b276d657373616765273a20276b7a6d3248726a4f354c3378744a5356796a4837784351â\200\246","14","Publish Message (id=14) [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"1084","57.896020651","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","39299","1883","7b276d657373616765273a20276b7a6d3248726a4f354c3378744a5356796a4837784351â\200\246","","Publish Message [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"1086","57.907172223","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","39299","1883","","14","Publish Ack (id=14)"
"1088","57.921803555","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","33099","7b276d657373616765273a2027794b47416f7272347579656d394777684e5048414b6c54â\200\246","14","Publish Message (id=14) [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"1089","57.931261322","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","33099","1883","7b276d657373616765273a2027794b47416f7272347579656d394777684e5048414b6c54â\200\246","","Publish Message [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"1091","57.940368627","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","36811","7b276d657373616765273a2027455747416e5132557a305a3152647463476b4635503033â\200\246","14","Publish Message (id=14) [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"1092","57.943109721","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","33099","1883","","14","Publish Ack (id=14)"
"1094","57.951587576","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","36811","1883","7b276d657373616765273a2027455747416e5132557a305a3152647463476b4635503033â\200\246","","Publish Message [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"1096","57.963449360","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","36811","1883","","14","Publish Ack (id=14)"
"1104","58.610283620","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","46033","7b276d657373616765273a2027746d56556c4b5a58565a51337635737134544765634d69â\200\246","12","Publish Message (id=12) [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"1105","58.619467279","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","46033","1883","7b276d657373616765273a2027746d56556c4b5a58565a51337635737134544765634d69â\200\246","","Publish Message [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"1107","58.631092045","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","46033","1883","","12","Publish Ack (id=12)"
"1109","58.641087390","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","42327","7b276d657373616765273a2027384d6932754d6c753130324c7770397236355738583471â\200\246","13","Publish Message (id=13) [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"1110","58.651447384","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","42327","1883","7b276d657373616765273a2027384d6932754d6c753130324c7770397236355738583471â\200\246","","Publish Message [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"1113","58.663604456","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","42327","1883","","13","Publish Ack (id=13)"
"1115","58.931375436","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","49891","7b276d657373616765273a20274f3470674472683556394b4f51504c4330373272536779â\200\246","11","Publish Message (id=11) [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
"1116","58.943250054","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","49891","1883","7b276d657373616765273a20274f3470674472683556394b4f51504c4330373272536779â\200\246","","Publish Message [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
"1118","58.947235102","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","43243","7b276d657373616765273a202757346e6176344c4b5a57356a4c4f4473774735656f334fâ\200\246","12","Publish Message (id=12) [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"1119","58.955032359","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","49891","1883","","11","Publish Ack (id=11)"
"1121","58.959183550","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","43243","1883","7b276d657373616765273a202757346e6176344c4b5a57356a4c4f4473774735656f334fâ\200\246","","Publish Message [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"1123","58.971266894","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","43243","1883","","12","Publish Ack (id=12)"
"1132","60.073841776","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48961","7b276d657373616765273a202733736673705831454965364b6e76764846495451394c7aâ\200\246","13","Publish Message (id=13) [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"1133","60.084368515","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48961","1883","7b276d657373616765273a202733736673705831454965364b6e76764846495451394c7aâ\200\246","","Publish Message [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"1135","60.096262511","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48961","1883","","13","Publish Ack (id=13)"
"1141","60.207567206","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","46033","7b276d657373616765273a2027556d4951394551504a6532514f58654c59495373634469â\200\246","13","Publish Message (id=13) [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"1143","60.219522165","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","46033","1883","7b276d657373616765273a2027556d4951394551504a6532514f58654c59495373634469â\200\246","","Publish Message [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"1145","60.231094903","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","46033","1883","","13","Publish Ack (id=13)"
"1147","61.132619334","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","59005","7b276d657373616765273a2027473433414f47516d495037546174415561596c31623348â\200\246","12","Publish Message (id=12) [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"1148","61.144204014","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","59005","1883","7b276d657373616765273a2027473433414f47516d495037546174415561596c31623348â\200\246","","Publish Message [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"1150","61.155525818","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","59005","1883","","12","Publish Ack (id=12)"
"1157","61.390092135","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","39299","7b276d657373616765273a20274c744f73626973745a48364668736b62354c6e5a306858â\200\246","15","Publish Message (id=15) [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"1158","61.399693034","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","39299","1883","7b276d657373616765273a20274c744f73626973745a48364668736b62354c6e5a306858â\200\246","","Publish Message [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"1160","61.411123022","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","39299","1883","","15","Publish Ack (id=15)"
"1162","61.709863514","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","49891","7b276d657373616765273a202761396a50386e6c477965595663444357484c3675436c57â\200\246","12","Publish Message (id=12) [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
"1163","61.719492055","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","49891","1883","7b276d657373616765273a202761396a50386e6c477965595663444357484c3675436c57â\200\246","","Publish Message [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
"1165","61.731058321","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","49891","1883","","12","Publish Ack (id=12)"
"1167","61.842467404","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","33099","7b276d657373616765273a2027337547456e734d78784d515a4c5179425a4430674b7235â\200\246","15","Publish Message (id=15) [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"1168","61.851970778","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","33099","1883","7b276d657373616765273a2027337547456e734d78784d515a4c5179425a4430674b7235â\200\246","","Publish Message [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"1170","61.863052538","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","33099","1883","","15","Publish Ack (id=15)"
"1173","62.305762529","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48975","7b276d657373616765273a20276844496f31783745734a31726376445a49346930766d57â\200\246","12","Publish Message (id=12) [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"1176","62.315826844","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48975","1883","7b276d657373616765273a20276844496f31783745734a31726376445a49346930766d57â\200\246","","Publish Message [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"1179","62.327509941","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48975","1883","","12","Publish Ack (id=12)"
"1182","62.364376469","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","46033","7b276d657373616765273a20274c4364756646327541584f6a47316c69744a6f4345424bâ\200\246","14","Publish Message (id=14) [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"1183","62.375681331","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","46033","1883","7b276d657373616765273a20274c4364756646327541584f6a47316c69744a6f4345424bâ\200\246","","Publish Message [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"1185","62.387224183","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","46033","1883","","14","Publish Ack (id=14)"
"1191","62.971222035","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","59005","7b276d657373616765273a20277531666877653343457a556d3149724b755454774a456aâ\200\246","13","Publish Message (id=13) [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"1192","62.983861140","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","59005","1883","7b276d657373616765273a20277531666877653343457a556d3149724b755454774a456aâ\200\246","","Publish Message [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"1194","62.995592709","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","59005","1883","","13","Publish Ack (id=13)"
"1201","63.625491929","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","36811","7b276d657373616765273a20275635434d746f346d5575306c546a6249794a3439485a53â\200\246","15","Publish Message (id=15) [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"1202","63.635614925","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","36811","1883","7b276d657373616765273a20275635434d746f346d5575306c546a6249794a3439485a53â\200\246","","Publish Message [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"1204","63.647321296","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","36811","1883","","15","Publish Ack (id=15)"
"1210","63.823369719","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","42327","7b276d657373616765273a2027444d73675779474d4b4a5572434f4b464a735a7038304aâ\200\246","14","Publish Message (id=14) [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"1211","63.835257403","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","42327","1883","7b276d657373616765273a2027444d73675779474d4b4a5572434f4b464a735a7038304aâ\200\246","","Publish Message [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"1213","63.846994482","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","42327","1883","","14","Publish Ack (id=14)"
"1215","63.850364065","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48975","7b276d657373616765273a20274b674f4142356a4c6e547946375339305661764f627639â\200\246","13","Publish Message (id=13) [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"1216","63.860529783","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48975","1883","7b276d657373616765273a20274b674f4142356a4c6e547946375339305661764f627639â\200\246","","Publish Message [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"1218","63.871514108","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48975","1883","","13","Publish Ack (id=13)"
"1220","64.022260477","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","59005","7b276d657373616765273a20274b4d707159575143335256446d6a336655526373433936â\200\246","14","Publish Message (id=14) [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"1221","64.031960964","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","59005","1883","7b276d657373616765273a20274b4d707159575143335256446d6a336655526373433936â\200\246","","Publish Message [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"1223","64.043464492","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","59005","1883","","14","Publish Ack (id=14)"
"1225","64.583088042","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","43243","7b276d657373616765273a202758306c513079635041417578476f6e446d734c6c4f3572â\200\246","13","Publish Message (id=13) [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"1226","64.595575911","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","43243","1883","7b276d657373616765273a202758306c513079635041417578476f6e446d734c6c4f3572â\200\246","","Publish Message [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"1228","64.607143009","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","43243","1883","","13","Publish Ack (id=13)"
"1232","64.866176450","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48961","7b276d657373616765273a202739685830304a71444e5243724f4a496275616f726d375aâ\200\246","14","Publish Message (id=14) [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"1235","64.876348580","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48961","1883","7b276d657373616765273a202739685830304a71444e5243724f4a496275616f726d375aâ\200\246","","Publish Message [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"1238","64.888053668","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48961","1883","","14","Publish Ack (id=14)"
