"No.","Time","Source","Destination","Protocol","Length","Source Port","Message Identifier","Destination Port","Info"
"641","67.887144767","192.168.15.6","45.179.91.66","MQTT","338","52269","11","1883","Publish Message (id=11) [devices-1]"
"642","67.903042568","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"644","67.918829384","45.179.91.66","192.168.15.6","MQTT","70","1883","11","52269","Publish Ack (id=11)"
"665","70.257931396","192.168.15.6","45.179.91.66","MQTT","338","52269","12","1883","Publish Message (id=12) [devices-1]"
"666","70.274996910","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"668","70.290858090","45.179.91.66","192.168.15.6","MQTT","70","1883","12","52269","Publish Ack (id=12)"
"689","72.982018176","192.168.15.6","45.179.91.66","MQTT","338","52269","13","1883","Publish Message (id=13) [devices-1]"
"690","72.998968642","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"692","73.014794524","45.179.91.66","192.168.15.6","MQTT","70","1883","13","52269","Publish Ack (id=13)"
"695","75.393292939","192.168.15.6","45.179.91.66","MQTT","338","52269","14","1883","Publish Message (id=14) [devices-1]"
"696","75.410957498","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"698","75.426800827","45.179.91.66","192.168.15.6","MQTT","70","1883","14","52269","Publish Ack (id=14)"
"711","76.982898870","192.168.15.6","45.179.91.66","MQTT","68","34366","","1883","Ping Request"
"712","76.997768489","45.179.91.66","192.168.15.6","MQTT","68","1883","","34366","Ping Response"
"731","79.806496905","192.168.15.6","45.179.91.66","MQTT","338","52269","15","1883","Publish Message (id=15) [devices-1]"
"734","79.822121883","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"736","79.837760253","45.179.91.66","192.168.15.6","MQTT","70","1883","15","52269","Publish Ack (id=15)"
"757","82.448257710","192.168.15.6","45.179.91.66","MQTT","338","52269","16","1883","Publish Message (id=16) [devices-1]"
"758","82.465734200","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"760","82.481470029","45.179.91.66","192.168.15.6","MQTT","70","1883","16","52269","Publish Ack (id=16)"
"767","83.702070457","192.168.15.6","45.179.91.66","MQTT","338","52269","17","1883","Publish Message (id=17) [devices-1]"
"768","83.717712048","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"770","83.733501266","45.179.91.66","192.168.15.6","MQTT","70","1883","17","52269","Publish Ack (id=17)"
"784","86.135329709","192.168.15.6","45.179.91.66","MQTT","338","52269","18","1883","Publish Message (id=18) [devices-1]"
"785","86.149720726","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"787","86.165578149","45.179.91.66","192.168.15.6","MQTT","70","1883","18","52269","Publish Ack (id=18)"
"816","88.167552142","192.168.15.6","45.179.91.66","MQTT","68","52269","","1883","Ping Request"
"817","88.181727581","45.179.91.66","192.168.15.6","MQTT","68","1883","","52269","Ping Response"
"829","90.122901116","192.168.15.6","45.179.91.66","MQTT","338","52269","19","1883","Publish Message (id=19) [devices-1]"
"830","90.137657471","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"832","90.153467441","45.179.91.66","192.168.15.6","MQTT","70","1883","19","52269","Publish Ack (id=19)"
"851","93.072544960","192.168.15.6","45.179.91.66","MQTT","338","52269","20","1883","Publish Message (id=20) [devices-1]"
"852","93.089701466","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"854","93.105548039","45.179.91.66","192.168.15.6","MQTT","70","1883","20","52269","Publish Ack (id=20)"
"873","96.467933803","192.168.15.6","45.179.91.66","MQTT","338","52269","21","1883","Publish Message (id=21) [devices-1]"
"874","96.485708697","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"876","96.501457283","45.179.91.66","192.168.15.6","MQTT","70","1883","21","52269","Publish Ack (id=21)"
"893","99.817345055","192.168.15.6","45.179.91.66","MQTT","338","52269","22","1883","Publish Message (id=22) [devices-1]"
"894","99.833760161","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"896","99.849677861","45.179.91.66","192.168.15.6","MQTT","70","1883","22","52269","Publish Ack (id=22)"
"903","101.292768796","192.168.15.6","45.179.91.66","MQTT","338","52269","23","1883","Publish Message (id=23) [devices-1]"
"904","101.309698410","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"906","101.325453653","45.179.91.66","192.168.15.6","MQTT","70","1883","23","52269","Publish Ack (id=23)"
"933","106.545741084","192.168.15.6","45.179.91.66","MQTT","338","52269","24","1883","Publish Message (id=24) [devices-1]"
"934","106.561680374","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"936","106.577447863","45.179.91.66","192.168.15.6","MQTT","70","1883","24","52269","Publish Ack (id=24)"
"950","108.943545373","192.168.15.6","45.179.91.66","MQTT","338","52269","25","1883","Publish Message (id=25) [devices-1]"
"951","108.957785963","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"953","108.973475833","45.179.91.66","192.168.15.6","MQTT","70","1883","25","52269","Publish Ack (id=25)"
"983","114.029790693","192.168.15.6","45.179.91.66","MQTT","338","52269","26","1883","Publish Message (id=26) [devices-1]"
"984","114.046224840","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"986","114.061733770","45.179.91.66","192.168.15.6","MQTT","70","1883","26","52269","Publish Ack (id=26)"
"1038","119.622240275","192.168.15.6","45.179.91.66","MQTT","338","52269","27","1883","Publish Message (id=27) [devices-1]"
"1039","119.637687000","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1041","119.653521039","45.179.91.66","192.168.15.6","MQTT","70","1883","27","52269","Publish Ack (id=27)"
"1048","120.744289245","192.168.15.6","45.179.91.66","MQTT","338","52269","28","1883","Publish Message (id=28) [devices-1]"
"1049","120.761836526","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1051","120.777516564","45.179.91.66","192.168.15.6","MQTT","70","1883","28","52269","Publish Ack (id=28)"
"1074","124.097655822","192.168.15.6","45.179.91.66","MQTT","338","52269","29","1883","Publish Message (id=29) [devices-1]"
"1075","124.113694609","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1077","124.129458880","45.179.91.66","192.168.15.6","MQTT","70","1883","29","52269","Publish Ack (id=29)"
"1135","128.433133729","192.168.15.6","45.179.91.66","MQTT","338","52269","30","1883","Publish Message (id=30) [devices-1]"
"1136","128.449575468","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1138","128.465492458","45.179.91.66","192.168.15.6","MQTT","70","1883","30","52269","Publish Ack (id=30)"
"1150","130.552832662","192.168.15.6","45.179.91.66","MQTT","338","52269","31","1883","Publish Message (id=31) [devices-1]"
"1151","130.569659102","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1153","130.585495465","45.179.91.66","192.168.15.6","MQTT","70","1883","31","52269","Publish Ack (id=31)"
"1187","136.350798336","192.168.15.6","45.179.91.66","MQTT","338","52269","32","1883","Publish Message (id=32) [devices-1]"
"1188","136.366035565","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1190","136.381757409","45.179.91.66","192.168.15.6","MQTT","70","1883","32","52269","Publish Ack (id=32)"
"1192","136.986253789","192.168.15.6","45.179.91.66","MQTT","68","34366","","1883","Ping Request"
"1193","137.002345408","45.179.91.66","192.168.15.6","MQTT","68","1883","","34366","Ping Response"
"1216","141.156791641","192.168.15.6","45.179.91.66","MQTT","338","52269","33","1883","Publish Message (id=33) [devices-1]"
"1217","141.173738926","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1219","141.189542052","45.179.91.66","192.168.15.6","MQTT","70","1883","33","52269","Publish Ack (id=33)"
"1248","145.376377506","192.168.15.6","45.179.91.66","MQTT","338","52269","34","1883","Publish Message (id=34) [devices-1]"
"1249","145.394104586","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1251","145.409623579","45.179.91.66","192.168.15.6","MQTT","70","1883","34","52269","Publish Ack (id=34)"
"1307","148.412404006","192.168.15.6","45.179.91.66","MQTT","68","52269","","1883","Ping Request"
"1309","148.429585945","45.179.91.66","192.168.15.6","MQTT","68","1883","","52269","Ping Response"
"1316","150.111582989","192.168.15.6","45.179.91.66","MQTT","338","52269","35","1883","Publish Message (id=35) [devices-1]"
"1317","150.129734499","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1319","150.145529643","45.179.91.66","192.168.15.6","MQTT","70","1883","35","52269","Publish Ack (id=35)"
"1327","151.723440947","192.168.15.6","45.179.91.66","MQTT","338","52269","36","1883","Publish Message (id=36) [devices-1]"
"1328","151.737839276","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1330","151.753511986","45.179.91.66","192.168.15.6","MQTT","70","1883","36","52269","Publish Ack (id=36)"
"1347","154.501520709","192.168.15.6","45.179.91.66","MQTT","338","52269","37","1883","Publish Message (id=37) [devices-1]"
"1348","154.517705847","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1350","154.533605196","45.179.91.66","192.168.15.6","MQTT","70","1883","37","52269","Publish Ack (id=37)"
"1374","158.947914592","192.168.15.6","45.179.91.66","MQTT","338","52269","38","1883","Publish Message (id=38) [devices-1]"
"1375","158.965731143","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1377","158.981565195","45.179.91.66","192.168.15.6","MQTT","70","1883","38","52269","Publish Ack (id=38)"
"1396","164.460478685","192.168.15.6","45.179.91.66","MQTT","338","52269","39","1883","Publish Message (id=39) [devices-1]"
"1397","164.477600703","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1399","164.493494107","45.179.91.66","192.168.15.6","MQTT","70","1883","39","52269","Publish Ack (id=39)"
"1406","165.557981595","192.168.15.6","45.179.91.66","MQTT","338","52269","40","1883","Publish Message (id=40) [devices-1]"
"1407","165.573586675","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1409","165.589550472","45.179.91.66","192.168.15.6","MQTT","70","1883","40","52269","Publish Ack (id=40)"
"1441","168.809563929","192.168.15.6","45.179.91.66","MQTT","338","52269","41","1883","Publish Message (id=41) [devices-1]"
"1442","168.825623105","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1444","168.841502914","45.179.91.66","192.168.15.6","MQTT","70","1883","41","52269","Publish Ack (id=41)"
"1458","170.505087315","192.168.15.6","45.179.91.66","MQTT","338","52269","42","1883","Publish Message (id=42) [devices-1]"
"1459","170.521565728","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1461","170.537427386","45.179.91.66","192.168.15.6","MQTT","70","1883","42","52269","Publish Ack (id=42)"
"1482","174.222719848","192.168.15.6","45.179.91.66","MQTT","338","52269","43","1883","Publish Message (id=43) [devices-1]"
"1483","174.237700640","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1485","174.253469961","45.179.91.66","192.168.15.6","MQTT","70","1883","43","52269","Publish Ack (id=43)"
"1514","177.422687373","192.168.15.6","45.179.91.66","MQTT","338","52269","44","1883","Publish Message (id=44) [devices-1]"
"1516","177.437645828","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1520","177.453578576","45.179.91.66","192.168.15.6","MQTT","70","1883","44","52269","Publish Ack (id=44)"
"1541","180.737471996","192.168.15.6","45.179.91.66","MQTT","338","52269","45","1883","Publish Message (id=45) [devices-1]"
"1542","180.753222488","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1544","180.768909595","45.179.91.66","192.168.15.6","MQTT","70","1883","45","52269","Publish Ack (id=45)"
"1551","182.638809915","192.168.15.6","45.179.91.66","MQTT","338","52269","46","1883","Publish Message (id=46) [devices-1]"
"1552","182.653202767","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1554","182.668943473","45.179.91.66","192.168.15.6","MQTT","70","1883","46","52269","Publish Ack (id=46)"
"1616","186.890292185","192.168.15.6","45.179.91.66","MQTT","338","52269","47","1883","Publish Message (id=47) [devices-1]"
"1617","186.905116427","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1619","186.920944772","45.179.91.66","192.168.15.6","MQTT","70","1883","47","52269","Publish Ack (id=47)"
"1645","192.241987255","192.168.15.6","45.179.91.66","MQTT","338","52269","48","1883","Publish Message (id=48) [devices-1]"
"1646","192.257182125","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1648","192.272943624","45.179.91.66","192.168.15.6","MQTT","70","1883","48","52269","Publish Ack (id=48)"
"1662","194.073583744","192.168.15.6","45.179.91.66","MQTT","338","52269","49","1883","Publish Message (id=49) [devices-1]"
"1664","194.089402008","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1667","194.105108751","45.179.91.66","192.168.15.6","MQTT","70","1883","49","52269","Publish Ack (id=49)"
"1680","196.990215944","192.168.15.6","45.179.91.66","MQTT","68","34366","","1883","Ping Request"
"1681","197.005652343","45.179.91.66","192.168.15.6","MQTT","68","1883","","34366","Ping Response"
"1701","199.981295547","192.168.15.6","45.179.91.66","MQTT","338","52269","50","1883","Publish Message (id=50) [devices-1]"
"1702","199.996999453","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1704","200.012911895","45.179.91.66","192.168.15.6","MQTT","70","1883","50","52269","Publish Ack (id=50)"
"1720","202.661133775","192.168.15.6","45.179.91.66","MQTT","338","52269","51","1883","Publish Message (id=51) [devices-1]"
"1721","202.677171957","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1723","202.693021984","45.179.91.66","192.168.15.6","MQTT","70","1883","51","52269","Publish Ack (id=51)"
"1737","204.686318727","192.168.15.6","45.179.91.66","MQTT","338","52269","52","1883","Publish Message (id=52) [devices-1]"
"1738","204.701141535","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1740","204.716952121","45.179.91.66","192.168.15.6","MQTT","70","1883","52","52269","Publish Ack (id=52)"
"1785","208.719170007","192.168.15.6","45.179.91.66","MQTT","68","52269","","1883","Ping Request"
"1787","208.737024697","45.179.91.66","192.168.15.6","MQTT","68","1883","","52269","Ping Response"
"1795","209.528500903","192.168.15.6","45.179.91.66","MQTT","338","52269","53","1883","Publish Message (id=53) [devices-1]"
"1796","209.545190847","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1798","209.560995120","45.179.91.66","192.168.15.6","MQTT","70","1883","53","52269","Publish Ack (id=53)"
"1805","210.828166501","192.168.15.6","45.179.91.66","MQTT","338","52269","54","1883","Publish Message (id=54) [devices-1]"
"1806","210.845094034","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1808","210.860941496","45.179.91.66","192.168.15.6","MQTT","70","1883","54","52269","Publish Ack (id=54)"
"1834","216.306420685","192.168.15.6","45.179.91.66","MQTT","338","52269","55","1883","Publish Message (id=55) [devices-1]"
"1835","216.321713648","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1837","216.337358239","45.179.91.66","192.168.15.6","MQTT","70","1883","55","52269","Publish Ack (id=55)"
"1863","219.931267271","192.168.15.6","45.179.91.66","MQTT","338","52269","56","1883","Publish Message (id=56) [devices-1]"
"1866","219.949215360","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1868","219.964929812","45.179.91.66","192.168.15.6","MQTT","70","1883","56","52269","Publish Ack (id=56)"
"1900","225.097961816","192.168.15.6","45.179.91.66","MQTT","338","52269","57","1883","Publish Message (id=57) [devices-1]"
"1901","225.113245409","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1903","225.128950870","45.179.91.66","192.168.15.6","MQTT","70","1883","57","52269","Publish Ack (id=57)"
"1929","230.334551621","192.168.15.6","45.179.91.66","MQTT","338","52269","58","1883","Publish Message (id=58) [devices-1]"
"1930","230.349138729","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1932","230.365043286","45.179.91.66","192.168.15.6","MQTT","70","1883","58","52269","Publish Ack (id=58)"
"1954","234.454722106","192.168.15.6","45.179.91.66","MQTT","338","52269","59","1883","Publish Message (id=59) [devices-1]"
"1955","234.469302606","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1957","234.485017008","45.179.91.66","192.168.15.6","MQTT","70","1883","59","52269","Publish Ack (id=59)"
"1969","236.605345084","192.168.15.6","45.179.91.66","MQTT","338","52269","60","1883","Publish Message (id=60) [devices-1]"
"1970","236.621142026","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"1972","236.637016771","45.179.91.66","192.168.15.6","MQTT","70","1883","60","52269","Publish Ack (id=60)"
"2022","242.258033498","192.168.15.6","45.179.91.66","MQTT","338","52269","61","1883","Publish Message (id=61) [devices-1]"
"2025","242.273182138","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2027","242.288945320","45.179.91.66","192.168.15.6","MQTT","70","1883","61","52269","Publish Ack (id=61)"
"2040","244.632261721","192.168.15.6","45.179.91.66","MQTT","338","52269","62","1883","Publish Message (id=62) [devices-1]"
"2041","244.649250498","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2043","244.665098408","45.179.91.66","192.168.15.6","MQTT","70","1883","62","52269","Publish Ack (id=62)"
"2082","246.845297383","192.168.15.6","45.179.91.66","MQTT","338","52269","63","1883","Publish Message (id=63) [devices-1]"
"2083","246.861198238","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2085","246.877021355","45.179.91.66","192.168.15.6","MQTT","70","1883","63","52269","Publish Ack (id=63)"
"2093","248.720066202","192.168.15.6","45.179.91.66","MQTT","338","52269","64","1883","Publish Message (id=64) [devices-1]"
"2094","248.737224648","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2096","248.753020105","45.179.91.66","192.168.15.6","MQTT","70","1883","64","52269","Publish Ack (id=64)"
"2104","251.078482311","192.168.15.6","45.179.91.66","MQTT","338","52269","65","1883","Publish Message (id=65) [devices-1]"
"2105","251.093203894","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2107","251.109142400","45.179.91.66","192.168.15.6","MQTT","70","1883","65","52269","Publish Ack (id=65)"
"2117","253.042308663","192.168.15.6","45.179.91.66","MQTT","338","52269","66","1883","Publish Message (id=66) [devices-1]"
"2118","253.057240440","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2120","253.073008038","45.179.91.66","192.168.15.6","MQTT","70","1883","66","52269","Publish Ack (id=66)"
"2136","256.993984256","192.168.15.6","45.179.91.66","MQTT","68","34366","","1883","Ping Request"
"2138","257.009350820","45.179.91.66","192.168.15.6","MQTT","68","1883","","34366","Ping Response"
"2152","258.475661630","192.168.15.6","45.179.91.66","MQTT","338","52269","67","1883","Publish Message (id=67) [devices-1]"
"2153","258.493108082","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2155","258.508994537","45.179.91.66","192.168.15.6","MQTT","70","1883","67","52269","Publish Ack (id=67)"
"2174","261.871956644","192.168.15.6","45.179.91.66","MQTT","338","52269","68","1883","Publish Message (id=68) [devices-1]"
"2175","261.889229866","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2177","261.905000614","45.179.91.66","192.168.15.6","MQTT","70","1883","68","52269","Publish Ack (id=68)"
"2237","267.861003975","192.168.15.6","45.179.91.66","MQTT","338","52269","69","1883","Publish Message (id=69) [devices-1]"
"2238","267.877198154","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2240","267.893019804","45.179.91.66","192.168.15.6","MQTT","70","1883","69","52269","Publish Ack (id=69)"
"2255","268.893892608","192.168.15.6","45.179.91.66","MQTT","68","52269","","1883","Ping Request"
"2256","268.909208461","45.179.91.66","192.168.15.6","MQTT","68","1883","","52269","Ping Response"
"2272","271.029611968","192.168.15.6","45.179.91.66","MQTT","338","52269","70","1883","Publish Message (id=70) [devices-1]"
"2273","271.045248753","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2275","271.060997109","45.179.91.66","192.168.15.6","MQTT","70","1883","70","52269","Publish Ack (id=70)"
"2293","275.644984545","192.168.15.6","45.179.91.66","MQTT","338","52269","71","1883","Publish Message (id=71) [devices-1]"
"2294","275.661180711","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2296","275.677036935","45.179.91.66","192.168.15.6","MQTT","70","1883","71","52269","Publish Ack (id=71)"
"2324","280.627163448","192.168.15.6","45.179.91.66","MQTT","338","52269","72","1883","Publish Message (id=72) [devices-1]"
"2325","280.641296409","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2327","280.657018324","45.179.91.66","192.168.15.6","MQTT","70","1883","72","52269","Publish Ack (id=72)"
"2358","285.841489330","192.168.15.6","45.179.91.66","MQTT","338","52269","73","1883","Publish Message (id=73) [devices-1]"
"2359","285.857229821","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2361","285.873065343","45.179.91.66","192.168.15.6","MQTT","70","1883","73","52269","Publish Ack (id=73)"
"2368","287.735308288","192.168.15.6","45.179.91.66","MQTT","338","52269","74","1883","Publish Message (id=74) [devices-1]"
"2369","287.753153850","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2371","287.769033449","45.179.91.66","192.168.15.6","MQTT","70","1883","74","52269","Publish Ack (id=74)"
"2390","292.183010886","192.168.15.6","45.179.91.66","MQTT","338","52269","75","1883","Publish Message (id=75) [devices-1]"
"2391","292.197271421","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2393","292.213014242","45.179.91.66","192.168.15.6","MQTT","70","1883","75","52269","Publish Ack (id=75)"
"2400","293.368381769","192.168.15.6","45.179.91.66","MQTT","338","52269","76","1883","Publish Message (id=76) [devices-1]"
"2401","293.385175694","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2403","293.400997913","45.179.91.66","192.168.15.6","MQTT","70","1883","76","52269","Publish Ack (id=76)"
"2457","298.323980751","192.168.15.6","45.179.91.66","MQTT","338","52269","77","1883","Publish Message (id=77) [devices-1]"
"2458","298.341241946","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2460","298.357068426","45.179.91.66","192.168.15.6","MQTT","70","1883","77","52269","Publish Ack (id=77)"
"2468","302.269797494","192.168.15.6","45.179.91.66","MQTT","338","52269","78","1883","Publish Message (id=78) [devices-1]"
"2469","302.285183653","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2471","302.301044591","45.179.91.66","192.168.15.6","MQTT","70","1883","78","52269","Publish Ack (id=78)"
"2529","306.079362133","192.168.15.6","45.179.91.66","MQTT","338","52269","79","1883","Publish Message (id=79) [devices-1]"
"2530","306.094882632","45.179.91.66","192.168.15.6","MQTT","336","1883","","52269","Publish Message [devices-1]"
"2532","306.110952398","45.179.91.66","192.168.15.6","MQTT","70","1883","79","52269","Publish Ack (id=79)"
"2576","311.887777453","192.168.15.6","45.179.91.66","MQTT","338","52269","80","1883","Publish Message (id=80) [devices-1]"
